Kommune;År;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
3001 Halden;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001 Halden;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001 Halden;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001 Halden;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001 Halden;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001 Halden;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001 Halden;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001 Halden;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3001 Halden;2020;9.56;1.82;2.52;2.89;0.30;0.22;0.22;11.27;0.03;0.78;1.58;61.56;473.83;3.22;21.31;2.95;0.00;48.38;0.00
3002 Moss;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002 Moss;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002 Moss;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002 Moss;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002 Moss;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002 Moss;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002 Moss;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002 Moss;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002 Moss;2020;10.40;1.85;1.63;3.67;0.32;0.21;0.13;7.74;0.25;1.49;1.36;33.50;60.02;4.40;0.27;0.49;0.00;10.11;0.00
3003 Sarpsborg;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003 Sarpsborg;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003 Sarpsborg;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003 Sarpsborg;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003 Sarpsborg;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003 Sarpsborg;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003 Sarpsborg;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003 Sarpsborg;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3003 Sarpsborg;2020;13.95;2.93;3.48;4.08;0.49;0.27;0.19;12.25;0.01;1.85;1.43;78.08;240.21;8.34;2.56;2.00;0.00;33.47;0.00
3004 Fredrikstad;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004 Fredrikstad;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004 Fredrikstad;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004 Fredrikstad;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004 Fredrikstad;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004 Fredrikstad;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004 Fredrikstad;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004 Fredrikstad;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004 Fredrikstad;2020;19.89;5.16;3.06;6.01;0.61;0.37;0.26;11.89;0.26;2.82;2.48;67.39;136.39;8.63;0.37;17.98;0.00;8.59;0.00
3005 Drammen;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005 Drammen;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005 Drammen;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005 Drammen;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005 Drammen;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005 Drammen;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005 Drammen;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005 Drammen;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005 Drammen;2020;18.24;1.17;1.26;4.60;0.63;0.30;0.23;11.59;0.01;3.39;2.60;26.03;225.57;2.67;5.00;1.17;0.00;13.19;0.00
3006 Kongsberg;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006 Kongsberg;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006 Kongsberg;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006 Kongsberg;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006 Kongsberg;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006 Kongsberg;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006 Kongsberg;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006 Kongsberg;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3006 Kongsberg;2020;7.66;2.21;2.38;2.15;0.36;0.09;0.15;11.54;0.34;1.86;1.37;40.17;616.68;15.54;32.09;18.85;0.00;39.65;0.00
3007 Ringerike;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007 Ringerike;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007 Ringerike;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007 Ringerike;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007 Ringerike;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007 Ringerike;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007 Ringerike;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007 Ringerike;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3007 Ringerike;2020;10.98;3.95;4.19;4.96;0.38;0.28;0.11;21.38;0.36;1.23;2.11;77.46;1191.11;48.31;50.79;3.21;0.00;134.28;0.00
3011 Hvaler;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3011 Hvaler;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3011 Hvaler;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3011 Hvaler;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3011 Hvaler;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3011 Hvaler;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3011 Hvaler;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3011 Hvaler;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3011 Hvaler;2020;2.31;5.83;0.65;0.34;0.05;0.02;0.03;1.95;0.00;0.29;0.20;4.76;32.19;5.94;0.18;35.05;0.00;0.21;0.00
3012 Aremark;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3012 Aremark;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3012 Aremark;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3012 Aremark;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3012 Aremark;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3012 Aremark;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3012 Aremark;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3012 Aremark;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3012 Aremark;2020;0.64;0.72;0.80;0.28;0.02;0.01;0.03;3.35;0.00;0.16;0.13;20.87;241.85;1.09;10.67;0.10;0.00;38.57;0.00
3013 Marker;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3013 Marker;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3013 Marker;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3013 Marker;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3013 Marker;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3013 Marker;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3013 Marker;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3013 Marker;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3013 Marker;2020;1.36;0.58;1.66;0.45;0.03;0.02;0.05;5.30;0.01;0.14;0.32;40.01;300.65;1.99;14.33;0.04;0.00;45.97;0.00
3014 Indre Østfold;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3014 Indre Østfold;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3014 Indre Østfold;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3014 Indre Østfold;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3014 Indre Østfold;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3014 Indre Østfold;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3014 Indre Østfold;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3014 Indre Østfold;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3014 Indre Østfold;2020;13.26;1.43;8.55;4.29;0.45;0.23;0.23;17.05;0.03;2.43;2.12;235.66;448.63;9.33;9.75;0.16;0.00;38.34;0.00
3015 Skiptvet;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015 Skiptvet;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015 Skiptvet;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015 Skiptvet;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015 Skiptvet;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015 Skiptvet;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015 Skiptvet;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015 Skiptvet;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015 Skiptvet;2020;1.31;0.41;1.33;0.19;0.05;0.03;0.02;1.86;0.00;0.10;0.24;32.59;53.80;0.80;0.30;0.01;0.00;8.17;0.00
3016 Rakkestad;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016 Rakkestad;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016 Rakkestad;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016 Rakkestad;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016 Rakkestad;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016 Rakkestad;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016 Rakkestad;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016 Rakkestad;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016 Rakkestad;2020;2.96;0.29;3.50;1.14;0.10;0.04;0.07;6.64;0.00;0.73;0.68;109.49;280.10;3.49;10.89;0.03;0.00;14.55;0.00
3017 Råde;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3017 Råde;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3017 Råde;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3017 Råde;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3017 Råde;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3017 Råde;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3017 Råde;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3017 Råde;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3017 Råde;2020;2.67;1.18;1.57;1.28;0.08;0.03;0.03;4.03;0.22;0.21;0.34;35.25;53.23;3.62;0.50;1.24;0.00;13.27;0.00
3018 Våler (Viken);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018 Våler (Viken);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018 Våler (Viken);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018 Våler (Viken);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018 Våler (Viken);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018 Våler (Viken);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018 Våler (Viken);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018 Våler (Viken);2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018 Våler (Viken);2020;1.92;0.42;1.41;0.28;0.07;0.03;0.02;3.34;0.01;0.28;0.34;34.93;191.37;2.24;2.27;0.03;0.00;18.02;0.00
3019 Vestby;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3019 Vestby;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3019 Vestby;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3019 Vestby;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3019 Vestby;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3019 Vestby;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3019 Vestby;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3019 Vestby;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3019 Vestby;2020;4.25;2.03;1.35;2.49;0.20;0.06;0.03;5.09;0.00;0.68;0.69;34.87;77.47;3.71;0.12;0.22;0.00;0.70;0.00
3020 Nordre Follo;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3020 Nordre Follo;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3020 Nordre Follo;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3020 Nordre Follo;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3020 Nordre Follo;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3020 Nordre Follo;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3020 Nordre Follo;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3020 Nordre Follo;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3020 Nordre Follo;2020;11.82;0.51;1.49;2.63;0.47;0.15;0.10;7.97;0.06;1.81;1.43;38.94;124.01;3.41;1.09;0.07;0.00;7.02;0.00
3021 Ås;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3021 Ås;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3021 Ås;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3021 Ås;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3021 Ås;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3021 Ås;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3021 Ås;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3021 Ås;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3021 Ås;2020;4.66;0.57;1.38;1.30;0.54;0.09;0.06;4.37;0.01;0.56;0.79;37.68;45.92;2.37;0.30;0.03;0.00;2.06;0.00
3022 Frogn;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022 Frogn;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022 Frogn;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022 Frogn;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022 Frogn;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022 Frogn;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022 Frogn;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022 Frogn;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022 Frogn;2020;3.57;4.12;0.72;0.42;0.11;0.04;0.05;3.15;0.11;0.70;0.51;15.29;54.24;1.23;0.13;0.13;0.00;1.17;0.00
3023 Nesodden;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3023 Nesodden;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3023 Nesodden;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3023 Nesodden;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3023 Nesodden;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3023 Nesodden;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3023 Nesodden;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3023 Nesodden;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3023 Nesodden;2020;5.67;1.69;0.46;0.53;0.17;0.09;0.06;2.58;0.01;0.24;0.62;5.06;42.20;0.83;0.25;0.21;0.00;0.81;0.00
3024 Bærum;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3024 Bærum;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3024 Bærum;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3024 Bærum;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3024 Bærum;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3024 Bærum;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3024 Bærum;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3024 Bærum;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3024 Bærum;2020;22.81;0.82;1.08;3.13;1.05;0.37;0.18;10.18;0.21;4.45;2.54;14.37;120.27;5.41;0.78;0.42;0.00;4.20;0.00
3025 Asker;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3025 Asker;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3025 Asker;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3025 Asker;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3025 Asker;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3025 Asker;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3025 Asker;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3025 Asker;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3025 Asker;2020;24.88;4.53;2.39;4.15;0.90;0.43;0.19;13.87;0.04;2.69;4.00;40.62;254.51;5.61;1.74;2.65;0.00;13.43;0.00
3026 Aurskog-Høland;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3026 Aurskog-Høland;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3026 Aurskog-Høland;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3026 Aurskog-Høland;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3026 Aurskog-Høland;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3026 Aurskog-Høland;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3026 Aurskog-Høland;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3026 Aurskog-Høland;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3026 Aurskog-Høland;2020;7.31;1.45;3.81;1.85;0.18;0.08;0.09;13.61;0.01;1.14;1.20;104.07;857.57;4.84;53.66;0.04;0.00;93.88;0.00
3027 Rælingen;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027 Rælingen;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027 Rælingen;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027 Rælingen;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027 Rælingen;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027 Rælingen;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027 Rælingen;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027 Rælingen;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027 Rælingen;2020;3.27;0.13;0.16;0.18;0.14;0.03;0.02;1.61;0.05;0.40;0.48;6.26;42.35;0.81;0.63;0.01;0.00;15.15;0.00
3028 Enebakk;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028 Enebakk;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028 Enebakk;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028 Enebakk;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028 Enebakk;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028 Enebakk;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028 Enebakk;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028 Enebakk;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028 Enebakk;2020;3.19;1.02;1.07;0.84;0.10;0.03;0.03;3.20;0.01;0.65;0.60;30.38;150.11;1.57;2.14;0.10;0.00;37.54;0.00
3029 Lørenskog;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029 Lørenskog;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029 Lørenskog;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029 Lørenskog;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029 Lørenskog;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029 Lørenskog;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029 Lørenskog;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029 Lørenskog;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029 Lørenskog;2020;5.78;0.02;0.30;1.45;0.34;0.20;0.05;3.08;0.03;1.40;0.78;5.88;46.35;1.17;0.26;0.02;0.00;3.44;0.00
3030 Lillestrøm;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3030 Lillestrøm;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3030 Lillestrøm;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3030 Lillestrøm;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3030 Lillestrøm;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3030 Lillestrøm;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3030 Lillestrøm;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3030 Lillestrøm;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3030 Lillestrøm;2020;15.23;0.68;3.41;5.72;0.79;0.26;0.17;13.63;0.31;1.89;1.81;117.35;234.54;9.97;3.92;0.17;0.00;46.75;0.00
3031 Nittedal;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031 Nittedal;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031 Nittedal;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031 Nittedal;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031 Nittedal;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031 Nittedal;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031 Nittedal;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031 Nittedal;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031 Nittedal;2020;5.23;0.53;0.81;1.49;0.26;0.04;0.06;4.21;0.00;1.93;0.73;17.01;140.77;1.66;4.03;0.16;0.00;7.29;0.00
