Kommune;År;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
1232 Eidfjord (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1233 Ulvik (-2019);2011;0.30;0.23;0.31;0.28;0.03;0.01;0.02;1.75;0.00;0.06;0.02;6.08;86.64;344.12;5.50;175.98;47.60;51.91;0.00
1233 Ulvik (-2019);2013;0.31;0.24;0.31;0.28;0.03;0.01;0.02;1.74;0.00;0.18;0.02;6.74;86.04;344.01;5.43;175.98;47.60;51.92;0.00
1233 Ulvik (-2019);2014;0.32;0.24;0.31;0.27;0.02;0.01;0.02;1.78;0.00;0.18;0.03;7.13;85.70;344.15;5.43;176.23;47.60;51.43;0.00
1233 Ulvik (-2019);2015;0.32;0.25;0.30;0.28;0.03;0.01;0.02;1.79;0.00;0.18;0.02;7.13;85.68;344.13;5.43;176.23;47.60;51.44;0.00
1233 Ulvik (-2019);2016;0.33;0.24;0.32;0.26;0.03;0.01;0.01;1.81;0.00;0.08;0.08;7.01;86.26;343.46;5.47;174.42;46.85;55.19;0.00
1233 Ulvik (-2019);2017;0.33;0.24;0.32;0.19;0.03;0.01;0.01;1.81;0.00;0.08;0.17;7.02;92.96;356.59;5.47;174.64;24.34;57.79;0.00
1233 Ulvik (-2019);2018;0.33;0.24;0.32;0.26;0.03;0.01;0.01;1.83;0.00;0.08;0.12;7.11;92.84;356.59;5.47;174.64;24.34;57.79;0.00
1233 Ulvik (-2019);2019;0.33;0.24;0.32;0.26;0.03;0.02;0.01;1.82;0.00;0.08;0.11;7.14;92.72;356.94;5.51;174.81;24.34;57.33;0.00
1233 Ulvik (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1234 Granvin (-2019);2011;0.25;0.14;0.34;0.21;0.01;0.00;0.01;1.36;0.00;0.07;0.03;5.77;98.80;82.54;6.01;8.56;0.23;8.12;0.00
1234 Granvin (-2019);2013;0.26;0.14;0.33;0.20;0.01;0.00;0.01;1.37;0.00;0.07;0.03;6.42;98.24;82.46;6.01;8.54;0.23;8.12;0.00
1234 Granvin (-2019);2014;0.26;0.14;0.32;0.20;0.01;0.00;0.01;1.37;0.00;0.07;0.03;6.42;98.25;82.46;6.01;8.55;0.24;8.12;0.00
1234 Granvin (-2019);2015;0.26;0.15;0.33;0.20;0.01;0.00;0.01;1.40;0.00;0.07;0.03;6.41;98.21;82.46;6.01;8.55;0.24;8.12;0.00
1234 Granvin (-2019);2016;0.27;0.15;0.32;0.21;0.01;0.00;0.01;1.48;0.00;0.04;0.02;6.39;97.54;81.90;5.95;8.55;0.23;8.19;0.00
1234 Granvin (-2019);2017;0.27;0.15;0.32;0.21;0.01;0.00;0.01;1.48;0.00;0.04;0.02;6.39;100.01;78.85;6.19;8.90;0.23;8.20;0.00
1234 Granvin (-2019);2018;0.27;0.15;0.32;0.21;0.01;0.01;0.01;1.49;0.00;0.04;0.02;6.39;99.99;78.85;6.19;8.90;0.23;8.20;0.00
1234 Granvin (-2019);2019;0.28;0.16;0.32;0.21;0.01;0.01;0.01;1.49;0.00;0.04;0.02;6.38;100.09;78.85;6.19;8.91;0.23;8.08;0.00
1234 Granvin (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1235 Voss (-2019);2011;3.33;2.48;3.02;1.73;0.17;0.09;0.08;10.48;0.32;2.47;0.50;56.00;555.45;799.62;41.85;243.34;6.31;78.56;0.00
1235 Voss (-2019);2013;3.32;2.54;2.97;1.54;0.17;0.09;0.08;10.88;0.28;1.60;0.49;56.41;555.06;800.21;41.87;243.44;6.31;78.56;0.00
1235 Voss (-2019);2014;3.37;2.59;2.96;1.61;0.17;0.08;0.08;10.81;0.28;1.59;0.48;56.62;554.91;800.25;41.77;243.67;6.31;78.26;0.00
1235 Voss (-2019);2015;3.38;2.68;2.96;1.62;0.15;0.08;0.08;10.94;0.28;1.60;0.52;56.70;554.64;799.95;41.76;243.63;6.31;78.55;0.00
1235 Voss (-2019);2016;3.42;2.76;2.98;1.69;0.19;0.07;0.08;10.55;0.29;1.83;0.51;57.02;554.30;799.71;41.70;243.12;6.22;79.39;0.00
1235 Voss (-2019);2017;3.44;2.82;2.99;1.71;0.19;0.07;0.08;10.59;0.29;1.71;0.51;57.04;562.34;788.92;47.29;242.30;3.43;80.08;0.00
1235 Voss (-2019);2018;3.41;2.77;2.92;1.66;0.17;0.07;0.07;10.57;0.42;2.30;0.92;56.73;560.75;788.77;47.07;241.97;3.43;81.80;0.00
1235 Voss (-2019);2019;3.44;2.82;2.92;1.77;0.17;0.07;0.07;10.57;0.42;2.36;0.90;56.48;560.60;788.08;47.03;241.46;3.42;83.22;0.00
1235 Voss (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1238 Kvam (-2019);2011;2.35;2.69;1.74;0.72;0.16;0.04;0.05;4.94;0.00;0.44;0.50;23.14;209.95;231.79;12.40;87.49;0.15;37.91;0.00
1238 Kvam (-2019);2013;2.40;2.74;1.76;0.73;0.14;0.04;0.05;4.99;0.00;0.63;0.60;24.44;208.20;232.16;12.35;87.75;0.15;37.34;0.00
1238 Kvam (-2019);2014;2.42;2.84;1.74;0.70;0.14;0.04;0.05;5.29;0.00;0.67;0.50;24.50;208.33;232.22;12.35;87.80;0.17;36.75;0.00
1238 Kvam (-2019);2015;2.45;2.86;1.76;0.70;0.14;0.04;0.05;5.12;0.00;0.67;0.53;24.60;208.30;232.15;12.34;87.75;0.17;36.87;0.00
1238 Kvam (-2019);2016;2.46;2.87;1.76;0.72;0.15;0.04;0.05;5.04;0.00;0.66;0.54;24.56;208.37;232.09;12.34;87.63;0.17;37.01;0.00
1238 Kvam (-2019);2017;2.44;2.90;1.76;0.74;0.15;0.04;0.05;5.05;0.00;0.66;0.54;24.61;211.35;228.45;12.97;87.85;0.03;36.88;0.00
1238 Kvam (-2019);2018;2.45;2.92;1.75;0.76;0.15;0.04;0.05;5.09;0.00;0.66;0.53;24.62;211.27;228.44;12.96;87.85;0.03;36.89;0.00
1238 Kvam (-2019);2019;2.46;2.96;1.76;0.81;0.14;0.04;0.05;5.19;0.00;0.69;0.53;24.54;210.81;227.91;12.90;87.54;0.03;38.11;0.00
1238 Kvam (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1241 Fusa (-2019);2011;1.36;0.90;1.02;0.42;0.06;0.02;0.05;3.43;0.00;0.17;0.18;17.33;224.67;81.88;6.73;14.74;0.00;24.82;0.00
1241 Fusa (-2019);2013;1.38;0.91;1.01;0.46;0.06;0.02;0.05;3.44;0.00;0.17;0.16;18.51;223.56;81.81;6.70;14.74;0.00;24.82;0.00
1241 Fusa (-2019);2014;1.41;0.93;1.00;0.46;0.07;0.02;0.05;3.47;0.00;0.17;0.16;18.70;223.58;81.34;6.70;14.95;0.00;24.80;0.00
1241 Fusa (-2019);2015;1.43;0.93;1.00;0.46;0.07;0.02;0.05;3.47;0.00;0.16;0.16;18.74;223.52;81.34;6.70;14.95;0.00;24.80;0.00
1241 Fusa (-2019);2016;1.45;0.93;1.00;0.48;0.07;0.02;0.05;3.37;0.00;0.15;0.15;18.83;223.50;81.35;6.70;14.94;0.00;24.80;0.00
1241 Fusa (-2019);2017;1.46;0.94;1.00;0.44;0.07;0.02;0.04;3.38;0.00;0.15;0.18;18.88;223.50;81.36;6.70;14.94;0.00;24.73;0.00
1241 Fusa (-2019);2018;1.47;0.96;0.99;0.53;0.07;0.02;0.04;3.64;0.00;0.13;0.15;18.82;223.29;81.33;6.70;14.94;0.00;24.73;0.00
1241 Fusa (-2019);2019;1.41;0.87;0.98;0.50;0.06;0.02;0.04;3.61;0.00;0.13;0.38;18.46;223.40;81.48;6.63;14.95;0.00;24.88;0.00
1241 Fusa (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1242 Samnanger (-2019);2011;0.85;0.60;0.33;0.15;0.03;0.01;0.02;1.80;0.00;1.47;0.19;4.98;101.12;115.27;5.27;24.81;0.00;12.15;0.00
1242 Samnanger (-2019);2013;0.86;0.60;0.32;0.16;0.03;0.01;0.02;1.82;0.00;1.47;0.18;5.18;100.95;115.25;5.26;24.81;0.00;12.15;0.00
1242 Samnanger (-2019);2014;0.86;0.60;0.32;0.16;0.03;0.01;0.01;1.83;0.00;1.47;0.18;5.18;100.95;115.34;5.26;24.72;0.00;12.13;0.00
1242 Samnanger (-2019);2015;0.88;0.62;0.31;0.18;0.03;0.01;0.01;1.84;0.00;1.47;0.18;5.24;100.86;115.33;5.26;24.72;0.00;12.13;0.00
1242 Samnanger (-2019);2016;0.89;0.62;0.31;0.18;0.03;0.01;0.01;1.80;0.00;1.46;0.17;5.29;100.83;115.34;5.25;24.72;0.00;12.13;0.00
1242 Samnanger (-2019);2017;0.89;0.63;0.31;0.17;0.03;0.01;0.02;1.80;0.00;1.46;0.17;5.30;100.84;115.34;5.25;24.72;0.00;12.13;0.00
1242 Samnanger (-2019);2018;0.90;0.65;0.31;0.20;0.03;0.01;0.01;1.87;0.00;1.49;0.16;5.28;100.76;115.31;5.25;24.72;0.00;12.13;0.00
1242 Samnanger (-2019);2019;0.86;0.62;0.30;0.20;0.03;0.01;0.01;1.79;0.00;1.49;0.18;5.26;101.12;114.75;5.18;24.52;0.00;12.71;0.00
1242 Samnanger (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1243 Os (Hordaland) (-2019);2011;5.18;1.00;0.81;0.72;0.26;0.08;0.05;3.54;0.28;0.60;0.80;8.07;96.15;13.03;1.90;0.84;0.00;6.23;0.00
1243 Os (Hordaland) (-2019);2013;5.35;1.02;0.79;0.74;0.26;0.08;0.05;3.50;0.29;0.61;0.77;8.47;95.71;12.97;1.89;0.84;0.00;6.23;0.00
1243 Os (Hordaland) (-2019);2014;5.49;1.03;0.81;0.74;0.30;0.08;0.04;3.54;0.29;0.61;0.72;8.45;95.60;12.94;1.87;0.85;0.00;6.22;0.00
1243 Os (Hordaland) (-2019);2015;5.55;1.03;0.79;0.75;0.29;0.07;0.04;3.55;0.29;0.59;0.73;8.44;95.54;12.95;1.88;0.85;0.00;6.22;0.00
1243 Os (Hordaland) (-2019);2016;5.77;1.04;0.79;0.69;0.29;0.07;0.04;3.44;0.29;0.59;0.73;8.59;95.33;12.95;1.87;0.85;0.00;6.22;0.00
1243 Os (Hordaland) (-2019);2017;5.78;1.06;0.80;0.69;0.25;0.08;0.04;3.52;0.32;0.43;0.70;8.74;95.09;12.87;1.87;0.86;0.00;6.55;0.00
1243 Os (Hordaland) (-2019);2018;5.62;1.02;0.71;0.69;0.24;0.08;0.04;3.51;0.32;0.44;0.74;8.56;95.31;13.11;1.85;0.86;0.00;6.47;0.00
1243 Os (Hordaland) (-2019);2019;5.65;1.02;0.71;0.71;0.24;0.07;0.04;3.52;0.32;0.44;0.74;8.54;95.22;13.10;1.84;0.85;0.00;6.47;0.00
1243 Os (Hordaland) (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1244 Austevoll (-2019);2011;2.17;0.86;0.37;0.22;0.07;0.03;0.04;2.04;0.00;0.09;0.32;5.59;45.48;45.99;8.15;2.50;0.00;3.13;0.00
1244 Austevoll (-2019);2013;2.24;0.95;0.35;0.24;0.05;0.03;0.03;2.36;0.01;0.12;0.27;5.65;45.24;45.79;8.09;2.50;0.00;3.13;0.00
1244 Austevoll (-2019);2014;2.26;0.97;0.35;0.23;0.06;0.03;0.03;2.37;0.01;0.12;0.26;5.65;45.23;45.87;8.07;2.34;0.00;3.23;0.00
1244 Austevoll (-2019);2015;2.29;0.97;0.35;0.24;0.06;0.02;0.03;2.38;0.01;0.12;0.26;5.65;45.20;45.82;8.07;2.25;0.00;3.31;0.00
1244 Austevoll (-2019);2016;2.33;0.98;0.35;0.25;0.07;0.02;0.03;2.31;0.01;0.12;0.26;5.65;45.16;45.69;8.08;2.18;0.00;3.28;0.00
1244 Austevoll (-2019);2017;2.35;1.00;0.35;0.25;0.06;0.02;0.03;2.33;0.01;0.12;0.26;5.65;45.14;45.68;8.07;2.16;0.00;3.30;0.00
1244 Austevoll (-2019);2018;2.38;1.02;0.35;0.26;0.06;0.02;0.03;2.33;0.01;0.12;0.26;5.67;45.08;45.66;8.07;2.16;0.00;3.30;0.00
1244 Austevoll (-2019);2019;2.39;1.03;0.35;0.27;0.06;0.02;0.03;2.32;0.01;0.12;0.26;5.66;45.08;45.64;8.07;2.16;0.00;3.31;0.00
1244 Austevoll (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1245 Sund (-2019);2011;2.37;0.66;0.32;0.38;0.08;0.02;0.02;1.75;0.00;0.15;0.13;4.42;20.20;58.49;2.77;2.30;0.00;5.36;0.00
1245 Sund (-2019);2013;2.45;0.67;0.31;0.35;0.08;0.02;0.02;1.87;0.00;0.16;0.14;4.50;20.08;58.39;2.76;2.31;0.00;5.36;0.00
1245 Sund (-2019);2014;2.48;0.67;0.31;0.35;0.08;0.02;0.02;1.88;0.00;0.16;0.13;4.50;20.08;58.50;2.76;2.20;0.00;5.33;0.00
1245 Sund (-2019);2015;2.53;0.68;0.31;0.35;0.08;0.02;0.02;1.87;0.00;0.17;0.13;4.49;20.07;58.45;2.76;2.20;0.00;5.33;0.00
1245 Sund (-2019);2016;2.58;0.68;0.31;0.37;0.09;0.02;0.01;1.82;0.00;0.17;0.13;4.51;20.06;58.43;2.76;2.20;0.00;5.34;0.00
1245 Sund (-2019);2017;2.61;0.70;0.30;0.44;0.08;0.02;0.02;1.89;0.00;0.19;0.11;4.50;20.03;58.23;2.76;2.28;0.00;5.31;0.00
1245 Sund (-2019);2018;2.49;0.69;0.30;0.39;0.08;0.02;0.02;1.87;0.00;0.20;0.37;4.45;20.20;58.10;2.81;2.26;0.00;5.22;0.00
1245 Sund (-2019);2019;2.50;0.69;0.30;0.43;0.08;0.02;0.02;1.90;0.00;0.21;0.36;4.45;20.15;57.83;2.81;2.08;0.00;5.22;0.00
1245 Sund (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1246 Fjell (-2019);2011;6.87;1.74;0.37;1.70;0.27;0.05;0.06;3.94;0.00;0.18;0.69;6.93;18.50;93.25;4.78;1.18;0.00;7.48;0.00
1246 Fjell (-2019);2013;6.99;1.77;0.38;1.84;0.27;0.05;0.06;4.21;0.00;0.26;0.64;6.86;18.33;92.92;4.74;1.18;0.00;7.48;0.00
1246 Fjell (-2019);2014;7.04;1.75;0.38;1.85;0.27;0.05;0.06;4.25;0.00;0.27;0.62;6.88;18.31;92.99;4.75;1.10;0.00;7.43;0.00
1246 Fjell (-2019);2015;7.13;1.77;0.37;1.70;0.24;0.05;0.05;4.24;0.00;0.39;0.59;6.88;18.29;92.98;4.75;1.10;0.00;7.43;0.00
1246 Fjell (-2019);2016;6.92;1.65;0.37;1.81;0.21;0.05;0.04;4.13;0.00;0.39;1.04;6.62;18.84;92.67;4.70;1.11;0.00;7.37;0.00
1246 Fjell (-2019);2017;7.01;1.67;0.37;1.93;0.22;0.05;0.05;4.13;0.00;0.55;0.92;6.66;18.76;92.44;4.67;1.09;0.00;7.41;0.00
1246 Fjell (-2019);2018;7.11;1.68;0.37;1.91;0.22;0.06;0.05;4.19;0.00;0.57;0.93;6.70;18.70;92.30;4.67;1.09;0.00;7.41;0.00
1246 Fjell (-2019);2019;7.20;1.67;0.36;1.91;0.22;0.06;0.05;4.23;0.00;0.57;0.91;6.76;18.61;92.01;4.64;1.06;0.00;7.56;0.00
1246 Fjell (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1247 Askøy (-2019);2011;7.90;0.97;0.44;1.40;0.23;0.10;0.07;4.26;0.01;0.37;1.10;5.73;41.60;27.48;2.17;0.30;0.00;6.95;0.00
1247 Askøy (-2019);2013;8.00;0.99;0.40;1.47;0.25;0.09;0.07;4.49;0.01;0.37;1.04;5.73;41.46;27.31;2.16;0.30;0.00;6.95;0.00
1247 Askøy (-2019);2014;8.10;0.99;0.41;1.48;0.23;0.09;0.07;4.50;0.02;0.47;0.96;5.72;41.41;27.33;2.16;0.28;0.00;6.89;0.00
1247 Askøy (-2019);2015;8.14;0.99;0.39;1.51;0.22;0.09;0.07;4.56;0.02;0.48;0.97;5.71;41.34;27.25;2.16;0.26;0.00;6.92;0.00
1247 Askøy (-2019);2016;8.24;0.97;0.39;1.51;0.23;0.09;0.07;4.53;0.02;0.47;0.98;5.72;41.31;27.03;2.17;0.24;0.00;6.89;0.00
1247 Askøy (-2019);2017;7.79;0.95;0.37;1.65;0.23;0.08;0.06;4.49;0.01;0.52;1.27;5.54;42.36;26.26;2.08;0.24;0.00;6.95;0.00
1247 Askøy (-2019);2018;7.90;0.94;0.38;1.66;0.23;0.08;0.07;4.50;0.02;0.52;1.22;5.54;42.32;26.22;2.08;0.24;0.00;6.95;0.00
1247 Askøy (-2019);2019;7.91;0.92;0.37;1.61;0.23;0.08;0.07;4.55;0.02;0.52;1.27;5.54;42.25;26.21;2.07;0.23;0.00;6.93;0.00
1247 Askøy (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248 Laksevåg (1918-1971);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249 Fana (-1971);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1250 Arna (1964-1971);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1251 Vaksdal (-2019);2011;1.00;0.60;0.36;0.42;0.05;0.01;0.02;2.98;0.00;0.10;0.13;8.55;210.44;381.38;6.24;69.01;0.00;34.02;0.00
1251 Vaksdal (-2019);2013;1.01;0.65;0.36;0.43;0.04;0.01;0.02;3.05;0.00;0.10;0.13;8.99;209.95;381.35;6.23;69.00;0.00;34.02;0.00
1251 Vaksdal (-2019);2014;1.02;0.65;0.36;0.42;0.05;0.01;0.02;3.01;0.00;0.11;0.12;8.98;210.01;381.28;6.23;69.18;0.00;33.88;0.00
1251 Vaksdal (-2019);2015;1.01;0.66;0.36;0.42;0.05;0.01;0.02;3.02;0.00;0.11;0.13;8.99;209.90;380.91;6.22;69.14;0.00;34.40;0.00
1251 Vaksdal (-2019);2016;1.02;0.67;0.36;0.42;0.05;0.01;0.02;2.99;0.00;0.10;0.12;8.99;209.93;380.92;6.22;69.13;0.00;34.38;0.00
1251 Vaksdal (-2019);2017;1.01;0.68;0.37;0.34;0.05;0.01;0.02;2.94;0.00;0.11;0.13;9.06;212.93;376.41;6.29;68.82;0.00;36.18;0.00
1251 Vaksdal (-2019);2018;0.99;0.63;0.34;0.30;0.06;0.01;0.02;2.89;0.00;0.10;0.20;8.99;213.21;376.05;6.33;69.27;0.00;35.95;0.00
1251 Vaksdal (-2019);2019;0.99;0.62;0.34;0.30;0.04;0.01;0.02;2.88;0.00;0.10;0.21;8.96;213.17;376.28;6.33;69.28;0.00;35.81;0.00
1251 Vaksdal (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1252 Modalen (-2019);2011;0.11;0.11;0.13;0.25;0.02;0.01;0.01;0.96;0.00;0.04;0.01;2.48;73.95;234.98;2.38;64.45;0.00;32.10;0.00
1252 Modalen (-2019);2013;0.12;0.11;0.12;0.26;0.02;0.01;0.01;0.96;0.00;0.03;0.02;2.57;73.88;234.97;2.36;64.45;0.00;32.10;0.00
1252 Modalen (-2019);2014;0.12;0.11;0.12;0.26;0.02;0.01;0.01;0.95;0.00;0.04;0.02;2.57;73.92;234.90;2.36;64.55;0.00;32.04;0.00
1252 Modalen (-2019);2015;0.12;0.11;0.12;0.26;0.02;0.01;0.01;0.96;0.00;0.03;0.02;2.57;73.86;234.90;2.36;64.53;0.00;32.13;0.00
1252 Modalen (-2019);2016;0.12;0.11;0.12;0.26;0.02;0.01;0.01;0.95;0.00;0.03;0.02;2.57;73.90;234.90;2.36;64.53;0.00;32.08;0.00
1252 Modalen (-2019);2017;0.12;0.11;0.12;0.27;0.02;0.01;0.01;0.94;0.00;0.03;0.02;2.56;73.86;234.86;2.36;64.51;0.00;32.20;0.00
1252 Modalen (-2019);2018;0.11;0.11;0.11;0.24;0.01;0.01;0.01;0.94;0.00;0.02;0.05;2.61;73.99;234.73;2.31;64.27;0.00;32.45;0.00
1252 Modalen (-2019);2019;0.11;0.11;0.11;0.24;0.01;0.01;0.01;0.95;0.00;0.02;0.04;2.61;73.99;234.77;2.31;64.27;0.00;32.43;0.00
1252 Modalen (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1253 Osterøy (-2019);2011;2.50;0.76;1.28;0.45;0.09;0.04;0.05;3.81;0.00;0.14;0.41;25.70;133.47;61.59;7.30;5.34;0.00;12.21;0.00
1253 Osterøy (-2019);2013;2.54;0.76;1.26;0.47;0.09;0.04;0.05;3.83;0.00;0.14;0.40;26.56;132.64;61.54;7.28;5.35;0.00;12.21;0.00
1253 Osterøy (-2019);2014;2.56;0.76;1.27;0.47;0.09;0.04;0.05;3.81;0.00;0.13;0.39;26.57;132.66;61.59;7.28;5.29;0.00;12.19;0.00
1253 Osterøy (-2019);2015;2.58;0.78;1.26;0.48;0.09;0.04;0.05;3.97;0.00;0.13;0.38;26.61;132.94;61.43;7.26;5.34;0.00;11.83;0.00
1253 Osterøy (-2019);2016;2.61;0.77;1.27;0.48;0.09;0.04;0.05;3.89;0.01;0.13;0.38;26.62;132.97;61.44;7.26;5.34;0.00;11.78;0.00
1253 Osterøy (-2019);2017;2.61;0.77;1.26;0.46;0.09;0.04;0.05;3.92;0.01;0.13;0.38;26.83;132.27;61.14;7.25;5.29;0.00;12.62;0.00
1253 Osterøy (-2019);2018;2.61;0.78;1.27;0.47;0.09;0.04;0.05;3.94;0.01;0.13;0.39;26.81;132.22;61.16;7.25;5.29;0.00;12.62;0.00
1253 Osterøy (-2019);2019;2.63;0.77;1.26;0.48;0.09;0.04;0.05;3.95;0.01;0.13;0.39;26.82;132.75;61.34;7.25;5.33;0.00;11.79;0.00
1253 Osterøy (-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1255 Åsane (-1971);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1256 Meland (-2019);2011;1.88;0.91;0.65;0.25;0.08;0.01;0.03;2.33;0.01;0.44;0.27;12.53;38.52;26.13;2.90;0.23;0.00;5.39;0.00
1256 Meland (-2019);2013;1.99;0.92;0.65;0.27;0.09;0.01;0.02;2.26;0.01;0.44;0.25;12.57;38.45;26.11;2.89;0.23;0.00;5.39;0.00
1256 Meland (-2019);2014;2.02;0.93;0.66;0.27;0.09;0.01;0.02;2.26;0.01;0.44;0.25;12.58;38.44;26.11;2.89;0.23;0.00;5.38;0.00
1256 Meland (-2019);2015;2.05;0.92;0.65;0.27;0.09;0.01;0.02;2.25;0.01;0.44;0.25;12.65;38.37;26.09;2.88;0.23;0.00;5.38;0.00
1256 Meland (-2019);2016;2.07;0.92;0.67;0.28;0.09;0.01;0.02;2.24;0.01;0.43;0.26;12.66;38.35;26.09;2.88;0.23;0.00;5.36;0.00
1256 Meland (-2019);2017;2.09;0.94;0.66;0.31;0.09;0.01;0.02;2.26;0.00;0.46;0.24;12.73;38.20;26.08;2.85;0.23;0.00;5.38;0.00
1256 Meland (-2019);2018;1.98;0.84;0.66;0.29;0.09;0.01;0.02;2.20;0.00;0.46;0.32;12.28;39.33;25.67;2.83;0.18;0.00;5.41;0.00
1256 Meland (-2019);2019;2.00;0.83;0.66;0.29;0.09;0.01;0.02;2.19;0.00;0.46;0.34;12.33;39.25;25.63;2.83;0.17;0.00;5.42;0.00
