År;Kommune;Arbeiderpartiet;Fremskrittspartiet;Høyre;Kristelig Folkeparti;Senterpartiet;Sosialistisk Venstreparti;Venstre;Miljøpartiet de Grønne;Rødt;Andre lister
1999;K-3808 Notodden;1861;501;536;661;545;419;124;0;0;0
1999;K-3811 Færder;2188;2171;3598;819;243;865;337;0;0;191
1999;K-3812 Siljan;415;107;97;145;95;89;45;0;0;0
1999;K-3813 Bamble;1967;1017;937;658;385;360;182;0;0;0
1999;K-3814 Kragerø;1324;585;898;612;209;453;342;0;0;0
1999;K-3815 Drangedal;735;166;139;283;229;178;194;0;0;0
1999;K-3816 Nome;880;366;368;344;397;232;78;0;0;0
1999;K-3817 Midt-Telemark;1151;484;448;468;675;395;239;0;0;0
1999;K-3818 Tinn;1031;364;454;122;631;435;52;0;0;0
1999;K-3819 Hjartdal;226;56;38;152;274;30;11;0;0;0
1999;K-3820 Seljord;286;94;233;183;258;106;48;0;0;0
1999;K-3821 Kviteseid;382;93;110;191;303;62;49;0;0;0
1999;K-3822 Nissedal;249;47;59;218;109;28;11;0;0;0
1999;K-3823 Fyresdal;257;49;47;48;210;35;14;0;0;0
1999;K-3824 Tokke;457;72;85;128;395;94;17;0;0;0
1999;K-3825 Vinje;545;126;146;188;375;201;54;0;0;0
1999;K-4201 Risør;770;238;474;460;290;165;363;0;0;0
1999;K-4202 Grimstad;1764;1015;1387;1714;483;355;338;0;0;0
1999;K-4203 Arendal;4314;2705;2891;2439;536;1102;719;0;0;0
1999;K-4204 Kristiansand;6716;6181;8800;7240;1199;2566;1793;0;0;0
1999;K-4205 Lindesnes;1662;1205;1659;2160;673;402;599;0;0;0
1999;K-4206 Farsund;575;786;1318;663;214;286;125;0;0;0
1999;K-4207 Flekkefjord;570;634;640;871;344;159;385;0;0;0
1999;K-4211 Gjerstad;332;88;228;159;176;65;44;0;0;0
1999;K-4212 Vegårshei;309;85;148;219;133;15;29;0;0;0
1999;K-4213 Tvedestrand;654;334;538;384;289;189;140;0;0;0
1999;K-4214 Froland;539;293;124;393;202;86;84;0;0;0
1999;K-4215 Lillesand;644;381;814;574;177;414;456;0;0;0
1999;K-4216 Birkenes;341;148;292;425;323;66;82;0;0;0
1999;K-4217 Åmli;368;63;34;101;156;80;19;0;0;0
1999;K-4218 Iveland;94;52;46;142;108;9;55;0;0;0
1999;K-4219 Evje og Hornnes;409;135;183;341;150;50;62;0;0;0
1999;K-4220 Bygland;136;52;59;122;181;23;10;0;0;0
1999;K-4221 Valle;147;40;44;106;278;20;9;0;0;0
1999;K-4222 Bykle;93;30;54;43;79;23;20;0;0;0
1999;K-4223 Vennesla;1284;670;397;1620;389;286;117;0;0;0
1999;K-4224 Åseral;71;50;36;119;105;7;6;0;0;0
1999;K-4225 Lyngdal;575;494;723;1271;416;96;166;0;0;0
1999;K-4226 Hægebostad;102;66;144;291;191;7;14;0;0;0
1999;K-4227 Kvinesdal;404;314;384;689;320;77;103;0;0;0
1999;K-4228 Sirdal;157;71;110;185;207;14;64;0;0;0
1999;K-1101 Eigersund;1642;579;1182;953;429;185;310;15;0;0
1999;K-1103 Stavanger;11262;8733;14637;6197;1631;3563;2395;227;0;0
1999;K-1106 Haugesund;2812;2367;2903;1753;241;725;598;48;0;0
1999;K-1108 Sandnes;4388;4256;6411;3736;1248;1130;963;91;0;0
1999;K-1111 Sokndal;371;263;182;347;138;40;80;5;0;0
1999;K-1112 Lund;265;192;171;334;267;27;59;6;0;0
1999;K-1114 Bjerkreim;131;106;160;347;382;30;47;1;0;0
1999;K-1119 Hå;733;900;952;1624;1247;196;130;10;0;0
1999;K-1120 Klepp;786;1100;1220;1050;946;201;301;12;0;0
1999;K-1121 Time;1060;903;1145;1170;815;262;339;18;0;0
1999;K-1122 Gjesdal;798;527;688;788;396;141;100;14;0;0
1999;K-1124 Sola;1167;1761;2259;1162;510;280;297;40;0;0
1999;K-1127 Randaberg;797;637;844;770;397;117;209;12;0;0
1999;K-1130 Strand;922;610;758;970;298;162;250;17;0;0
1999;K-1133 Hjelmeland;97;156;167;303;367;56;125;7;0;0
1999;K-1134 Suldal;386;148;114;340;408;118;287;5;0;0
1999;K-1135 Sauda;776;230;256;275;186;399;84;8;0;0
1999;K-1144 Kvitsøy;42;35;32;86;11;6;5;2;0;0
1999;K-1145 Bokn;49;43;72;64;91;12;5;0;0;0
1999;K-1146 Tysvær;632;466;556;714;589;65;173;13;0;0
1999;K-1149 Karmøy;2800;2789;1792;3776;497;573;530;31;0;0
1999;K-1151 Utsira;51;6;24;18;25;3;4;0;0;0
1999;K-1160 Vindafjord;645;331;577;688;787;122;117;8;0;0
1999;K-4601 Bergen;26995;18000;21772;10895;2435;9414;4243;514;0;0
1999;K-4602 Kinn;1615;549;1133;696;517;276;2119;0;0;0
1999;K-4611 Etne;312;187;272;332;282;64;87;6;0;0
1999;K-4612 Sveio;327;320;266;339;238;99;181;12;0;0
1999;K-4613 Bømlo;645;562;1104;1123;203;120;183;11;0;0
1999;K-4614 Stord;1885;944;941;970;296;514;281;80;0;0
1999;K-4615 Fitjar;201;182;153;346;176;55;27;7;0;0
1999;K-4616 Tysnes;203;160;235;245;252;48;49;16;0;0
1999;K-4617 Kvinnherad;1152;691;578;900;1014;366;420;41;0;0
1999;K-4618 Ullensvang;1560;391;852;419;918;592;249;40;0;0
1999;K-4619 Eidfjord;194;31;65;23;164;25;1;2;0;0
1999;K-4620 Ulvik;119;36;55;23;187;54;103;1;0;0
1999;K-4621 Voss;2043;408;682;537;1791;403;383;43;0;0
1999;K-4622 Kvam;745;330;464;607;976;209;256;66;0;0
1999;K-4623 Samnanger;328;103;97;245;130;51;39;3;0;0
1999;K-4624 Bjørnafjorden;1491;2115;1170;1071;821;501;345;23;0;0
1999;K-4625 Austevoll;322;245;741;309;217;36;29;3;0;0
1999;K-4626 Øygarden;2568;2426;1907;1948;482;610;338;56;0;0
1999;K-4627 Askøy;2418;1511;1456;979;173;929;402;24;0;0
1999;K-4628 Vaksdal;669;172;191;294;280;136;90;19;0;0
1999;K-4629 Modalen;29;10;13;32;37;9;7;3;0;0
1999;K-4630 Osterøy;755;467;456;614;329;236;204;21;0;0
1999;K-4631 Alver;2068;1249;1491;1862;1473;463;567;34;0;0
1999;K-4632 Austrheim;294;134;323;174;115;26;40;0;0;0
1999;K-4633 Fedje;170;67;52;89;9;4;3;1;0;0
1999;K-4634 Masfjorden;281;77;132;154;181;25;53;2;0;0
1999;K-4635 Gulen;284;56;185;205;324;44;70;0;0;0
1999;K-4636 Solund;83;79;188;20;98;11;24;0;0;0
1999;K-4637 Hyllestad;212;40;52;99;249;28;31;0;0;0
1999;K-4638 Høyanger;766;90;412;154;396;142;65;0;0;0
1999;K-4639 Vik;451;45;90;152;519;61;86;0;0;0
1999;K-4640 Sogndal;1302;388;487;580;1127;315;418;0;0;0
1999;K-4641 Aurland;246;50;111;31;249;62;147;0;0;0
1999;K-4642 Lærdal;618;61;52;35;222;58;50;0;0;0
1999;K-4643 Årdal;1753;132;107;92;119;290;41;0;0;0
1999;K-4644 Luster;1138;103;103;358;495;65;100;0;0;0
1999;K-4645 Askvoll;380;70;181;194;356;89;188;0;0;0
1999;K-4646 Fjaler;289;34;173;131;452;107;78;0;0;0
1999;K-4647 Sunnfjord;1410;352;1308;1310;2448;672;424;0;0;0
1999;K-4648 Bremanger;591;65;251;177;307;70;480;0;0;0
1999;K-4649 Stad;510;366;715;491;1124;148;462;0;0;0
1999;K-4650 Gloppen;263;63;182;436;1600;143;191;0;0;0
1999;K-4651 Stryn;419;351;788;325;845;53;95;0;0;0
1999;K-1505 Kristiansund;3221;732;3177;559;473;521;370;0;0;0
1999;K-1506 Molde;2757;942;1882;2437;1456;1104;541;0;0;0
1999;K-1507 Ålesund;3159;3131;3490;3077;1224;1108;1103;0;0;0
1999;K-1511 Vanylven;361;187;138;303;227;37;78;0;0;0
1999;K-1514 Sande;146;93;488;218;97;42;33;0;0;0
1999;K-1515 Herøy (Møre og Romsdal);770;453;524;714;127;93;228;0;0;0
1999;K-1516 Ulstein;412;379;588;515;153;109;141;0;0;0
1999;K-1517 Hareid;184;375;275;268;116;81;155;0;0;0
1999;K-1520 Ørsta;664;460;465;658;851;508;185;0;0;0
1999;K-1525 Stranda;295;309;297;292;277;49;287;0;0;0
1999;K-1528 Sykkylven;422;385;795;528;275;140;119;0;0;0
1999;K-1531 Sula;413;429;381;501;80;102;99;0;0;0
1999;K-1532 Giske;225;413;507;693;178;76;227;0;0;0
1999;K-1535 Vestnes;520;246;545;395;509;114;110;0;0;0
1999;K-1539 Rauma;759;375;390;503;456;145;150;0;0;0
1999;K-1547 Aukra;273;131;139;319;205;88;80;0;0;0
1999;K-1554 Averøy;621;204;283;286;429;134;294;0;0;0
1999;K-1557 Gjemnes;214;98;75;246;513;67;28;0;0;0
1999;K-1560 Tingvoll;417;92;124;195;365;74;66;0;0;0
1999;K-1563 Sunndal;1313;268;335;266;333;235;132;0;0;0
1999;K-1566 Surnadal;852;124;213;199;827;96;57;0;0;0
1999;K-1573 Smøla;200;56;111;83;137;61;431;0;0;0
1999;K-1576 Aure;490;65;257;231;348;66;160;0;0;0
1999;K-1577 Volda;521;197;829;732;578;461;258;0;0;0
1999;K-1578 Fjord;264;109;195;124;365;49;57;0;0;0
1999;K-1579 Hustadvika;819;727;663;744;1172;181;205;0;0;0
1999;K-5001 Trondheim;21080;6341;18667;3984;3419;6883;2382;986;0;0
1999;K-5006 Steinkjer;4305;803;822;523;2322;767;491;41;0;0
1999;K-5007 Namsos;2324;499;663;415;828;1298;338;45;0;0
1999;K-5014 Frøya;698;124;242;178;148;100;109;10;0;0
1999;K-5020 Osen;139;23;54;53;158;29;30;2;0;0
1999;K-5021 Oppdal;586;114;360;258;574;103;131;7;0;0
1999;K-5022 Rennebu;296;34;108;242;335;39;51;2;0;0
1999;K-5025 Røros;1116;126;295;80;311;223;68;25;0;0
1999;K-5026 Holtålen;553;40;68;50;209;119;16;2;0;0
1999;K-5027 Midtre Gauldal;837;98;186;282;712;78;116;7;0;0
1999;K-5028 Melhus;2017;459;711;572;1047;290;162;18;0;0
1999;K-5029 Skaun;811;172;276;217;585;168;75;10;0;0
1999;K-5031 Malvik;1770;501;767;222;271;405;133;49;0;0
1999;K-5032 Selbu;648;168;265;120;306;185;59;5;0;0
1999;K-5033 Tydal;138;30;44;11;126;48;45;3;0;0
1999;K-5034 Meråker;546;70;129;42;137;76;72;2;0;0
1999;K-5035 Stjørdal;2723;547;1071;553;1159;591;390;25;0;0
1999;K-5036 Frosta;300;47;102;102;332;37;201;2;0;0
1999;K-5037 Levanger;2487;677;821;830;1324;788;351;22;0;0
1999;K-5038 Verdal;2587;492;392;281;972;418;234;21;0;0
1999;K-5041 Snåase - Snåsa;412;51;68;52;374;122;54;2;0;0
1999;K-5042 Lierne;216;28;22;50;250;96;48;1;0;0
1999;K-5043 Raarvihke - Røyrvik;103;11;14;30;76;57;18;1;0;0
1999;K-5044 Namsskogan;197;25;13;27;67;172;10;3;0;0
1999;K-5045 Grong;399;55;61;24;377;235;55;0;0;0
1999;K-5046 Høylandet;235;20;23;23;278;60;58;3;0;0
1999;K-5047 Overhalla;631;72;88;60;554;192;51;6;0;0
1999;K-5049 Flatanger;145;49;84;44;134;45;59;1;0;0
1999;K-5052 Leka;116;10;9;8;134;42;9;0;0;0
1999;K-5053 Inderøy;1184;149;217;258;852;285;166;9;0;0
1999;K-5054 Indre Fosen;1233;244;468;429;1099;202;167;21;0;0
1999;K-5055 Heim;0;0;0;0;0;0;0;0;0;0
1999;K-5056 Hitra;0;0;0;0;0;0;0;0;0;0
1999;K-5057 Ørland;874;300;773;272;916;250;141;18;0;0
1999;K-5058 Åfjord;400;61;470;259;655;128;83;2;0;0
1999;K-5059 Orkland;0;0;0;0;0;0;0;0;0;0
1999;K-5060 Nærøysund;1089;300;417;282;876;301;227;18;0;0
1999;K-5061 Rindal;307;33;100;85;348;20;13;0;0;0
1999;K-1804 Bodø;5462;1456;3742;1288;875;1612;493;0;0;0
1999;K-1806 Narvik;0;0;0;0;0;0;0;0;0;0
1999;K-1811 Bindal;387;30;92;70;161;101;68;0;0;0
1999;K-1812 Sømna;190;54;132;58;259;108;25;0;0;0
1999;K-1813 Brønnøy;704;195;730;174;356;344;90;0;0;0
1999;K-1815 Vega;130;51;80;29;160;95;32;0;0;0
1999;K-1816 Vevelstad;75;11;34;10;80;21;3;0;0;0
1999;K-1818 Herøy (Nordland);219;77;94;38;163;53;14;0;0;0
1999;K-1820 Alstahaug;555;704;426;150;351;176;89;0;0;0
1999;K-1822 Leirfjord;256;79;52;44;265;74;14;0;0;0
1999;K-1824 Vefsn;1907;550;715;332;531;631;154;0;0;0
1999;K-1825 Grane;313;53;47;40;166;35;12;0;0;0
1999;K-1826 Hattfjelldal;322;14;33;51;290;40;20;0;0;0
1999;K-1827 Dønna;149;119;91;31;187;53;5;0;0;0
1999;K-1828 Nesna;211;60;91;37;127;82;59;0;0;0
1999;K-1832 Hemnes;659;185;219;124;363;214;36;0;0;0
1999;K-1833 Rana;3523;836;1074;543;518;1833;507;0;0;0
1999;K-1834 Lurøy;196;51;68;67;255;59;37;0;0;0
1999;K-1835 Træna;32;12;37;22;52;5;2;0;0;0
1999;K-1836 Rødøy;112;43;34;133;181;39;17;0;0;0
1999;K-1837 Meløy;863;174;421;316;261;185;78;0;0;0
1999;K-1838 Gildeskål;285;83;197;100;110;53;62;0;0;0
1999;K-1839 Beiarn;313;60;43;40;155;30;3;0;0;0
1999;K-1840 Saltdal;705;305;238;105;222;216;67;0;0;0
1999;K-1841 Fauske - Fuosko;1568;808;645;166;203;566;186;0;0;0
1999;K-1845 Sørfold;381;64;85;52;211;104;10;0;0;0
1999;K-1848 Steigen;280;77;114;99;265;59;105;0;0;0
1999;K-1851 Lødingen;293;233;191;58;79;80;144;0;0;0
1999;K-1853 Evenes;190;74;72;52;155;64;40;0;0;0
1999;K-1856 Røst;93;19;22;14;19;17;20;0;0;0
1999;K-1857 Værøy;112;40;24;55;22;11;2;0;0;0
1999;K-1859 Flakstad;95;36;36;42;237;55;5;0;0;0
1999;K-1860 Vestvågøy;740;483;494;706;732;272;42;0;0;0
1999;K-1865 Vågan;793;267;635;145;452;160;62;0;0;0
1999;K-1866 Hadsel;1033;331;317;221;318;257;144;0;0;0
1999;K-1867 Bø;224;109;173;123;333;283;107;0;0;0
1999;K-1868 Øksnes;419;93;300;173;224;132;54;0;0;0
1999;K-1870 Sortland - Suortá;817;275;676;258;413;343;107;0;0;0
1999;K-1871 Andøy;500;260;484;136;444;130;310;0;0;0
1999;K-1874 Moskenes;209;40;20;37;76;104;2;0;0;0
1999;K-1875 Hamarøy;0;0;0;0;0;0;0;0;0;0
1999;K-5401 Tromsø;7145;2425;3673;1524;2126;2916;828;179;0;0
1999;K-5402 Harstad;2885;1033;2117;512;946;535;264;40;0;0
1999;K-5403 Alta;1452;701;1317;536;179;753;318;0;0;0
1999;K-5404 Vardø;434;115;339;90;12;105;59;0;0;0
1999;K-5405 Vadsø;726;299;715;258;61;392;93;0;0;0
1999;K-5406 Hammerfest;1582;422;1056;239;131;369;45;0;0;0
1999;K-5411 Kvæfjord;325;84;163;57;220;133;106;2;0;0
1999;K-5412 Tjeldsund;559;215;319;120;268;108;315;2;0;0
1999;K-5413 Ibestad;273;85;152;91;141;33;44;2;0;0
1999;K-5414 Gratangen;228;62;46;48;182;44;8;6;0;0
1999;K-5415 Loabák - Lavangen;260;47;80;56;67;9;1;1;0;0
1999;K-5416 Bardu;510;131;345;56;534;72;37;4;0;0
1999;K-5417 Salangen;373;82;145;55;279;79;18;6;0;0
1999;K-5418 Målselv;662;313;441;105;483;132;306;15;0;0
1999;K-5419 Sørreisa;675;114;181;121;225;74;19;4;0;0
1999;K-5420 Dyrøy;250;58;23;64;158;41;5;0;0;0
1999;K-5421 Senja;1954;578;617;707;1499;401;109;15;0;0
1999;K-5422 Balsfjord;638;222;240;246;484;109;110;10;0;0
1999;K-5423 Karlsøy;311;149;45;47;274;72;13;2;0;0
1999;K-5424 Lyngen;445;123;122;164;168;108;12;4;0;0
1999;K-5425 Storfjord - Omasvuotna - Omasvuono;257;98;54;140;94;67;14;7;0;0
1999;K-5426 Gáivuotna - Kåfjord - Kaivuono;288;112;34;173;147;71;14;25;0;0
1999;K-5427 Skjervøy;238;54;102;458;111;154;17;4;0;0
1999;K-5428 Nordreisa;572;267;236;196;242;174;23;11;0;0
1999;K-5429 Kvænangen;189;108;108;104;63;48;8;2;0;0
1999;K-5430 Guovdageaidnu - Kautokeino;271;71;125;162;105;16;97;0;0;0
1999;K-5432 Loppa;243;82;88;47;72;57;5;0;0;0
1999;K-5433 Hasvik;202;49;69;27;81;40;3;0;0;0
1999;K-5434 Måsøy;203;50;69;27;120;64;2;0;0;0
1999;K-5435 Nordkapp;529;104;337;70;74;374;12;0;0;0
1999;K-5436 Porsanger - Porsángu - Porsanki ;417;273;416;95;163;179;37;0;0;0
1999;K-5437 Kárásjohka - Karasjok;444;30;49;128;97;23;41;0;0;0
1999;K-5438 Lebesby;199;45;107;41;14;58;10;0;0;0
1999;K-5439 Gamvik;249;69;75;30;11;79;12;0;0;0
1999;K-5440 Berlevåg;197;62;142;17;14;55;7;0;0;0
1999;K-5441 Deatnu - Tana;453;298;292;123;120;62;51;0;0;0
1999;K-5442 Unjárga - Nesseby;172;61;65;45;32;38;21;0;0;0
1999;K-5443 Båtsfjord;292;91;504;23;10;56;13;0;0;0
1999;K-5444 Sør-Varanger;1243;385;1033;194;198;348;119;0;0;0
1999;K-21-22 Svalbard og Jan Mayen;0;0;0;0;0;0;0;0;0;0
1999;K-23 Kontinentalsokkelen;0;0;0;0;0;0;0;0;0;0
1999;K-Rest Delte kommuner og uoppgitt;7146;2004;2928;2053;3136;1774;1158;89;0;0
2003;K-3001 Halden;3277;1802;1592;809;669;1686;173;0;0;98
2003;K-3002 Moss;4850;4018;3180;652;346;2460;327;0;0;126
2003;K-3003 Sarpsborg;8028;3788;2203;1373;814;1692;186;0;0;89
2003;K-3004 Fredrikstad;8447;5154;3546;1614;772;3112;482;0;0;159
2003;K-3005 Drammen;10838;7685;8525;1711;653;3621;551;153;0;155
2003;K-3006 Kongsberg;3029;1492;1880;377;585;1247;442;58;0;14
2003;K-3007 Ringerike;3785;2162;1950;346;547;1535;364;47;0;17
2003;K-3011 Hvaler;508;282;339;75;88;164;34;0;0;6
2003;K-3012 Aremark;198;77;71;134;158;36;8;0;0;9
2003;K-3013 Marker;375;96;105;244;303;54;15;0;0;4
2003;K-3014 Indre Østfold;3057;3249;1919;1275;2323;1283;447;0;0;62
2003;K-3015 Skiptvet;331;185;111;157;364;81;21;0;0;5
2003;K-3016 Rakkestad;660;305;267;519;722;99;22;0;0;30
2003;K-3017 Råde;683;866;407;379;275;183;54;0;0;15
2003;K-3018 Våler (Viken);302;350;296;114;218;136;38;0;0;14
2003;K-3019 Vestby;1711;932;1625;152;261;602;142;0;0;86
2003;K-3020 Nordre Follo;5541;3714;7021;1009;600;3037;932;0;0;339
2003;K-3021 Ås;1671;959;1039;317;713;1060;386;0;0;136
2003;K-3022 Frogn;1184;978;1738;202;186;753;418;0;0;71
2003;K-3023 Nesodden;1399;871;1406;312;137;1965;371;0;0;299
2003;K-3024 Bærum;8089;7841;18745;1615;753;6664;2484;0;0;646
2003;K-3025 Asker;7691;6175;10339;1454;841;4198;1750;64;0;496
2003;K-3026 Aurskog-Høland;2191;1135;505;498;992;505;59;0;0;51
2003;K-3027 Rælingen;2249;1202;1075;272;153;827;106;0;0;78
2003;K-3028 Enebakk;962;920;627;241;298;477;52;0;0;46
2003;K-3029 Lørenskog;4560;2941;2771;508;202;1797;311;0;0;166
2003;K-3030 Lillestrøm;9192;5331;4468;1124;1371;3452;602;0;0;259
2003;K-3031 Nittedal;1318;1119;602;171;301;658;195;0;0;68
2003;K-3032 Gjerdrum;635;314;420;146;236;216;36;0;0;16
2003;K-3033 Ullensaker;2633;2334;1366;294;657;882;147;0;0;89
2003;K-3034 Nes;2528;1357;573;308;773;973;150;0;0;74
2003;K-3035 Eidsvoll;2120;1398;996;301;597;978;109;0;0;79
2003;K-3036 Nannestad;1145;815;450;188;411;403;129;0;0;27
2003;K-3037 Hurdal;361;193;99;142;118;197;60;0;0;10
2003;K-3038 Hole;500;408;733;131;222;237;40;7;0;8
2003;K-3039 Flå;138;127;72;19;65;39;3;1;0;0
2003;K-3040 Nesbyen;406;139;226;92;191;120;32;5;0;1
2003;K-3041 Gol;470;257;259;117;287;164;115;5;0;3
2003;K-3042 Hemsedal;116;66;204;102;215;85;24;3;0;0
2003;K-3043 Ål;398;244;355;182;400;190;159;5;0;1
2003;K-3044 Hol;409;413;417;79;296;127;167;8;0;7
2003;K-3045 Sigdal;308;157;183;25;480;80;317;2;0;1
2003;K-3046 Krødsherad;331;179;128;21;111;80;28;5;0;2
2003;K-3047 Modum;1973;1009;581;223;736;489;113;13;0;6
2003;K-3048 Øvre Eiker;1742;1211;1532;252;669;722;47;15;0;13
2003;K-3049 Lier;2332;1502;2787;349;583;1001;246;68;0;18
2003;K-3050 Flesberg;289;255;141;44;235;71;22;1;0;3
2003;K-3051 Rollag;177;49;37;31;232;45;5;2;0;1
2003;K-3052 Nore og Uvdal;338;205;109;34;417;59;12;1;0;0
2003;K-3053 Jevnaker;972;423;419;58;191;385;22;10;0;5
2003;K-3054 Lunner;1161;563;509;191;445;580;114;14;0;4
2003;K-0301 Oslo;0;0;0;0;0;0;0;0;0;0
2003;K-3401 Kongsvinger;2633;1061;1016;218;501;1146;140;0;0;15
2003;K-3403 Hamar;4112;1257;1517;434;625;1888;345;0;0;44
2003;K-3405 Lillehammer;4038;1092;1311;469;833;1695;493;36;0;11
2003;K-3407 Gjøvik;5286;1564;1359;670;951;1370;251;80;0;10
2003;K-3411 Ringsaker;4755;1072;1157;356;1650;1323;331;0;0;15
2003;K-3412 Løten;1133;331;206;76;609;402;61;0;0;9
2003;K-3413 Stange;2960;862;510;366;818;1102;207;0;0;22
2003;K-3414 Nord-Odal;1284;364;89;53;209;248;18;0;0;5
2003;K-3415 Sør-Odal;1870;347;262;49;350;304;22;0;0;6
2003;K-3416 Eidskog;1316;230;206;83;247;176;17;0;0;2
2003;K-3417 Grue;901;222;216;42;486;185;50;0;0;4
2003;K-3418 Åsnes;1274;472;158;122;502;456;52;0;0;25
2003;K-3419 Våler (Innlandet);607;290;127;35;290;206;30;0;0;3
2003;K-3420 Elverum;2547;1191;730;157;710;832;555;0;0;22
2003;K-3421 Trysil;1220;339;261;89;441;332;136;0;0;5
2003;K-3422 Åmot;482;199;209;17;350;238;32;0;0;3
2003;K-3423 Stor-Elvdal;514;180;113;17;224;162;35;0;0;0
2003;K-3424 Rendalen;467;82;45;19;385;121;15;0;0;1
2003;K-3425 Engerdal;288;67;57;14;209;75;21;0;0;0
2003;K-3426 Tolga;243;46;21;19;333;107;28;0;0;4
2003;K-3427 Tynset;543;153;115;100;849;317;91;0;0;1
2003;K-3428 Alvdal;325;43;35;66;303;76;64;0;0;0
2003;K-3429 Folldal;355;34;26;16;245;67;6;0;0;0
2003;K-3430 Os;291;42;21;37;367;133;5;0;0;0
2003;K-3431 Dovre;438;119;54;41;369;76;137;2;0;1
2003;K-3432 Lesja;222;68;44;37;422;44;71;2;0;2
2003;K-3433 Skjåk;255;89;35;18;338;93;11;2;0;1
2003;K-3434 Lom;195;75;14;27;273;66;17;2;0;0
2003;K-3435 Vågå;760;126;31;27;306;148;13;2;0;0
2003;K-3436 Nord-Fron;1104;165;122;67;456;187;30;2;0;2
2003;K-3437 Sel;1191;223;158;86;347;289;27;5;0;1
2003;K-3438 Sør-Fron;628;122;58;19;352;93;15;3;0;0
2003;K-3439 Ringebu;804;189;91;46;599;126;43;5;0;1
2003;K-3440 Øyer;782;143;162;100;415;180;26;1;0;3
2003;K-3441 Gausdal;1004;252;100;70;752;210;81;11;0;2
2003;K-3442 Østre Toten;2503;668;441;311;1347;525;204;35;0;31
2003;K-3443 Vestre Toten;2173;967;441;252;674;570;117;18;0;10
2003;K-3446 Gran;2220;803;644;208;1041;459;105;14;0;3
2003;K-3447 Søndre Land;1025;258;129;72;245;309;55;12;0;1
2003;K-3448 Nordre Land;1273;232;144;122;351;348;38;19;0;7
2003;K-3449 Sør-Aurdal;571;179;93;94;300;86;12;2;0;0
2003;K-3450 Etnedal;174;54;39;34;197;40;41;2;0;0
2003;K-3451 Nord-Aurdal;921;444;289;118;524;218;96;7;0;1
2003;K-3452 Vestre Slidre;293;127;44;26;291;77;51;13;0;0
2003;K-3453 Øystre Slidre;418;133;107;48;319;93;108;6;0;0
2003;K-3454 Vang;163;101;94;30;264;63;11;3;0;0
2003;K-3801 Horten;3066;2005;1744;439;249;1142;158;43;0;309
2003;K-3802 Holmestrand;2976;1652;1470;439;746;862;205;35;0;141
2003;K-3803 Tønsberg;3824;5699;3100;1276;1143;2777;430;72;0;1760
2003;K-3804 Sandefjord;4525;5979;5405;1461;950;2755;647;159;0;388
2003;K-3805 Larvik;4603;4622;2981;1263;1221;1827;710;108;0;525
2003;K-3806 Porsgrunn;5060;3888;1456;822;336;1938;470;0;0;52
2003;K-3807 Skien;7028;4566;2253;1615;684;2930;556;0;0;116
2003;K-3808 Notodden;1845;889;349;482;457;685;128;0;0;15
2003;K-3811 Færder;1884;3762;2296;503;144;1402;209;91;0;1220
2003;K-3812 Siljan;459;155;57;103;86;133;48;0;0;10
2003;K-3813 Bamble;2052;1733;623;464;326;558;113;0;0;36
2003;K-3814 Kragerø;1655;822;587;397;177;689;268;0;0;28
2003;K-3815 Drangedal;742;274;108;206;214;231;114;0;0;9
2003;K-3816 Nome;846;500;229;219;586;382;50;0;0;24
2003;K-3817 Midt-Telemark;1259;705;287;309;678;513;160;0;0;8
2003;K-3818 Tinn;1077;482;347;104;449;374;41;0;0;4
2003;K-3819 Hjartdal;228;77;23;113;196;50;12;0;0;3
2003;K-3820 Seljord;258;175;188;130;308;140;43;0;0;5
2003;K-3821 Kviteseid;307;94;71;159;308;76;23;0;0;3
2003;K-3822 Nissedal;205;96;55;155;115;63;9;0;0;2
2003;K-3823 Fyresdal;198;61;19;15;197;52;12;0;0;3
2003;K-3824 Tokke;440;115;70;95;395;101;7;0;0;0
2003;K-3825 Vinje;438;194;95;97;376;304;44;0;0;3
2003;K-4201 Risør;614;273;524;373;204;361;98;0;0;0
2003;K-4202 Grimstad;1199;2065;1216;1357;477;591;512;0;0;10
2003;K-4203 Arendal;3650;3292;2755;1599;467;2122;484;0;0;60
2003;K-4204 Kristiansand;6427;5965;7221;7090;1177;4835;1369;0;0;1306
2003;K-4205 Lindesnes;1448;1669;1351;1876;613;637;375;0;0;111
2003;K-4206 Farsund;529;1027;791;662;248;400;130;0;0;50
2003;K-4207 Flekkefjord;660;480;710;715;299;285;265;0;0;102
2003;K-4211 Gjerstad;252;94;97;137;117;154;32;0;0;0
2003;K-4212 Vegårshei;273;119;127;200;88;63;16;0;0;0
2003;K-4213 Tvedestrand;572;348;420;312;196;315;68;0;0;13
2003;K-4214 Froland;401;398;106;277;352;140;50;0;0;2
2003;K-4215 Lillesand;592;613;833;486;181;542;338;0;0;14
2003;K-4216 Birkenes;303;251;326;381;235;151;57;0;0;14
2003;K-4217 Åmli;313;116;33;67;161;89;3;0;0;3
2003;K-4218 Iveland;75;81;30;117;96;20;33;0;0;3
2003;K-4219 Evje og Hornnes;393;192;107;302;123;131;39;0;0;8
2003;K-4220 Bygland;118;76;51;100;157;45;12;0;0;2
2003;K-4221 Valle;107;55;45;71;238;49;4;0;0;1
2003;K-4222 Bykle;117;47;52;38;61;47;16;0;0;0
