År;Kommune;Arbeiderpartiet;Fremskrittspartiet;Høyre;Kristelig Folkeparti;Senterpartiet;Sosialistisk Venstreparti;Venstre;Miljøpartiet de Grønne;Rødt;Andre lister
1983;K-4220 Bygland;286;9;129;119;183;13;45;0;0;0
1983;K-4221 Valle;289;18;139;114;208;34;11;0;0;0
1983;K-4222 Bykle;102;10;66;35;48;21;5;0;0;0
1983;K-4223 Vennesla;2493;216;732;1391;376;154;141;0;0;0
1983;K-4224 Åseral;86;9;118;100;185;5;13;0;0;0
1983;K-4225 Lyngdal;800;251;941;954;645;30;163;0;0;0
1983;K-4226 Hægebostad;197;31;183;265;144;9;13;0;0;0
1983;K-4227 Kvinesdal;782;195;547;710;294;73;126;0;0;0
1983;K-4228 Sirdal;172;29;162;161;275;14;52;0;0;0
1983;K-1101 Eigersund;1653;350;1569;1068;377;139;503;0;0;0
1983;K-1103 Stavanger;16832;4737;15915;5108;1803;2509;2246;0;0;0
1983;K-1106 Haugesund;4704;1292;3977;1758;227;466;645;0;0;0
1983;K-1108 Sandnes;5792;1859;5420;2930;1239;862;1200;0;0;0
1983;K-1111 Sokndal;555;152;430;388;166;26;98;0;0;0
1983;K-1112 Lund;425;123;327;431;231;28;23;0;0;0
1983;K-1114 Bjerkreim;122;46;211;313;355;15;31;0;0;0
1983;K-1119 Hå;1002;655;1175;1514;1166;136;147;0;0;0
1983;K-1120 Klepp;927;556;1412;861;895;103;203;0;0;0
1983;K-1121 Time;1205;464;1368;881;875;178;231;0;0;0
1983;K-1122 Gjesdal;779;183;625;558;400;68;116;0;0;0
1983;K-1124 Sola;1370;884;2274;854;653;129;206;0;0;0
1983;K-1127 Randaberg;693;222;884;561;517;71;132;0;0;0
1983;K-1130 Strand;1170;268;865;928;284;178;266;0;0;0
1983;K-1133 Hjelmeland;146;81;262;365;459;30;28;0;0;0
1983;K-1134 Suldal;522;52;327;394;559;78;145;0;0;0
1983;K-1135 Sauda;1552;104;590;367;172;171;148;0;0;0
1983;K-1144 Kvitsøy;82;11;69;106;20;6;10;0;0;0
1983;K-1145 Bokn;71;17;69;69;124;10;10;0;0;0
1983;K-1146 Tysvær;665;255;663;658;444;65;288;0;0;0
1983;K-1149 Karmøy;3725;1633;3289;3223;556;392;832;0;0;0
1983;K-1151 Utsira;31;8;54;6;55;4;2;0;0;0
1983;K-1160 Vindafjord;673;257;768;775;867;88;276;0;0;0
1983;K-4601 Bergen;35622;10452;32799;10055;1571;6718;4502;0;0;0
1983;K-4602 Kinn;2060;222;1854;829;449;820;824;0;0;0
1983;K-4611 Etne;582;117;400;390;319;43;112;0;0;0
1983;K-4612 Sveio;440;162;424;416;288;43;87;0;0;0
1983;K-4613 Bømlo;889;280;1064;1432;207;89;308;0;0;0
1983;K-4614 Stord;1868;415;1582;952;235;482;344;0;0;0
1983;K-4615 Fitjar;300;85;381;385;145;34;86;0;0;0
1983;K-4616 Tysnes;272;68;362;329;347;25;64;0;0;0
1983;K-4617 Kvinnherad;1487;357;1336;818;1242;277;243;0;0;0
1983;K-4618 Ullensvang;2955;243;1210;562;871;550;414;0;0;0
1983;K-4619 Eidfjord;228;37;125;38;71;11;20;0;0;0
1983;K-4620 Ulvik;184;25;118;29;154;35;81;0;0;0
1983;K-4621 Voss;2964;280;1248;796;1381;308;512;0;0;0
1983;K-4622 Kvam;1115;197;962;889;631;229;240;0;0;0
1983;K-4623 Samnanger;445;50;234;219;88;27;40;0;0;0
1983;K-4624 Bjørnafjorden;1696;645;1947;1074;695;201;467;0;0;0
1983;K-4625 Austevoll;345;76;459;692;153;27;57;0;0;0
1983;K-4626 Øygarden;2444;799;2146;1716;456;236;459;0;0;0
1983;K-4627 Askøy;2726;760;1663;932;168;431;685;0;0;0
1983;K-4628 Vaksdal;1159;101;386;360;189;163;87;0;0;0
1983;K-4629 Modalen;32;11;43;24;43;7;7;0;0;0
1983;K-4630 Osterøy;928;271;482;505;624;86;167;0;0;0
1983;K-4631 Alver;2257;475;1830;1877;1334;278;512;0;0;0
1983;K-4632 Austrheim;256;66;383;267;80;18;57;0;0;0
1983;K-4633 Fedje;102;18;123;91;8;6;5;0;0;0
1983;K-4634 Masfjorden;253;74;211;167;191;25;65;0;0;0
1983;K-4635 Gulen;420;26;279;194;213;40;76;0;0;0
1983;K-4636 Solund;95;13;161;142;63;14;42;0;0;0
1983;K-4637 Hyllestad;241;13;152;175;180;8;84;0;0;0
1983;K-4638 Høyanger;963;45;387;216;197;508;111;0;0;0
1983;K-4639 Vik;379;13;223;117;392;29;26;0;0;0
1983;K-4640 Sogndal;1611;146;953;578;714;250;616;0;0;0
1983;K-4641 Aurland;350;31;293;61;133;40;43;0;0;0
1983;K-4642 Lærdal;524;20;231;62;228;79;76;0;0;0
1983;K-4643 Årdal;2407;47;340;114;70;172;92;0;0;0
1983;K-4644 Luster;1128;40;283;370;559;86;115;0;0;0
1983;K-4645 Askvoll;319;20;359;194;466;39;80;0;0;0
1983;K-4646 Fjaler;668;25;244;191;340;66;87;0;0;0
1983;K-4647 Sunnfjord;1883;176;1455;1398;1664;349;557;0;0;0
1983;K-4648 Bremanger;886;32;464;376;260;95;140;0;0;0
1983;K-4649 Stad;948;143;1194;589;753;100;317;0;0;0
1983;K-4650 Gloppen;452;55;592;577;1276;111;274;0;0;0
1983;K-4651 Stryn;636;85;596;627;989;48;139;0;0;0
1983;K-1505 Kristiansund;5262;619;2790;762;202;479;765;0;0;18
1983;K-1506 Molde;4000;749;2613;2084;1174;906;853;0;0;55
1983;K-1507 Ålesund;6566;2007;6166;4139;970;1007;1696;0;0;1631
1983;K-1511 Vanylven;379;77;363;365;334;38;162;0;0;52
1983;K-1514 Sande;278;62;309;425;106;38;165;0;0;221
1983;K-1515 Herøy (Møre og Romsdal);798;128;491;829;162;51;171;0;0;1020
1983;K-1516 Ulstein;470;107;550;613;317;121;265;0;0;57
1983;K-1517 Hareid;286;86;372;376;128;96;708;0;0;16
1983;K-1520 Ørsta;1106;185;781;996;817;324;330;0;0;242
1983;K-1525 Stranda;588;81;418;635;306;56;149;0;0;32
1983;K-1528 Sykkylven;790;150;643;592;387;67;266;0;0;259
1983;K-1531 Sula;556;205;602;783;33;74;162;0;0;710
1983;K-1532 Giske;547;137;645;1017;317;38;150;0;0;33
1983;K-1535 Vestnes;704;227;387;448;410;107;185;0;0;234
1983;K-1539 Rauma;1243;256;763;651;458;177;216;0;0;14
1983;K-1547 Aukra;339;48;201;255;236;63;134;0;0;3
1983;K-1554 Averøy;766;79;280;351;292;64;618;0;0;10
1983;K-1557 Gjemnes;410;85;182;308;400;46;63;0;0;4
1983;K-1560 Tingvoll;714;54;235;280;285;86;125;0;0;3
1983;K-1563 Sunndal;1776;92;509;302;472;322;217;0;0;6
1983;K-1566 Surnadal;1404;80;335;278;797;73;163;0;0;5
1983;K-1573 Smøla;433;21;241;170;178;282;98;0;0;4
1983;K-1576 Aure;769;43;227;250;541;44;233;0;0;3
1983;K-1577 Volda;794;153;553;1017;840;235;609;0;0;300
1983;K-1578 Fjord;253;59;224;303;430;53;131;0;0;9
1983;K-1579 Hustadvika;1772;293;799;931;928;215;263;0;0;221
1983;K-5001 Trondheim;28037;4068;22092;3814;2421;5788;3134;0;0;0
1983;K-5006 Steinkjer;5163;322;1658;434;2787;692;909;0;0;0
1983;K-5007 Namsos;3301;210;1141;494;911;453;574;0;0;0
1983;K-5014 Frøya;904;71;364;417;198;94;187;0;0;0
1983;K-5020 Osen;240;8;123;101;103;12;68;0;0;0
1983;K-5021 Oppdal;1062;57;576;305;540;118;181;0;0;0
1983;K-5022 Rennebu;502;9;166;260;394;26;87;0;0;0
1983;K-5025 Røros;1544;71;505;83;252;233;131;0;0;0
1983;K-5026 Holtålen;999;24;101;106;130;127;49;0;0;0
1983;K-5027 Midtre Gauldal;1354;79;406;378;675;106;219;0;0;0
1983;K-5028 Melhus;2376;212;1022;591;1078;227;231;0;0;0
1983;K-5029 Skaun;1006;104;377;168;541;152;129;0;0;0
1983;K-5031 Malvik;2131;241;954;172;274;341;179;0;0;0
1983;K-5032 Selbu;1016;63;376;132;394;171;122;0;0;0
1983;K-5033 Tydal;265;12;63;10;62;53;56;0;0;0
1983;K-5034 Meråker;870;34;152;22;189;124;181;0;0;0
1983;K-5035 Stjørdal;3194;365;1278;530;1407;417;507;0;0;0
1983;K-5036 Frosta;442;30;198;143;351;22;85;0;0;0
1983;K-5037 Levanger;3087;228;1169;710;1507;482;764;0;0;0
1983;K-5038 Verdal;3194;191;710;211;1076;259;402;0;0;0
1983;K-5041 Snåase - Snåsa;475;12;110;16;616;94;154;0;0;0
1983;K-5042 Lierne;287;13;61;62;173;15;106;0;0;0
1983;K-5043 Raarvihke - Røyrvik;190;2;48;49;54;32;47;0;0;0
1983;K-5044 Namsskogan;390;15;65;57;99;35;24;0;0;0
1983;K-5045 Grong;640;26;157;14;458;82;121;0;0;0
1983;K-5046 Høylandet;361;7;39;31;281;12;90;0;0;0
1983;K-5047 Overhalla;701;42;251;49;603;83;146;0;0;0
1983;K-5049 Flatanger;260;19;109;69;144;21;70;0;0;0
1983;K-5052 Leka;254;6;34;12;89;33;22;0;0;0
1983;K-5053 Inderøy;1461;76;262;233;1035;164;256;0;0;0
1983;K-5054 Indre Fosen;1748;135;716;658;1225;144;283;0;0;0
1983;K-5055 Heim;0;0;0;0;0;0;0;0;0;0
1983;K-5056 Hitra;0;0;0;0;0;0;0;0;0;0
1983;K-5057 Ørland;1276;218;969;373;900;158;180;0;0;0
1983;K-5058 Åfjord;689;74;577;410;551;48;178;0;0;0
1983;K-5059 Orkland;0;0;0;0;0;0;0;0;0;0
1983;K-5060 Nærøysund;1990;112;671;292;887;228;387;0;0;0
1983;K-5061 Rindal;372;16;112;152;355;18;38;0;0;5
1983;K-1804 Bodø;6042;637;5166;1216;661;1577;793;0;0;0
1983;K-1806 Narvik;0;0;0;0;0;0;0;0;0;0
1983;K-1811 Bindal;591;12;118;76;175;133;40;0;0;0
1983;K-1812 Sømna;394;9;137;77;297;115;22;0;0;0
1983;K-1813 Brønnøy;1243;75;739;206;269;326;97;0;0;0
1983;K-1815 Vega;425;16;98;69;152;76;72;0;0;0
1983;K-1816 Vevelstad;180;8;78;31;63;32;14;0;0;0
1983;K-1818 Herøy (Nordland);558;16;152;73;58;35;46;0;0;0
1983;K-1820 Alstahaug;1336;124;743;201;292;185;153;0;0;0
1983;K-1822 Leirfjord;495;28;147;77;190;61;65;0;0;0
1983;K-1824 Vefsn;3440;79;1010;334;450;485;304;0;0;0
1983;K-1825 Grane;499;14;129;34;128;55;12;0;0;0
1983;K-1826 Hattfjelldal;471;7;61;50;196;85;56;0;0;0
1983;K-1827 Dønna;342;25;186;77;144;92;42;0;0;0
1983;K-1828 Nesna;397;26;180;74;102;92;47;0;0;0
1983;K-1832 Hemnes;1159;52;449;135;247;277;85;0;0;0
1983;K-1833 Rana;6278;280;1727;414;353;2011;376;0;0;0
1983;K-1834 Lurøy;457;20;196;133;200;48;36;0;0;0
1983;K-1835 Træna;73;0;56;76;56;3;1;0;0;0
1983;K-1836 Rødøy;348;10;222;201;146;40;45;0;0;0
1983;K-1837 Meløy;1428;50;958;392;129;200;119;0;0;0
1983;K-1838 Gildeskål;600;25;361;148;89;65;57;0;0;0
1983;K-1839 Beiarn;452;10;114;55;147;36;22;0;0;0
1983;K-1840 Saltdal;1102;49;426;118;190;269;155;0;0;0
1983;K-1841 Fauske - Fuosko;3008;120;916;100;167;381;373;0;0;0
1983;K-1845 Sørfold;807;21;194;93;217;110;42;0;0;0
1983;K-1848 Steigen;665;30;299;178;319;101;100;0;0;0
1983;K-1851 Lødingen;556;33;586;65;117;78;74;0;0;0
1983;K-1853 Evenes;385;27;188;84;112;41;57;0;0;0
1983;K-1856 Røst;190;4;59;19;11;13;108;0;0;0
1983;K-1857 Værøy;229;6;75;58;24;9;5;0;0;0
1983;K-1859 Flakstad;408;45;148;75;109;52;13;0;0;0
1983;K-1860 Vestvågøy;1845;284;982;582;620;234;123;0;0;0
1983;K-1865 Vågan;1611;163;1135;165;239;303;156;0;0;0
1983;K-1866 Hadsel;1418;102;829;546;236;336;238;0;0;0
1983;K-1867 Bø;822;49;468;213;116;152;331;0;0;0
1983;K-1868 Øksnes;649;58;507;272;118;152;144;0;0;0
1983;K-1870 Sortland - Suortá;1374;125;992;255;193;356;232;0;0;0
1983;K-1871 Andøy;1422;92;1067;198;189;175;281;0;0;0
1983;K-1874 Moskenes;399;47;80;55;32;57;16;0;0;0
1983;K-1875 Hamarøy;0;0;0;0;0;0;0;0;0;0
1983;K-5401 Tromsø;7386;1076;6469;1404;592;1765;846;0;0;0
1983;K-5402 Harstad;3638;677;3671;681;379;492;376;0;0;0
1983;K-5403 Alta;2413;166;1015;444;164;483;409;0;0;48
1983;K-5404 Vardø;1005;25;210;23;3;147;125;0;0;2
1983;K-5405 Vadsø;1550;74;586;184;41;212;91;0;0;10
1983;K-5406 Hammerfest;3177;79;804;233;151;332;149;0;0;10
1983;K-5411 Kvæfjord;603;48;418;101;184;91;224;0;0;0
1983;K-5412 Tjeldsund;1165;82;693;278;130;97;96;0;0;0
1983;K-5413 Ibestad;516;30;279;126;87;82;170;0;0;0
1983;K-5414 Gratangen;428;14;173;75;34;176;12;0;0;0
1983;K-5415 Loabák - Lavangen;428;6;175;39;36;18;20;0;0;0
1983;K-5416 Bardu;892;72;499;83;349;93;51;0;0;0
1983;K-5417 Salangen;692;17;219;93;123;97;23;0;0;0
1983;K-5418 Målselv;1382;131;1190;142;332;162;156;0;0;0
1983;K-5419 Sørreisa;978;55;317;123;99;54;19;0;0;0
1983;K-5420 Dyrøy;391;16;137;79;180;30;15;0;0;0
1983;K-5421 Senja;4076;232;1405;713;491;312;241;0;0;0
1983;K-5422 Balsfjord;1486;67;460;243;357;185;122;0;0;0
1983;K-5423 Karlsøy;855;46;191;69;145;38;41;0;0;0
1983;K-5424 Lyngen;928;40;195;225;79;130;48;0;0;0
1983;K-5425 Storfjord - Omasvuotna - Omasvuono;511;10;121;60;41;140;17;0;0;0
1983;K-5426 Gáivuotna - Kåfjord - Kaivuono;689;32;132;268;138;102;15;0;0;0
1983;K-5427 Skjervøy;565;38;355;197;106;76;78;0;0;0
1983;K-5428 Nordreisa;1158;55;319;218;166;137;61;0;0;0
1983;K-5429 Kvænangen;422;27;227;119;16;38;14;0;0;0
1983;K-5430 Guovdageaidnu - Kautokeino;394;17;263;122;49;21;59;0;0;285
1983;K-5432 Loppa;536;21;107;78;69;104;6;0;0;2
1983;K-5433 Hasvik;574;31;124;23;16;39;5;0;0;3
1983;K-5434 Måsøy;522;12;73;34;179;86;8;0;0;2
1983;K-5435 Nordkapp;1175;39;394;99;26;206;13;0;0;2
1983;K-5436 Porsanger - Porsángu - Porsanki ;1333;98;341;124;32;95;36;0;0;28
1983;K-5437 Kárásjohka - Karasjok;639;15;175;80;48;53;17;0;0;373
1983;K-5438 Lebesby;523;11;103;57;30;77;5;0;0;0
1983;K-5439 Gamvik;528;20;96;25;24;70;7;0;0;0
1983;K-5440 Berlevåg;458;13;119;22;10;76;11;0;0;6
1983;K-5441 Deatnu - Tana;772;36;284;91;120;57;73;0;0;109
1983;K-5442 Unjárga - Nesseby;327;12;83;22;69;29;3;0;0;81
1983;K-5443 Båtsfjord;710;24;208;34;3;75;15;0;0;3
1983;K-5444 Sør-Varanger;2413;87;1171;157;140;423;87;0;0;18
1983;K-21-22 Svalbard og Jan Mayen;0;0;0;0;0;0;0;0;0;0
1983;K-23 Kontinentalsokkelen;0;0;0;0;0;0;0;0;0;0
1983;K-Rest Delte kommuner og uoppgitt;12311;809;5117;2405;3261;1660;1507;0;0;6
1987;K-3001 Halden;6990;1451;2189;1450;759;701;355;0;0;0
1987;K-3002 Moss;6945;2491;5640;767;488;849;654;0;0;0
1987;K-3003 Sarpsborg;12152;2245;3917;1936;953;1013;663;0;0;0
1987;K-3004 Fredrikstad;15933;3039;7744;2613;1117;1823;1213;0;0;0
1987;K-3005 Drammen;16520;7890;11806;2029;675;1512;726;0;0;0
1987;K-3006 Kongsberg;4534;1549;2663;454;608;639;723;0;0;0
1987;K-3007 Ringerike;6862;1645;3038;520;705;677;315;0;0;0
1987;K-3011 Hvaler;493;153;435;156;37;87;51;0;0;0
1987;K-3012 Aremark;342;42;114;146;181;9;11;0;0;0
1987;K-3013 Marker;833;87;232;341;404;12;21;0;0;0
1987;K-3014 Indre Østfold;5881;2001;3609;1796;2532;515;676;0;0;0
1987;K-3015 Skiptvet;492;161;191;203;279;35;63;0;0;0
1987;K-3016 Rakkestad;1302;290;445;650;896;31;84;0;0;0
1987;K-3017 Råde;1022;467;592;396;376;61;49;0;0;0
1987;K-3018 Våler (Viken);442;250;525;171;266;83;29;0;0;0
1987;K-3019 Vestby;1631;944;1473;179;390;251;173;0;0;88
1987;K-3020 Nordre Follo;5522;3466;8070;929;469;1246;627;0;0;286
1987;K-3021 Ås;1596;684;1639;282;749;417;320;0;0;83
1987;K-3022 Frogn;1583;722;1581;135;291;256;355;0;0;50
1987;K-3023 Nesodden;1582;1038;2004;280;127;644;325;0;0;51
1987;K-3024 Bærum;8737;8394;21967;1561;645;2453;1518;0;0;542
1987;K-3025 Asker;8930;5878;12146;1321;897;1614;1476;0;0;223
1987;K-3026 Aurskog-Høland;3745;602;857;678;1010;180;113;0;0;24
1987;K-3027 Rælingen;3119;1133;1638;287;160;344;139;0;0;30
1987;K-3028 Enebakk;1182;726;789;243;237;172;157;0;0;21
1987;K-3029 Lørenskog;5248;2152;3076;463;222;758;502;0;0;52
1987;K-3030 Lillestrøm;11789;3883;6654;1095;1264;1344;779;0;0;151
1987;K-3031 Nittedal;2805;1258;2296;205;239;370;320;0;0;40
1987;K-3032 Gjerdrum;641;220;466;139;272;50;52;0;0;2
1987;K-3033 Ullensaker;3358;1579;2135;327;683;267;261;0;0;33
1987;K-3034 Nes;3829;704;1140;339;892;307;157;0;0;38
1987;K-3035 Eidsvoll;3999;1097;1497;372;646;334;276;0;0;37
1987;K-3036 Nannestad;1843;545;621;295;414;125;224;0;0;16
1987;K-3037 Hurdal;661;98;154;179;123;35;107;0;0;8
1987;K-3038 Hole;677;248;740;96;269;78;50;0;0;0
1987;K-3039 Flå;392;52;149;54;100;16;4;0;0;0
1987;K-3040 Nesbyen;743;111;411;207;272;34;63;0;0;0
1987;K-3041 Gol;601;234;398;207;386;72;100;0;0;0
1987;K-3042 Hemsedal;185;52;229;129;239;18;35;0;0;0
1987;K-3043 Ål;688;169;484;298;431;90;196;0;0;0
1987;K-3044 Hol;785;224;643;172;193;45;141;0;0;0
1987;K-3045 Sigdal;765;158;486;61;553;26;90;0;0;0
1987;K-3046 Krødsherad;657;113;261;52;162;120;14;0;0;0
1987;K-3047 Modum;3231;443;1095;266;716;199;184;0;0;0
1987;K-3048 Øvre Eiker;3099;965;1572;332;753;277;158;0;0;0
1987;K-3049 Lier;3581;1413;2951;324;831;399;226;0;0;0
1987;K-3050 Flesberg;430;135;295;56;239;35;64;0;0;0
1987;K-3051 Rollag;334;45;103;76;214;23;24;0;0;0
1987;K-3052 Nore og Uvdal;693;139;257;110;331;29;28;0;0;0
1987;K-3053 Jevnaker;1557;210;580;117;144;246;41;0;0;0
1987;K-3054 Lunner;1755;449;555;206;413;241;115;0;0;0
1987;K-0301 Oslo;85334;50848;88797;10305;1866;18883;0;0;0;3304
1987;K-3401 Kongsvinger;4718;887;1136;289;452;779;226;0;0;0
1987;K-3403 Hamar;7250;1041;2667;618;563;1073;487;0;0;0
1987;K-3405 Lillehammer;5035;1145;2398;570;913;810;562;0;0;0
1987;K-3407 Gjøvik;7244;1356;2044;934;955;621;463;0;0;0
1987;K-3411 Ringsaker;8901;925;2315;605;1729;967;326;0;0;0
1987;K-3412 Løten;2187;199;365;72;432;263;54;0;0;0
1987;K-3413 Stange;5952;563;982;388;687;653;204;0;0;0
1987;K-3414 Nord-Odal;1953;116;230;63;187;272;31;0;0;0
1987;K-3415 Sør-Odal;2548;198;401;70;423;264;68;0;0;0
1987;K-3416 Eidskog;2160;151;367;148;274;175;90;0;0;0
1987;K-3417 Grue;1985;137;344;105;329;211;100;0;0;0
1987;K-3418 Åsnes;2240;224;418;231;419;590;69;0;0;0
1987;K-3419 Våler (Innlandet);1121;160;293;58;293;273;22;0;0;0
1987;K-3420 Elverum;4201;863;1424;187;626;616;301;0;0;0
1987;K-3421 Trysil;2113;134;462;198;518;266;122;0;0;0
1987;K-3422 Åmot;1226;105;290;37;313;452;38;0;0;0
1987;K-3423 Stor-Elvdal;1099;80;238;18;209;180;62;0;0;0
1987;K-3424 Rendalen;783;72;140;23;327;87;26;0;0;0
1987;K-3425 Engerdal;483;18;168;11;294;35;47;0;0;0
1987;K-3426 Tolga;285;19;80;17;435;87;28;0;0;0
1987;K-3427 Tynset;1052;105;336;145;819;209;141;0;0;0
1987;K-3428 Alvdal;525;30;149;71;408;47;91;0;0;0
1987;K-3429 Folldal;660;26;67;16;385;32;24;0;0;0
1987;K-3430 Os;456;18;30;62;344;112;23;0;0;0
1987;K-3431 Dovre;847;135;213;32;403;48;33;0;0;0
1987;K-3432 Lesja;424;64;168;103;427;19;65;0;0;0
1987;K-3433 Skjåk;595;60;110;24;427;36;54;0;0;0
1987;K-3434 Lom;567;44;113;53;323;41;73;0;0;0
1987;K-3435 Vågå;1174;98;150;34;398;121;33;0;0;0
1987;K-3436 Nord-Fron;1719;176;279;112;433;144;69;0;0;0
1987;K-3437 Sel;1771;195;295;70;425;186;67;0;0;0
1987;K-3438 Sør-Fron;1077;105;178;49;317;41;31;0;0;0
1987;K-3439 Ringebu;1466;167;285;122;535;67;78;0;0;0
1987;K-3440 Øyer;991;138;253;121;552;56;97;0;0;0
1987;K-3441 Gausdal;1730;281;229;142;618;169;177;0;0;0
1987;K-3442 Østre Toten;3736;723;879;505;1196;237;277;0;0;0
1987;K-3443 Vestre Toten;3666;668;798;438;602;299;196;0;0;0
1987;K-3446 Gran;3273;725;937;389;1014;222;216;0;0;0
1987;K-3447 Søndre Land;2184;227;267;95;263;208;128;0;0;0
1987;K-3448 Nordre Land;2280;229;312;165;290;110;128;0;0;0
1987;K-3449 Sør-Aurdal;857;88;211;158;372;38;47;0;0;0
1987;K-3450 Etnedal;379;40;59;92;292;13;56;0;0;0
1987;K-3451 Nord-Aurdal;1365;185;560;225;718;75;145;0;0;0
1987;K-3452 Vestre Slidre;426;72;147;66;334;20;68;0;0;0
1987;K-3453 Øystre Slidre;540;88;239;74;352;66;132;0;0;0
1987;K-3454 Vang;272;57;116;71;340;12;18;0;0;0
1987;K-3801 Horten;4335;1648;3769;590;335;629;359;0;0;0
1987;K-3802 Holmestrand;4095;1274;2273;516;841;353;254;0;0;0
1987;K-3803 Tønsberg;6020;3314;7017;1489;1253;814;607;0;0;0
1987;K-3804 Sandefjord;6312;4401;7377;1823;1096;866;1165;0;0;0
1987;K-3805 Larvik;6963;2374;5617;1691;1425;921;1242;0;0;0
1987;K-3806 Porsgrunn;7083;1752;3349;1225;227;1143;650;0;0;0
1987;K-3807 Skien;10147;3265;5489;2302;580;1755;1001;0;0;0
1987;K-3808 Notodden;3399;626;969;673;337;373;247;0;0;0
1987;K-3811 Færder;2703;2206;4426;566;203;509;485;0;0;0
1987;K-3812 Siljan;482;75;175;144;121;42;59;0;0;0
1987;K-3813 Bamble;2452;707;1313;536;238;404;252;0;0;0
1987;K-3814 Kragerø;2170;366;1324;521;209;437;335;0;0;0
1987;K-3815 Drangedal;1040;84;273;323;163;143;190;0;0;0
1987;K-3816 Nome;1594;228;534;371;335;267;161;0;0;0
1987;K-3817 Midt-Telemark;1785;317;709;450;628;268;278;0;0;0
1987;K-3818 Tinn;1920;255;755;179;352;395;142;0;0;0
1987;K-3819 Hjartdal;386;59;125;152;160;20;25;0;0;0
1987;K-3820 Seljord;510;50;220;169;130;67;98;0;0;0
1987;K-3821 Kviteseid;633;84;189;197;199;60;55;0;0;0
1987;K-3822 Nissedal;361;35;100;221;117;24;21;0;0;0
1987;K-3823 Fyresdal;424;28;65;63;102;24;39;0;0;0
1987;K-3824 Tokke;717;77;228;158;186;102;47;0;0;0
1987;K-3825 Vinje;831;80;295;198;293;182;92;0;0;0
1987;K-4201 Risør;1099;392;760;499;161;164;274;0;0;0
1987;K-4202 Grimstad;1745;776;1765;1336;422;222;420;0;0;0
1987;K-4203 Arendal;7178;1869;4305;2041;634;737;1545;0;0;0
1987;K-4204 Kristiansand;7520;5224;8436;5978;1108;1766;0;0;0;2539
1987;K-4205 Lindesnes;1938;1090;1756;1560;939;403;0;0;0;242
1987;K-4206 Farsund;830;749;1322;835;178;136;0;0;0;82
1987;K-4207 Flekkefjord;958;547;891;1185;256;115;0;0;0;147
1987;K-4211 Gjerstad;550;57;161;201;141;72;68;0;0;0
1987;K-4212 Vegårshei;443;44;180;234;120;18;35;0;0;0
1987;K-4213 Tvedestrand;867;315;739;373;294;96;136;0;0;0
1987;K-4214 Froland;837;150;197;296;256;28;124;0;0;0
1987;K-4215 Lillesand;769;418;1051;548;186;253;303;0;0;0
1987;K-4216 Birkenes;567;152;351;435;347;43;56;0;0;0
1987;K-4217 Åmli;610;42;96;104;143;55;29;0;0;0
1987;K-4218 Iveland;160;43;79;137;88;19;12;0;0;0
1987;K-4219 Evje og Hornnes;749;121;246;272;135;61;99;0;0;0
1987;K-4220 Bygland;259;31;118;110;143;14;61;0;0;0
1987;K-4221 Valle;264;33;96;142;216;15;17;0;0;0
1987;K-4222 Bykle;105;27;58;40;49;3;8;0;0;0
1987;K-4223 Vennesla;2018;559;544;1307;317;166;0;0;0;214
1987;K-4224 Åseral;86;16;88;103;147;7;0;0;0;11
1987;K-4225 Lyngdal;726;395;883;1060;517;67;0;0;0;105
1987;K-4226 Hægebostad;207;43;128;260;160;11;0;0;0;9
1987;K-4227 Kvinesdal;665;329;453;671;228;90;0;0;0;68
1987;K-4228 Sirdal;193;36;155;159;227;19;0;0;0;10
1987;K-1101 Eigersund;1536;465;1425;1040;431;190;340;0;0;0
1987;K-1103 Stavanger;14985;7243;15942;4929;1463;2685;3415;0;0;0
1987;K-1106 Haugesund;4439;2196;3584;1843;175;482;1071;0;0;0
1987;K-1108 Sandnes;5793;3177;5619;2918;1172;935;1600;0;0;0
1987;K-1111 Sokndal;544;195;406;441;123;33;82;0;0;0
1987;K-1112 Lund;397;155;263;451;177;19;76;0;0;0
1987;K-1114 Bjerkreim;152;66;202;304;367;16;44;0;0;0
1987;K-1119 Hå;1012;758;1150;1570;1053;143;240;0;0;0
1987;K-1120 Klepp;902;669;1458;835;840;115;300;0;0;0
1987;K-1121 Time;1229;691;1493;1015;779;231;295;0;0;0
1987;K-1122 Gjesdal;899;379;646;623;377;119;249;0;0;0
1987;K-1124 Sola;1346;1559;2102;853;678;172;346;0;0;0
1987;K-1127 Randaberg;736;368;997;557;406;82;211;0;0;0
1987;K-1130 Strand;1047;372;891;945;234;194;265;0;0;0
1987;K-1133 Hjelmeland;168;75;270;375;436;30;63;0;0;0
1987;K-1134 Suldal;435;98;284;372;490;73;157;0;0;0
1987;K-1135 Sauda;1191;260;422;326;177;237;222;0;0;0
1987;K-1144 Kvitsøy;65;6;68;94;17;4;6;0;0;0
1987;K-1145 Bokn;79;30;77;62;111;5;14;0;0;0
1987;K-1146 Tysvær;744;411;680;639;402;48;425;0;0;0
1987;K-1149 Karmøy;3704;2170;3109;3113;438;394;1149;0;0;0
1987;K-1151 Utsira;45;12;43;3;30;1;4;0;0;0
1987;K-1160 Vindafjord;717;340;778;676;758;102;122;0;0;4
1987;K-4601 Bergen;33050;19918;25895;8427;1355;7106;0;0;0;575
1987;K-4602 Kinn;1700;388;2727;658;321;359;759;0;0;0
