;År;Kommunenr;Kommunenavn;Arbeiderpartiet;Fremskrittspartiet;Høyre;Kristelig Folkeparti;Senterpartiet;Sosialistisk Venstreparti;Venstre;Miljøpartiet de Grønne;Rødt;Andre lister;stemmer totalt;Arbeiderpartiet-prosent;Fremskrittspartiet-prosent;Høyre-prosent;Kristelig Folkeparti-prosent;Senterpartiet-prosent;Sosialistisk Venstreparti-prosent;Venstre-prosent;Miljøpartiet de Grønne-prosent;Rødt-prosent;Andre lister-prosent
114;1975;3819;Hjartdal;312;0;37;189;253;18;17;0;0;0;826;0.378;0.0;0.045;0.229;0.306;0.022;0.021;0.0;0.0;0.0
115;1975;3820;Seljord;530;0;118;359;266;69;98;0;0;0;1440;0.368;0.0;0.082;0.249;0.185;0.048;0.068;0.0;0.0;0.0
116;1975;3821;Kviteseid;615;0;91;281;273;72;91;0;0;0;1423;0.432;0.0;0.064;0.197;0.192;0.051;0.064;0.0;0.0;0.0
117;1975;3822;Nissedal;304;0;46;246;110;23;50;0;0;0;779;0.39;0.0;0.059;0.316;0.141;0.03;0.064;0.0;0.0;0.0
118;1975;3823;Fyresdal;447;0;30;92;157;21;41;0;0;0;788;0.567;0.0;0.038;0.117;0.199;0.027;0.052;0.0;0.0;0.0
119;1975;3824;Tokke;697;0;145;217;259;62;54;0;0;0;1434;0.486;0.0;0.101;0.151;0.181;0.043;0.038;0.0;0.0;0.0
120;1975;3825;Vinje;676;0;86;305;537;182;45;0;0;0;1831;0.369;0.0;0.047;0.167;0.293;0.099;0.025;0.0;0.0;0.0
121;1975;4201;Risør;1084;0;560;668;230;54;229;0;0;0;2825;0.384;0.0;0.198;0.236;0.081;0.019;0.081;0.0;0.0;0.0
122;1975;4202;Grimstad;1343;0;1328;1389;631;111;216;0;0;0;5018;0.268;0.0;0.265;0.277;0.126;0.022;0.043;0.0;0.0;0.0
123;1975;4203;Arendal;5438;0;3489;2635;864;456;527;0;0;0;13409;0.406;0.0;0.26;0.197;0.064;0.034;0.039;0.0;0.0;0.0
124;1975;4204;Kristiansand;7566;0;7222;7392;1593;1115;1883;0;0;225;26996;0.28;0.0;0.268;0.274;0.059;0.041;0.07;0.0;0.0;0.008
125;1975;4205;Lindesnes;1745;0;1672;1444;1101;275;361;0;0;291;6889;0.253;0.0;0.243;0.21;0.16;0.04;0.052;0.0;0.0;0.042
126;1975;4206;Farsund;587;0;1469;765;242;92;189;0;0;214;3558;0.165;0.0;0.413;0.215;0.068;0.026;0.053;0.0;0.0;0.06
127;1975;4207;Flekkefjord;816;0;825;978;491;106;310;0;0;26;3552;0.23;0.0;0.232;0.275;0.138;0.03;0.087;0.0;0.0;0.007
128;1975;4211;Gjerstad;519;0;106;218;149;48;69;0;0;0;1109;0.468;0.0;0.096;0.197;0.134;0.043;0.062;0.0;0.0;0.0
129;1975;4212;Vegårshei;373;0;65;269;104;24;20;0;0;0;855;0.436;0.0;0.076;0.315;0.122;0.028;0.023;0.0;0.0;0.0
130;1975;4213;Tvedestrand;791;0;446;659;294;45;75;0;0;0;2310;0.342;0.0;0.193;0.285;0.127;0.019;0.032;0.0;0.0;0.0
131;1975;4214;Froland;638;0;72;341;242;67;103;0;0;0;1463;0.436;0.0;0.049;0.233;0.165;0.046;0.07;0.0;0.0;0.0
132;1975;4215;Lillesand;540;0;924;556;284;116;144;0;0;0;2564;0.211;0.0;0.36;0.217;0.111;0.045;0.056;0.0;0.0;0.0
133;1975;4216;Birkenes;416;0;155;389;474;24;39;0;0;0;1497;0.278;0.0;0.104;0.26;0.317;0.016;0.026;0.0;0.0;0.0
134;1975;4217;Åmli;546;0;40;147;204;60;24;0;0;0;1021;0.535;0.0;0.039;0.144;0.2;0.059;0.024;0.0;0.0;0.0
135;1975;4218;Iveland;109;0;25;84;124;5;22;0;0;0;369;0.295;0.0;0.068;0.228;0.336;0.014;0.06;0.0;0.0;0.0
136;1975;4219;Evje;657;0;235;298;212;61;63;0;0;0;1526;0.431;0.0;0.154;0.195;0.139;0.04;0.041;0.0;0.0;0.0
137;1975;4220;Bygland;231;0;28;137;311;7;10;0;0;0;724;0.319;0.0;0.039;0.189;0.43;0.01;0.014;0.0;0.0;0.0
138;1975;4221;Valle;253;0;18;127;306;39;11;0;0;0;754;0.336;0.0;0.024;0.168;0.406;0.052;0.015;0.0;0.0;0.0
139;1975;4222;Bykle;74;0;13;50;70;7;2;0;0;0;216;0.343;0.0;0.06;0.231;0.324;0.032;0.009;0.0;0.0;0.0
140;1975;4223;Vennesla;1824;0;344;1315;469;204;191;0;0;40;4387;0.416;0.0;0.078;0.3;0.107;0.047;0.044;0.0;0.0;0.009
141;1975;4224;Åseral;65;0;83;89;193;1;18;0;0;7;456;0.143;0.0;0.182;0.195;0.423;0.002;0.039;0.0;0.0;0.015
142;1975;4225;Lyngdal;575;0;747;769;661;35;85;0;0;34;2906;0.198;0.0;0.257;0.265;0.227;0.012;0.029;0.0;0.0;0.012
143;1975;4226;Hægebostad;127;0;161;214;108;5;13;0;0;172;800;0.159;0.0;0.201;0.268;0.135;0.006;0.016;0.0;0.0;0.215
144;1975;4227;Kvinesdal;431;0;396;801;169;87;128;0;0;99;2111;0.204;0.0;0.188;0.379;0.08;0.041;0.061;0.0;0.0;0.047
145;1975;4228;Sirdal;134;0;74;122;366;6;68;0;0;21;791;0.169;0.0;0.094;0.154;0.463;0.008;0.086;0.0;0.0;0.027
146;1975;1101;Eigersund;1303;0;991;1099;618;150;211;0;0;0;4372;0.298;0.0;0.227;0.251;0.141;0.034;0.048;0.0;0.0;0.0
147;1975;1103;Stavanger;14994;0;11466;7037;2116;1953;833;0;0;0;38399;0.39;0.0;0.299;0.183;0.055;0.051;0.022;0.0;0.0;0.0
148;1975;1106;Haugesund;4301;0;2817;2195;481;401;473;0;0;0;10668;0.403;0.0;0.264;0.206;0.045;0.038;0.044;0.0;0.0;0.0
149;1975;1108;Sandnes;4884;0;3169;3376;1597;537;363;0;0;0;13926;0.351;0.0;0.228;0.242;0.115;0.039;0.026;0.0;0.0;0.0
150;1975;1111;Sokndal;311;0;391;405;290;71;18;0;0;0;1486;0.209;0.0;0.263;0.273;0.195;0.048;0.012;0.0;0.0;0.0
151;1975;1112;Lund;336;0;222;374;354;19;11;0;0;0;1316;0.255;0.0;0.169;0.284;0.269;0.014;0.008;0.0;0.0;0.0
152;1975;1114;Bjerkreim;50;0;102;263;455;5;18;0;0;0;893;0.056;0.0;0.114;0.295;0.51;0.006;0.02;0.0;0.0;0.0
153;1975;1119;Hå;674;0;564;1512;1224;92;130;0;0;0;4196;0.161;0.0;0.134;0.36;0.292;0.022;0.031;0.0;0.0;0.0
154;1975;1120;Klepp;686;0;608;869;1049;74;105;0;0;0;3391;0.202;0.0;0.179;0.256;0.309;0.022;0.031;0.0;0.0;0.0
155;1975;1121;Time;850;0;715;829;984;87;88;0;0;0;3553;0.239;0.0;0.201;0.233;0.277;0.024;0.025;0.0;0.0;0.0
156;1975;1122;Gjesdal;604;0;326;487;496;64;39;0;0;0;2016;0.3;0.0;0.162;0.242;0.246;0.032;0.019;0.0;0.0;0.0
157;1975;1124;Sola;972;0;1294;767;722;62;45;0;0;0;3862;0.252;0.0;0.335;0.199;0.187;0.016;0.012;0.0;0.0;0.0
158;1975;1127;Randaberg;537;0;438;599;520;43;29;0;0;0;2166;0.248;0.0;0.202;0.277;0.24;0.02;0.013;0.0;0.0;0.0
159;1975;1130;Strand;683;0;338;1028;356;152;122;0;0;0;2679;0.255;0.0;0.126;0.384;0.133;0.057;0.046;0.0;0.0;0.0
160;1975;1133;Hjelmeland;81;0;117;414;450;19;29;0;0;0;1110;0.073;0.0;0.105;0.373;0.405;0.017;0.026;0.0;0.0;0.0
161;1975;1134;Suldal;339;0;139;503;478;60;171;0;0;0;1690;0.201;0.0;0.082;0.298;0.283;0.036;0.101;0.0;0.0;0.0
162;1975;1135;Sauda;1327;0;281;514;269;211;148;0;0;0;2750;0.483;0.0;0.102;0.187;0.098;0.077;0.054;0.0;0.0;0.0
163;1975;1144;Kvitsøy;44;0;71;115;15;1;0;0;0;0;246;0.179;0.0;0.289;0.467;0.061;0.004;0.0;0.0;0.0;0.0
164;1975;1145;Bokn;14;0;36;48;197;9;0;0;0;0;304;0.046;0.0;0.118;0.158;0.648;0.03;0.0;0.0;0.0;0.0
165;1975;1146;Tysvær;414;0;252;934;476;67;259;0;0;0;2402;0.172;0.0;0.105;0.389;0.198;0.028;0.108;0.0;0.0;0.0
166;1975;1149;Karmøy;2825;0;1633;3547;912;329;619;0;0;0;9865;0.286;0.0;0.166;0.36;0.092;0.033;0.063;0.0;0.0;0.0
167;1975;1151;Utsira;13;0;12;27;65;4;4;0;0;0;125;0.104;0.0;0.096;0.216;0.52;0.032;0.032;0.0;0.0;0.0
168;1975;1160;Vindafjord;382;0;527;890;1063;42;82;0;0;0;2986;0.128;0.0;0.176;0.298;0.356;0.014;0.027;0.0;0.0;0.0
169;1975;4601;Bergen;32061;0;30600;12376;3075;5675;3088;0;0;0;86875;0.369;0.0;0.352;0.142;0.035;0.065;0.036;0.0;0.0;0.0
170;1975;4602;Kinn;766;0;614;863;246;1060;982;0;0;2039;6570;0.117;0.0;0.093;0.131;0.037;0.161;0.149;0.0;0.0;0.31
171;1975;4611;Etne;426;0;272;452;455;17;100;0;0;0;1722;0.247;0.0;0.158;0.262;0.264;0.01;0.058;0.0;0.0;0.0
172;1975;4612;Sveio;244;0;129;552;484;15;78;0;0;0;1502;0.162;0.0;0.086;0.368;0.322;0.01;0.052;0.0;0.0;0.0
173;1975;4613;Bømlo;677;0;956;1422;216;43;95;0;0;0;3409;0.199;0.0;0.28;0.417;0.063;0.013;0.028;0.0;0.0;0.0
174;1975;4614;Stord;1364;0;1434;955;259;258;231;0;0;0;4501;0.303;0.0;0.319;0.212;0.058;0.057;0.051;0.0;0.0;0.0
175;1975;4615;Fitjar;201;0;288;431;174;24;37;0;0;0;1155;0.174;0.0;0.249;0.373;0.151;0.021;0.032;0.0;0.0;0.0
176;1975;4616;Tysnes;570;0;244;390;240;19;23;0;0;0;1486;0.384;0.0;0.164;0.262;0.162;0.013;0.015;0.0;0.0;0.0
177;1975;4617;Kvinnherad;1194;0;622;1164;1742;121;80;0;0;0;4923;0.243;0.0;0.126;0.236;0.354;0.025;0.016;0.0;0.0;0.0
178;1975;4618;Ullensvang;2078;0;479;684;398;791;321;0;0;0;4751;0.437;0.0;0.101;0.144;0.084;0.166;0.068;0.0;0.0;0.0
179;1975;4619;Eidfjord;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
180;1975;4620;Ulvik;160;0;62;41;247;28;28;0;0;0;566;0.283;0.0;0.11;0.072;0.436;0.049;0.049;0.0;0.0;0.0
181;1975;4621;Voss;2822;0;671;905;1938;283;212;0;0;0;6831;0.413;0.0;0.098;0.132;0.284;0.041;0.031;0.0;0.0;0.0
182;1975;4622;Kvam;938;0;489;994;911;176;154;0;0;0;3662;0.256;0.0;0.134;0.271;0.249;0.048;0.042;0.0;0.0;0.0
183;1975;4623;Samnanger;443;0;100;274;126;23;19;0;0;0;985;0.45;0.0;0.102;0.278;0.128;0.023;0.019;0.0;0.0;0.0
184;1975;4624;Bjørnafjorden;1365;0;1264;1082;944;85;232;0;0;0;4972;0.275;0.0;0.254;0.218;0.19;0.017;0.047;0.0;0.0;0.0
185;1975;4625;Austevoll;280;0;672;405;220;19;19;0;0;0;1615;0.173;0.0;0.416;0.251;0.136;0.012;0.012;0.0;0.0;0.0
186;1975;4626;Øygarden;1550;0;1511;2013;412;153;237;0;0;0;5876;0.264;0.0;0.257;0.343;0.07;0.026;0.04;0.0;0.0;0.0
187;1975;4627;Askøy;2007;0;1107;1098;128;259;572;0;0;0;5171;0.388;0.0;0.214;0.212;0.025;0.05;0.111;0.0;0.0;0.0
188;1975;4628;Vaksdal;1227;0;132;500;285;71;40;0;0;0;2255;0.544;0.0;0.059;0.222;0.126;0.031;0.018;0.0;0.0;0.0
189;1975;4629;Modalen;14;0;7;21;57;2;8;0;0;0;109;0.128;0.0;0.064;0.193;0.523;0.018;0.073;0.0;0.0;0.0
190;1975;4630;Osterøy;844;0;258;492;675;104;99;0;0;0;2472;0.341;0.0;0.104;0.199;0.273;0.042;0.04;0.0;0.0;0.0
191;1975;4631;Alver;1535;0;1012;2171;1670;149;260;0;0;0;6797;0.226;0.0;0.149;0.319;0.246;0.022;0.038;0.0;0.0;0.0
192;1975;4632;Austrheim;200;0;350;224;106;7;16;0;0;0;903;0.221;0.0;0.388;0.248;0.117;0.008;0.018;0.0;0.0;0.0
193;1975;4633;Fedje;81;0;70;133;39;1;5;0;0;0;329;0.246;0.0;0.213;0.404;0.119;0.003;0.015;0.0;0.0;0.0
194;1975;4634;Masfjorden;162;0;39;313;249;13;85;0;0;0;861;0.188;0.0;0.045;0.364;0.289;0.015;0.099;0.0;0.0;0.0
195;1975;4635;Gulen;186;0;106;233;592;32;55;0;0;19;1223;0.152;0.0;0.087;0.191;0.484;0.026;0.045;0.0;0.0;0.016
196;1975;4636;Solund;61;0;130;172;87;8;41;0;0;10;509;0.12;0.0;0.255;0.338;0.171;0.016;0.081;0.0;0.0;0.02
197;1975;4637;Hyllestad;179;0;155;290;176;20;11;0;0;2;833;0.215;0.0;0.186;0.348;0.211;0.024;0.013;0.0;0.0;0.002
198;1975;4638;Høyanger;1158;0;99;210;246;234;51;0;0;496;2494;0.464;0.0;0.04;0.084;0.099;0.094;0.02;0.0;0.0;0.199
199;1975;4639;Vik;274;0;90;103;463;20;23;0;0;85;1058;0.259;0.0;0.085;0.097;0.438;0.019;0.022;0.0;0.0;0.08
200;1975;4640;Sogndal;1043;0;824;655;726;170;653;0;0;125;4196;0.249;0.0;0.196;0.156;0.173;0.041;0.156;0.0;0.0;0.03
201;1975;4641;Aurland;478;0;100;76;198;16;30;0;0;15;913;0.524;0.0;0.11;0.083;0.217;0.018;0.033;0.0;0.0;0.016
202;1975;4642;Lærdal;482;0;47;27;438;65;40;0;0;84;1183;0.407;0.0;0.04;0.023;0.37;0.055;0.034;0.0;0.0;0.071
203;1975;4643;Årdal;2173;0;189;146;156;205;77;0;0;95;3041;0.715;0.0;0.062;0.048;0.051;0.067;0.025;0.0;0.0;0.031
204;1975;4644;Luster;1022;0;87;397;922;39;56;0;0;21;2544;0.402;0.0;0.034;0.156;0.362;0.015;0.022;0.0;0.0;0.008
205;1975;4645;Askvoll;214;0;297;203;545;27;32;0;0;27;1345;0.159;0.0;0.221;0.151;0.405;0.02;0.024;0.0;0.0;0.02
206;1975;4646;Fjaler;609;0;384;263;200;36;51;0;0;10;1553;0.392;0.0;0.247;0.169;0.129;0.023;0.033;0.0;0.0;0.006
207;1975;4647;Sunnfjord;996;0;2584;1116;926;83;127;0;0;12;5844;0.17;0.0;0.442;0.191;0.158;0.014;0.022;0.0;0.0;0.002
208;1975;4648;Bremanger;402;0;113;286;171;259;208;0;0;885;2324;0.173;0.0;0.049;0.123;0.074;0.111;0.09;0.0;0.0;0.381
209;1975;4649;Stad;200;0;177;495;532;252;142;0;0;2030;3828;0.052;0.0;0.046;0.129;0.139;0.066;0.037;0.0;0.0;0.53
210;1975;4650;Gloppen;279;0;311;639;1363;68;129;0;0;109;2898;0.096;0.0;0.107;0.22;0.47;0.023;0.045;0.0;0.0;0.038
211;1975;4651;Stryn;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
212;1975;1505;Kristiansund;4466;0;2212;1058;414;570;1453;0;0;34;10207;0.438;0.0;0.217;0.104;0.041;0.056;0.142;0.0;0.0;0.003
213;1975;1506;Molde;3126;0;1554;2364;1944;522;698;0;0;113;10321;0.303;0.0;0.151;0.229;0.188;0.051;0.068;0.0;0.0;0.011
214;1975;1507;Ålesund;789;0;677;1105;818;129;590;0;0;342;4450;0.177;0.0;0.152;0.248;0.184;0.029;0.133;0.0;0.0;0.077
215;1975;1511;Vanylven;219;0;74;367;786;13;179;0;0;98;1736;0.126;0.0;0.043;0.211;0.453;0.007;0.103;0.0;0.0;0.056
216;1975;1514;Sande;196;0;107;474;158;15;275;0;0;326;1551;0.126;0.0;0.069;0.306;0.102;0.01;0.177;0.0;0.0;0.21
217;1975;1515;Herøy;725;0;558;1119;387;36;410;0;0;231;3466;0.209;0.0;0.161;0.323;0.112;0.01;0.118;0.0;0.0;0.067
218;1975;1516;Ulstein;286;0;317;776;306;54;196;0;0;33;1968;0.145;0.0;0.161;0.394;0.155;0.027;0.1;0.0;0.0;0.017
219;1975;1517;Hareid;198;0;282;448;226;63;478;0;0;13;1708;0.116;0.0;0.165;0.262;0.132;0.037;0.28;0.0;0.0;0.008
220;1975;1520;Ørsta;794;0;412;997;1424;221;356;0;0;60;4264;0.186;0.0;0.097;0.234;0.334;0.052;0.083;0.0;0.0;0.014
221;1975;1525;Stranda;442;0;172;496;438;49;112;0;0;474;2183;0.202;0.0;0.079;0.227;0.201;0.022;0.051;0.0;0.0;0.217
222;1975;1528;Sykkylven;317;0;256;576;362;39;83;0;0;1099;2732;0.116;0.0;0.094;0.211;0.133;0.014;0.03;0.0;0.0;0.402
223;1975;1531;Sula;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
224;1975;1532;Giske;297;0;290;1059;375;32;223;0;0;25;2301;0.129;0.0;0.126;0.46;0.163;0.014;0.097;0.0;0.0;0.011
225;1975;1535;Vestnes;574;0;183;532;417;57;207;0;0;384;2354;0.244;0.0;0.078;0.226;0.177;0.024;0.088;0.0;0.0;0.163
226;1975;1539;Rauma;1081;0;524;743;647;131;155;0;0;36;3317;0.326;0.0;0.158;0.224;0.195;0.039;0.047;0.0;0.0;0.011
227;1975;1547;Aukra;192;0;77;263;394;30;84;0;0;72;1112;0.173;0.0;0.069;0.237;0.354;0.027;0.076;0.0;0.0;0.065
228;1975;1554;Averøy;792;0;134;318;701;29;212;0;0;54;2240;0.354;0.0;0.06;0.142;0.313;0.013;0.095;0.0;0.0;0.024
229;1975;1557;Gjemnes;342;0;96;285;469;27;47;0;0;120;1386;0.247;0.0;0.069;0.206;0.338;0.019;0.034;0.0;0.0;0.087
230;1975;1560;Tingvoll;547;0;69;300;480;62;88;0;0;35;1581;0.346;0.0;0.044;0.19;0.304;0.039;0.056;0.0;0.0;0.022
231;1975;1563;Sunndal;1709;0;325;408;644;216;103;0;0;50;3455;0.495;0.0;0.094;0.118;0.186;0.063;0.03;0.0;0.0;0.014
232;1975;1566;Surnadal;1238;0;177;355;984;38;74;0;0;7;2873;0.431;0.0;0.062;0.124;0.342;0.013;0.026;0.0;0.0;0.002
233;1975;1573;Smøla;377;0;179;181;176;182;185;0;0;3;1283;0.294;0.0;0.14;0.141;0.137;0.142;0.144;0.0;0.0;0.002
234;1975;1576;Aure;647;0;162;306;519;26;187;0;0;128;1975;0.328;0.0;0.082;0.155;0.263;0.013;0.095;0.0;0.0;0.065
235;1975;1577;Volda;507;0;259;956;794;154;702;0;0;68;3440;0.147;0.0;0.075;0.278;0.231;0.045;0.204;0.0;0.0;0.02
236;1975;1578;Fjord;79;0;23;131;595;13;48;0;0;113;1002;0.079;0.0;0.023;0.131;0.594;0.013;0.048;0.0;0.0;0.113
237;1975;1579;Hustadvika;1041;0;287;974;1369;106;245;0;0;36;4058;0.257;0.0;0.071;0.24;0.337;0.026;0.06;0.0;0.0;0.009
238;1975;5001;Trondheim;23481;0;15793;5433;4560;5284;2337;0;0;254;57142;0.411;0.0;0.276;0.095;0.08;0.092;0.041;0.0;0.0;0.004
239;1975;5006;Steinkjer;4571;0;895;519;2748;512;877;0;0;46;10168;0.45;0.0;0.088;0.051;0.27;0.05;0.086;0.0;0.0;0.005
240;1975;5007;Namsos;2624;0;664;617;1086;475;422;0;0;12;5900;0.445;0.0;0.113;0.105;0.184;0.081;0.072;0.0;0.0;0.002
241;1975;5014;Frøya;869;0;246;444;328;51;152;0;0;16;2106;0.413;0.0;0.117;0.211;0.156;0.024;0.072;0.0;0.0;0.008
242;1975;5020;Osen;202;0;28;144;143;11;46;0;0;8;582;0.347;0.0;0.048;0.247;0.246;0.019;0.079;0.0;0.0;0.014
243;1975;5021;Oppdal;839;0;246;354;802;48;91;0;0;42;2422;0.346;0.0;0.102;0.146;0.331;0.02;0.038;0.0;0.0;0.017
244;1975;5022;Rennebu;462;0;65;314;386;27;93;0;0;4;1351;0.342;0.0;0.048;0.232;0.286;0.02;0.069;0.0;0.0;0.003
245;1975;5025;Røros;1256;0;279;172;394;274;180;0;0;29;2584;0.486;0.0;0.108;0.067;0.152;0.106;0.07;0.0;0.0;0.011
246;1975;5026;Holtålen;847;0;37;153;229;125;19;0;0;13;1423;0.595;0.0;0.026;0.108;0.161;0.088;0.013;0.0;0.0;0.009
247;1975;5027;Midtre;1200;0;258;432;855;112;138;0;0;12;3007;0.399;0.0;0.086;0.144;0.284;0.037;0.046;0.0;0.0;0.004
248;1975;5028;Melhus;1922;0;483;591;1298;189;199;0;0;19;4701;0.409;0.0;0.103;0.126;0.276;0.04;0.042;0.0;0.0;0.004
249;1975;5029;Skaun;711;0;202;216;645;111;69;0;0;5;1959;0.363;0.0;0.103;0.11;0.329;0.057;0.035;0.0;0.0;0.003
250;1975;5031;Malvik;1806;0;478;238;369;256;167;0;0;20;3334;0.542;0.0;0.143;0.071;0.111;0.077;0.05;0.0;0.0;0.006
251;1975;5032;Selbu;770;0;202;173;477;217;139;0;0;5;1983;0.388;0.0;0.102;0.087;0.241;0.109;0.07;0.0;0.0;0.003
252;1975;5033;Tydal;197;0;22;19;86;51;88;0;0;0;463;0.425;0.0;0.048;0.041;0.186;0.11;0.19;0.0;0.0;0.0
253;1975;5034;Meråker;798;0;69;67;108;196;211;0;0;14;1463;0.545;0.0;0.047;0.046;0.074;0.134;0.144;0.0;0.0;0.01
254;1975;5035;Stjørdal;2656;0;535;670;1553;351;399;0;0;9;6173;0.43;0.0;0.087;0.109;0.252;0.057;0.065;0.0;0.0;0.001
255;1975;5036;Frosta;359;0;72;165;244;17;61;0;0;258;1176;0.305;0.0;0.061;0.14;0.207;0.014;0.052;0.0;0.0;0.219
256;1975;5037;Levanger;2332;0;720;797;1487;274;689;0;0;209;6508;0.358;0.0;0.111;0.122;0.228;0.042;0.106;0.0;0.0;0.032
257;1975;5038;Verdal;2229;0;393;303;1147;509;283;0;0;25;4889;0.456;0.0;0.08;0.062;0.235;0.104;0.058;0.0;0.0;0.005
258;1975;5041;Snåase;422;0;72;29;650;94;83;0;0;2;1352;0.312;0.0;0.053;0.021;0.481;0.07;0.061;0.0;0.0;0.001
259;1975;5042;Lierne;224;0;33;76;217;37;89;0;0;2;678;0.33;0.0;0.049;0.112;0.32;0.055;0.131;0.0;0.0;0.003
260;1975;5043;Raarvihke;133;0;7;87;28;36;34;0;0;2;327;0.407;0.0;0.021;0.266;0.086;0.11;0.104;0.0;0.0;0.006
261;1975;5044;Namsskogan;424;0;33;73;101;30;22;0;0;21;704;0.602;0.0;0.047;0.104;0.143;0.043;0.031;0.0;0.0;0.03
262;1975;5045;Grong;536;0;118;50;424;92;121;0;0;1;1342;0.399;0.0;0.088;0.037;0.316;0.069;0.09;0.0;0.0;0.001
263;1975;5046;Høylandet;281;0;11;42;275;10;87;0;0;1;707;0.397;0.0;0.016;0.059;0.389;0.014;0.123;0.0;0.0;0.001
264;1975;5047;Overhalla;495;0;88;64;644;57;258;0;0;2;1608;0.308;0.0;0.055;0.04;0.4;0.035;0.16;0.0;0.0;0.001
265;1975;5049;Flatanger;152;0;33;140;140;21;59;0;0;117;662;0.23;0.0;0.05;0.211;0.211;0.032;0.089;0.0;0.0;0.177
266;1975;5052;Leka;164;0;13;27;196;20;22;0;0;7;449;0.365;0.0;0.029;0.06;0.437;0.045;0.049;0.0;0.0;0.016
267;1975;5053;Inderøy;1344;0;98;269;1112;58;210;0;0;22;3113;0.432;0.0;0.031;0.086;0.357;0.019;0.067;0.0;0.0;0.007
268;1975;5054;Indre;1283;0;332;718;1669;124;176;0;0;50;4352;0.295;0.0;0.076;0.165;0.384;0.028;0.04;0.0;0.0;0.011
269;1975;5055;Heim;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
270;1975;5056;Hitra;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
271;1975;5057;Ørland;942;0;573;416;1647;109;100;0;0;130;3917;0.24;0.0;0.146;0.106;0.42;0.028;0.026;0.0;0.0;0.033
272;1975;5058;Åfjord;529;0;357;534;722;30;65;0;0;16;2253;0.235;0.0;0.158;0.237;0.32;0.013;0.029;0.0;0.0;0.007
273;1975;5059;Orkland;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
274;1975;5060;Nærøysund;1509;0;506;435;992;261;359;0;0;7;4069;0.371;0.0;0.124;0.107;0.244;0.064;0.088;0.0;0.0;0.002
275;1975;5061;Rindal;343;0;20;186;440;14;16;0;0;54;1073;0.32;0.0;0.019;0.173;0.41;0.013;0.015;0.0;0.0;0.05
276;1975;1804;Bodø;4657;0;3862;1576;1152;677;547;0;0;0;12471;0.373;0.0;0.31;0.126;0.092;0.054;0.044;0.0;0.0;0.0
277;1975;1806;Narvik;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
278;1975;1811;Bindal;411;0;39;79;468;145;18;0;0;0;1160;0.354;0.0;0.034;0.068;0.403;0.125;0.016;0.0;0.0;0.0
279;1975;1812;Sømna;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
280;1975;1813;Brønnøy;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
281;1975;1815;Vega;394;0;41;71;191;72;65;0;0;0;834;0.472;0.0;0.049;0.085;0.229;0.086;0.078;0.0;0.0;0.0
282;1975;1816;Vevelstad;194;0;55;31;93;18;7;0;0;0;398;0.487;0.0;0.138;0.078;0.234;0.045;0.018;0.0;0.0;0.0
283;1975;1818;Herøy;487;0;128;156;84;29;28;0;0;0;912;0.534;0.0;0.14;0.171;0.092;0.032;0.031;0.0;0.0;0.0
284;1975;1820;Alstahaug;940;0;493;314;563;169;179;0;0;0;2658;0.354;0.0;0.185;0.118;0.212;0.064;0.067;0.0;0.0;0.0
285;1975;1822;Leirfjord;462;0;68;114;366;30;36;0;0;0;1076;0.429;0.0;0.063;0.106;0.34;0.028;0.033;0.0;0.0;0.0
286;1975;1824;Vefsn;2663;0;609;401;858;383;299;0;0;0;5213;0.511;0.0;0.117;0.077;0.165;0.073;0.057;0.0;0.0;0.0
287;1975;1825;Grane;466;0;34;48;204;51;15;0;0;0;818;0.57;0.0;0.042;0.059;0.249;0.062;0.018;0.0;0.0;0.0
288;1975;1826;Hattfjelldal;433;0;11;59;240;83;52;0;0;0;878;0.493;0.0;0.013;0.067;0.273;0.095;0.059;0.0;0.0;0.0
289;1975;1827;Dønna;253;0;272;81;185;101;7;0;0;0;899;0.281;0.0;0.303;0.09;0.206;0.112;0.008;0.0;0.0;0.0
290;1975;1828;Nesna;366;0;81;99;208;62;43;0;0;0;859;0.426;0.0;0.094;0.115;0.242;0.072;0.05;0.0;0.0;0.0
291;1975;1832;Hemnes;1013;0;232;170;356;211;72;0;0;0;2054;0.493;0.0;0.113;0.083;0.173;0.103;0.035;0.0;0.0;0.0
