;År;Kommunenr;Kommunenavn;Arbeiderpartiet;Fremskrittspartiet;Høyre;Kristelig Folkeparti;Senterpartiet;Sosialistisk Venstreparti;Venstre;Miljøpartiet de Grønne;Rødt;Andre lister;stemmer totalt;Arbeiderpartiet-prosent;Fremskrittspartiet-prosent;Høyre-prosent;Kristelig Folkeparti-prosent;Senterpartiet-prosent;Sosialistisk Venstreparti-prosent;Venstre-prosent;Miljøpartiet de Grønne-prosent;Rødt-prosent;Andre lister-prosent
747;1983;3033;Ullensaker;3494;807;2492;353;740;249;295;0;0;0;8430;0.414;0.096;0.296;0.042;0.088;0.03;0.035;0.0;0.0;0.0
748;1983;3034;Nes;4372;399;1073;350;956;255;174;0;0;0;7579;0.577;0.053;0.142;0.046;0.126;0.034;0.023;0.0;0.0;0.0
749;1983;3035;Eidsvoll;4477;557;1604;403;717;333;308;0;0;0;8399;0.533;0.066;0.191;0.048;0.085;0.04;0.037;0.0;0.0;0.0
750;1983;3036;Nannestad;1895;242;805;281;443;135;97;0;0;0;3898;0.486;0.062;0.207;0.072;0.114;0.035;0.025;0.0;0.0;0.0
751;1983;3037;Hurdal;724;44;156;193;159;34;123;0;0;0;1433;0.505;0.031;0.109;0.135;0.111;0.024;0.086;0.0;0.0;0.0
752;1983;3038;Hole;792;109;905;103;254;77;76;0;0;0;2316;0.342;0.047;0.391;0.044;0.11;0.033;0.033;0.0;0.0;0.0
753;1983;3039;Flå;436;33;194;63;94;3;4;0;0;0;827;0.527;0.04;0.235;0.076;0.114;0.004;0.005;0.0;0.0;0.0
754;1983;3040;Nesbyen;787;57;425;220;315;32;75;0;0;0;1911;0.412;0.03;0.222;0.115;0.165;0.017;0.039;0.0;0.0;0.0
755;1983;3041;Gol;637;79;552;190;393;54;154;0;0;0;2059;0.309;0.038;0.268;0.092;0.191;0.026;0.075;0.0;0.0;0.0
756;1983;3042;Hemsedal;175;14;233;131;237;21;59;0;0;0;870;0.201;0.016;0.268;0.151;0.272;0.024;0.068;0.0;0.0;0.0
757;1983;3043;Ål;782;78;554;324;494;88;203;0;0;0;2523;0.31;0.031;0.22;0.128;0.196;0.035;0.08;0.0;0.0;0.0
758;1983;3044;Hol;882;127;746;156;237;46;146;0;0;0;2340;0.377;0.054;0.319;0.067;0.101;0.02;0.062;0.0;0.0;0.0
759;1983;3045;Sigdal;799;83;545;49;636;20;53;0;0;0;2185;0.366;0.038;0.249;0.022;0.291;0.009;0.024;0.0;0.0;0.0
760;1983;3046;Krødsherad;706;85;311;41;194;94;17;0;0;0;1448;0.488;0.059;0.215;0.028;0.134;0.065;0.012;0.0;0.0;0.0
761;1983;3047;Modum;3751;234;1267;289;824;202;84;0;0;0;6651;0.564;0.035;0.19;0.043;0.124;0.03;0.013;0.0;0.0;0.0
762;1983;3048;Øvre;3508;392;1967;372;850;288;152;0;0;0;7529;0.466;0.052;0.261;0.049;0.113;0.038;0.02;0.0;0.0;0.0
763;1983;3049;Lier;3995;679;3311;362;834;350;222;0;0;0;9753;0.41;0.07;0.339;0.037;0.086;0.036;0.023;0.0;0.0;0.0
764;1983;3050;Flesberg;466;63;365;62;317;20;53;0;0;0;1346;0.346;0.047;0.271;0.046;0.236;0.015;0.039;0.0;0.0;0.0
765;1983;3051;Rollag;358;28;162;77;203;17;27;0;0;0;872;0.411;0.032;0.186;0.088;0.233;0.019;0.031;0.0;0.0;0.0
766;1983;3052;Nore;822;45;232;112;481;14;18;0;0;0;1724;0.477;0.026;0.135;0.065;0.279;0.008;0.01;0.0;0.0;0.0
767;1983;3053;Jevnaker;1927;96;591;109;185;210;38;0;0;0;3156;0.611;0.03;0.187;0.035;0.059;0.067;0.012;0.0;0.0;0.0
768;1983;3054;Lunner;2186;193;641;194;522;163;60;0;0;0;3959;0.552;0.049;0.162;0.049;0.132;0.041;0.015;0.0;0.0;0.0
769;1983;0301;Oslo;99202;27037;105870;12638;2097;19151;8336;0;0;0;274331;0.362;0.099;0.386;0.046;0.008;0.07;0.03;0.0;0.0;0.0
770;1983;3401;Kongsvinger;5487;576;1392;286;526;591;253;0;0;0;9111;0.602;0.063;0.153;0.031;0.058;0.065;0.028;0.0;0.0;0.0
771;1983;3403;Hamar;8197;524;2975;613;633;967;618;0;0;0;14527;0.564;0.036;0.205;0.042;0.044;0.067;0.043;0.0;0.0;0.0
772;1983;3405;Lillehammer;5533;442;2910;662;927;881;578;0;0;0;11933;0.464;0.037;0.244;0.055;0.078;0.074;0.048;0.0;0.0;0.0
773;1983;3407;Gjøvik;8231;660;2397;1010;1052;621;540;0;0;0;14511;0.567;0.045;0.165;0.07;0.072;0.043;0.037;0.0;0.0;0.0
774;1983;3411;Ringsaker;9892;615;2444;640;1865;755;299;0;0;0;16510;0.599;0.037;0.148;0.039;0.113;0.046;0.018;0.0;0.0;0.0
775;1983;3412;Løten;2589;89;458;56;382;234;58;0;0;0;3866;0.67;0.023;0.118;0.014;0.099;0.061;0.015;0.0;0.0;0.0
776;1983;3413;Stange;6651;320;1142;436;769;625;198;0;0;0;10141;0.656;0.032;0.113;0.043;0.076;0.062;0.02;0.0;0.0;0.0
777;1983;3414;Nord-Odal;2145;46;240;105;176;250;23;0;0;0;2985;0.719;0.015;0.08;0.035;0.059;0.084;0.008;0.0;0.0;0.0
778;1983;3415;Sør-Odal;2867;98;458;94;395;270;51;0;0;0;4233;0.677;0.023;0.108;0.022;0.093;0.064;0.012;0.0;0.0;0.0
779;1983;3416;Eidskog;2277;77;373;179;303;158;100;0;0;0;3467;0.657;0.022;0.108;0.052;0.087;0.046;0.029;0.0;0.0;0.0
780;1983;3417;Grue;2288;61;426;123;372;198;65;0;0;0;3533;0.648;0.017;0.121;0.035;0.105;0.056;0.018;0.0;0.0;0.0
781;1983;3418;Åsnes;2493;149;498;244;471;709;62;0;0;0;4626;0.539;0.032;0.108;0.053;0.102;0.153;0.013;0.0;0.0;0.0
782;1983;3419;Våler;1454;72;320;84;251;229;17;0;0;0;2427;0.599;0.03;0.132;0.035;0.103;0.094;0.007;0.0;0.0;0.0
783;1983;3420;Elverum;4583;545;1716;253;792;648;260;0;0;0;8797;0.521;0.062;0.195;0.029;0.09;0.074;0.03;0.0;0.0;0.0
784;1983;3421;Trysil;2393;87;514;234;601;241;97;0;0;0;4167;0.574;0.021;0.123;0.056;0.144;0.058;0.023;0.0;0.0;0.0
785;1983;3422;Åmot;1341;95;292;36;325;477;32;0;0;0;2598;0.516;0.037;0.112;0.014;0.125;0.184;0.012;0.0;0.0;0.0
786;1983;3423;Stor-Elvdal;1313;53;288;31;225;171;49;0;0;0;2130;0.616;0.025;0.135;0.015;0.106;0.08;0.023;0.0;0.0;0.0
787;1983;3424;Rendalen;1013;33;146;24;344;100;35;0;0;0;1695;0.598;0.019;0.086;0.014;0.203;0.059;0.021;0.0;0.0;0.0
788;1983;3425;Engerdal;551;12;152;11;262;25;44;0;0;0;1057;0.521;0.011;0.144;0.01;0.248;0.024;0.042;0.0;0.0;0.0
789;1983;3426;Tolga;305;17;119;13;448;101;40;0;0;0;1043;0.292;0.016;0.114;0.012;0.43;0.097;0.038;0.0;0.0;0.0
790;1983;3427;Tynset;1031;71;411;142;830;182;164;0;0;0;2831;0.364;0.025;0.145;0.05;0.293;0.064;0.058;0.0;0.0;0.0
791;1983;3428;Alvdal;558;23;148;71;464;39;62;0;0;0;1365;0.409;0.017;0.108;0.052;0.34;0.029;0.045;0.0;0.0;0.0
792;1983;3429;Folldal;675;8;86;25;413;31;23;0;0;0;1261;0.535;0.006;0.068;0.02;0.328;0.025;0.018;0.0;0.0;0.0
793;1983;3430;Os;590;10;72;65;384;49;21;0;0;0;1191;0.495;0.008;0.06;0.055;0.322;0.041;0.018;0.0;0.0;0.0
794;1983;3431;Dovre;947;56;233;41;390;57;41;0;0;0;1765;0.537;0.032;0.132;0.023;0.221;0.032;0.023;0.0;0.0;0.0
795;1983;3432;Lesja;523;25;166;107;431;30;57;0;0;0;1339;0.391;0.019;0.124;0.08;0.322;0.022;0.043;0.0;0.0;0.0
796;1983;3433;Skjåk;687;40;113;25;398;27;52;0;0;0;1342;0.512;0.03;0.084;0.019;0.297;0.02;0.039;0.0;0.0;0.0
797;1983;3434;Lom;706;25;112;50;392;26;61;0;0;0;1372;0.515;0.018;0.082;0.036;0.286;0.019;0.044;0.0;0.0;0.0
798;1983;3435;Vågå;1379;26;226;28;480;117;37;0;0;0;2293;0.601;0.011;0.099;0.012;0.209;0.051;0.016;0.0;0.0;0.0
799;1983;3436;Nord-Fron;2019;49;340;137;503;151;83;0;0;0;3282;0.615;0.015;0.104;0.042;0.153;0.046;0.025;0.0;0.0;0.0
800;1983;3437;Sel;2224;86;386;99;478;167;61;0;0;0;3501;0.635;0.025;0.11;0.028;0.137;0.048;0.017;0.0;0.0;0.0
801;1983;3438;Sør-Fron;1241;52;213;60;359;35;44;0;0;0;2004;0.619;0.026;0.106;0.03;0.179;0.017;0.022;0.0;0.0;0.0
802;1983;3439;Ringebu;1710;70;376;131;561;69;86;0;0;0;3003;0.569;0.023;0.125;0.044;0.187;0.023;0.029;0.0;0.0;0.0
803;1983;3440;Øyer;1111;57;312;155;614;41;117;0;0;0;2407;0.462;0.024;0.13;0.064;0.255;0.017;0.049;0.0;0.0;0.0
804;1983;3441;Gausdal;2008;170;278;159;681;185;168;0;0;0;3649;0.55;0.047;0.076;0.044;0.187;0.051;0.046;0.0;0.0;0.0
805;1983;3442;Østre;4180;413;1053;555;1145;277;313;0;0;0;7936;0.527;0.052;0.133;0.07;0.144;0.035;0.039;0.0;0.0;0.0
806;1983;3443;Vestre;4400;359;887;444;587;249;213;0;0;0;7139;0.616;0.05;0.124;0.062;0.082;0.035;0.03;0.0;0.0;0.0
807;1983;3446;Gran;3427;464;1029;425;1069;224;177;0;0;0;6815;0.503;0.068;0.151;0.062;0.157;0.033;0.026;0.0;0.0;0.0
808;1983;3447;Søndre;2430;117;357;102;245;209;141;0;0;0;3601;0.675;0.032;0.099;0.028;0.068;0.058;0.039;0.0;0.0;0.0
809;1983;3448;Nordre;2422;105;394;160;351;117;156;0;0;0;3705;0.654;0.028;0.106;0.043;0.095;0.032;0.042;0.0;0.0;0.0
810;1983;3449;Sør-Aurdal;1028;70;245;154;361;22;78;0;0;0;1958;0.525;0.036;0.125;0.079;0.184;0.011;0.04;0.0;0.0;0.0
811;1983;3450;Etnedal;392;25;121;136;192;26;42;0;0;0;934;0.42;0.027;0.13;0.146;0.206;0.028;0.045;0.0;0.0;0.0
812;1983;3451;Nord-Aurdal;1426;139;638;301;664;63;154;0;0;0;3385;0.421;0.041;0.188;0.089;0.196;0.019;0.045;0.0;0.0;0.0
813;1983;3452;Vestre;480;49;195;91;382;29;106;0;0;0;1332;0.36;0.037;0.146;0.068;0.287;0.022;0.08;0.0;0.0;0.0
814;1983;3453;Øystre;563;57;261;75;369;45;171;0;0;0;1541;0.365;0.037;0.169;0.049;0.239;0.029;0.111;0.0;0.0;0.0
815;1983;3454;Vang;311;29;158;85;357;10;16;0;0;0;966;0.322;0.03;0.164;0.088;0.37;0.01;0.017;0.0;0.0;0.0
816;1983;3801;Horten;4824;538;4371;593;311;482;311;0;0;0;11430;0.422;0.047;0.382;0.052;0.027;0.042;0.027;0.0;0.0;0.0
817;1983;3802;Holmestrand;4592;618;2426;536;900;356;217;0;0;0;9645;0.476;0.064;0.252;0.056;0.093;0.037;0.022;0.0;0.0;0.0
818;1983;3803;Tønsberg;6433;1722;7911;1628;1391;723;672;0;0;0;20480;0.314;0.084;0.386;0.079;0.068;0.035;0.033;0.0;0.0;0.0
819;1983;3804;Sandefjord;6723;2351;8667;1986;1205;816;1264;0;0;0;23012;0.292;0.102;0.377;0.086;0.052;0.035;0.055;0.0;0.0;0.0
820;1983;3805;Larvik;7972;1091;6025;1920;1353;929;1309;0;0;0;20599;0.387;0.053;0.292;0.093;0.066;0.045;0.064;0.0;0.0;0.0
821;1983;3806;Porsgrunn;8674;542;3597;1433;264;1090;553;0;0;0;16153;0.537;0.034;0.223;0.089;0.016;0.067;0.034;0.0;0.0;0.0
822;1983;3807;Skien;11204;1020;6048;2593;662;1512;858;0;0;0;23897;0.469;0.043;0.253;0.109;0.028;0.063;0.036;0.0;0.0;0.0
823;1983;3808;Notodden;4062;165;1261;723;407;346;217;0;0;0;7181;0.566;0.023;0.176;0.101;0.057;0.048;0.03;0.0;0.0;0.0
824;1983;3811;Færder;2892;1321;4901;626;261;406;427;0;0;0;10834;0.267;0.122;0.452;0.058;0.024;0.037;0.039;0.0;0.0;0.0
825;1983;3812;Siljan;576;24;165;129;103;33;38;0;0;0;1068;0.539;0.022;0.154;0.121;0.096;0.031;0.036;0.0;0.0;0.0
826;1983;3813;Bamble;2938;226;1476;535;189;300;241;0;0;0;5905;0.498;0.038;0.25;0.091;0.032;0.051;0.041;0.0;0.0;0.0
827;1983;3814;Kragerø;2528;152;1330;637;253;383;290;0;0;0;5573;0.454;0.027;0.239;0.114;0.045;0.069;0.052;0.0;0.0;0.0
828;1983;3815;Drangedal;1253;44;347;359;182;96;162;0;0;0;2443;0.513;0.018;0.142;0.147;0.074;0.039;0.066;0.0;0.0;0.0
829;1983;3816;Nome;1791;62;590;412;397;285;165;0;0;0;3702;0.484;0.017;0.159;0.111;0.107;0.077;0.045;0.0;0.0;0.0
830;1983;3817;Midt-Telemark;2057;160;730;487;600;236;343;0;0;0;4613;0.446;0.035;0.158;0.106;0.13;0.051;0.074;0.0;0.0;0.0
831;1983;3818;Tinn;2415;91;811;216;331;320;167;0;0;0;4351;0.555;0.021;0.186;0.05;0.076;0.074;0.038;0.0;0.0;0.0
832;1983;3819;Hjartdal;385;11;134;157;183;15;29;0;0;0;914;0.421;0.012;0.147;0.172;0.2;0.016;0.032;0.0;0.0;0.0
833;1983;3820;Seljord;588;26;292;225;158;111;102;0;0;0;1502;0.391;0.017;0.194;0.15;0.105;0.074;0.068;0.0;0.0;0.0
834;1983;3821;Kviteseid;687;34;247;220;210;63;77;0;0;0;1538;0.447;0.022;0.161;0.143;0.137;0.041;0.05;0.0;0.0;0.0
835;1983;3822;Nissedal;347;27;108;215;99;44;38;0;0;0;878;0.395;0.031;0.123;0.245;0.113;0.05;0.043;0.0;0.0;0.0
836;1983;3823;Fyresdal;474;15;91;62;105;16;46;0;0;0;809;0.586;0.019;0.112;0.077;0.13;0.02;0.057;0.0;0.0;0.0
837;1983;3824;Tokke;794;32;287;176;190;99;32;0;0;0;1610;0.493;0.02;0.178;0.109;0.118;0.061;0.02;0.0;0.0;0.0
838;1983;3825;Vinje;897;32;360;204;303;205;70;0;0;0;2071;0.433;0.015;0.174;0.099;0.146;0.099;0.034;0.0;0.0;0.0
839;1983;4201;Risør;1198;195;774;539;144;131;386;0;0;0;3367;0.356;0.058;0.23;0.16;0.043;0.039;0.115;0.0;0.0;0.0
840;1983;4202;Grimstad;1813;621;1982;1430;438;218;252;0;0;0;6754;0.268;0.092;0.293;0.212;0.065;0.032;0.037;0.0;0.0;0.0
841;1983;4203;Arendal;7164;1170;4986;2336;672;559;1043;0;0;0;17930;0.4;0.065;0.278;0.13;0.037;0.031;0.058;0.0;0.0;0.0
842;1983;4204;Kristiansand;9927;2195;11480;6707;1699;1337;1967;0;0;0;35312;0.281;0.062;0.325;0.19;0.048;0.038;0.056;0.0;0.0;0.0
843;1983;4205;Lindesnes;2420;374;2550;1505;1040;305;640;0;0;0;8834;0.274;0.042;0.289;0.17;0.118;0.035;0.072;0.0;0.0;0.0
844;1983;4206;Farsund;964;377;1540;779;263;87;341;0;0;0;4351;0.222;0.087;0.354;0.179;0.06;0.02;0.078;0.0;0.0;0.0
845;1983;4207;Flekkefjord;1136;341;1275;956;352;95;208;0;0;0;4363;0.26;0.078;0.292;0.219;0.081;0.022;0.048;0.0;0.0;0.0
846;1983;4211;Gjerstad;733;41;174;218;126;55;91;0;0;0;1438;0.51;0.029;0.121;0.152;0.088;0.038;0.063;0.0;0.0;0.0
847;1983;4212;Vegårshei;433;56;173;242;115;15;29;0;0;0;1063;0.407;0.053;0.163;0.228;0.108;0.014;0.027;0.0;0.0;0.0
848;1983;4213;Tvedestrand;958;274;879;455;241;50;182;0;0;0;3039;0.315;0.09;0.289;0.15;0.079;0.016;0.06;0.0;0.0;0.0
849;1983;4214;Froland;845;80;241;331;234;29;84;0;0;0;1844;0.458;0.043;0.131;0.18;0.127;0.016;0.046;0.0;0.0;0.0
850;1983;4215;Lillesand;815;346;1177;546;197;169;239;0;0;0;3489;0.234;0.099;0.337;0.156;0.056;0.048;0.069;0.0;0.0;0.0
851;1983;4216;Birkenes;574;190;323;466;357;36;37;0;0;0;1983;0.289;0.096;0.163;0.235;0.18;0.018;0.019;0.0;0.0;0.0
852;1983;4217;Åmli;626;70;93;112;164;46;32;0;0;0;1143;0.548;0.061;0.081;0.098;0.143;0.04;0.028;0.0;0.0;0.0
853;1983;4218;Iveland;175;36;96;152;111;11;6;0;0;0;587;0.298;0.061;0.164;0.259;0.189;0.019;0.01;0.0;0.0;0.0
854;1983;4219;Evje;878;75;296;300;180;73;98;0;0;0;1900;0.462;0.039;0.156;0.158;0.095;0.038;0.052;0.0;0.0;0.0
855;1983;4220;Bygland;286;9;129;119;183;13;45;0;0;0;784;0.365;0.011;0.165;0.152;0.233;0.017;0.057;0.0;0.0;0.0
856;1983;4221;Valle;289;18;139;114;208;34;11;0;0;0;813;0.355;0.022;0.171;0.14;0.256;0.042;0.014;0.0;0.0;0.0
857;1983;4222;Bykle;102;10;66;35;48;21;5;0;0;0;287;0.355;0.035;0.23;0.122;0.167;0.073;0.017;0.0;0.0;0.0
858;1983;4223;Vennesla;2493;216;732;1391;376;154;141;0;0;0;5503;0.453;0.039;0.133;0.253;0.068;0.028;0.026;0.0;0.0;0.0
859;1983;4224;Åseral;86;9;118;100;185;5;13;0;0;0;516;0.167;0.017;0.229;0.194;0.359;0.01;0.025;0.0;0.0;0.0
860;1983;4225;Lyngdal;800;251;941;954;645;30;163;0;0;0;3784;0.211;0.066;0.249;0.252;0.17;0.008;0.043;0.0;0.0;0.0
861;1983;4226;Hægebostad;197;31;183;265;144;9;13;0;0;0;842;0.234;0.037;0.217;0.315;0.171;0.011;0.015;0.0;0.0;0.0
862;1983;4227;Kvinesdal;782;195;547;710;294;73;126;0;0;0;2727;0.287;0.072;0.201;0.26;0.108;0.027;0.046;0.0;0.0;0.0
863;1983;4228;Sirdal;172;29;162;161;275;14;52;0;0;0;865;0.199;0.034;0.187;0.186;0.318;0.016;0.06;0.0;0.0;0.0
864;1983;1101;Eigersund;1653;350;1569;1068;377;139;503;0;0;0;5659;0.292;0.062;0.277;0.189;0.067;0.025;0.089;0.0;0.0;0.0
865;1983;1103;Stavanger;16832;4737;15915;5108;1803;2509;2246;0;0;0;49150;0.342;0.096;0.324;0.104;0.037;0.051;0.046;0.0;0.0;0.0
866;1983;1106;Haugesund;4704;1292;3977;1758;227;466;645;0;0;0;13069;0.36;0.099;0.304;0.135;0.017;0.036;0.049;0.0;0.0;0.0
867;1983;1108;Sandnes;5792;1859;5420;2930;1239;862;1200;0;0;0;19302;0.3;0.096;0.281;0.152;0.064;0.045;0.062;0.0;0.0;0.0
868;1983;1111;Sokndal;555;152;430;388;166;26;98;0;0;0;1815;0.306;0.084;0.237;0.214;0.091;0.014;0.054;0.0;0.0;0.0
869;1983;1112;Lund;425;123;327;431;231;28;23;0;0;0;1588;0.268;0.077;0.206;0.271;0.145;0.018;0.014;0.0;0.0;0.0
870;1983;1114;Bjerkreim;122;46;211;313;355;15;31;0;0;0;1093;0.112;0.042;0.193;0.286;0.325;0.014;0.028;0.0;0.0;0.0
871;1983;1119;Hå;1002;655;1175;1514;1166;136;147;0;0;0;5795;0.173;0.113;0.203;0.261;0.201;0.023;0.025;0.0;0.0;0.0
872;1983;1120;Klepp;927;556;1412;861;895;103;203;0;0;0;4957;0.187;0.112;0.285;0.174;0.181;0.021;0.041;0.0;0.0;0.0
873;1983;1121;Time;1205;464;1368;881;875;178;231;0;0;0;5202;0.232;0.089;0.263;0.169;0.168;0.034;0.044;0.0;0.0;0.0
874;1983;1122;Gjesdal;779;183;625;558;400;68;116;0;0;0;2729;0.285;0.067;0.229;0.204;0.147;0.025;0.043;0.0;0.0;0.0
875;1983;1124;Sola;1370;884;2274;854;653;129;206;0;0;0;6370;0.215;0.139;0.357;0.134;0.103;0.02;0.032;0.0;0.0;0.0
876;1983;1127;Randaberg;693;222;884;561;517;71;132;0;0;0;3080;0.225;0.072;0.287;0.182;0.168;0.023;0.043;0.0;0.0;0.0
877;1983;1130;Strand;1170;268;865;928;284;178;266;0;0;0;3959;0.296;0.068;0.218;0.234;0.072;0.045;0.067;0.0;0.0;0.0
878;1983;1133;Hjelmeland;146;81;262;365;459;30;28;0;0;0;1371;0.106;0.059;0.191;0.266;0.335;0.022;0.02;0.0;0.0;0.0
879;1983;1134;Suldal;522;52;327;394;559;78;145;0;0;0;2077;0.251;0.025;0.157;0.19;0.269;0.038;0.07;0.0;0.0;0.0
880;1983;1135;Sauda;1552;104;590;367;172;171;148;0;0;0;3104;0.5;0.034;0.19;0.118;0.055;0.055;0.048;0.0;0.0;0.0
881;1983;1144;Kvitsøy;82;11;69;106;20;6;10;0;0;0;304;0.27;0.036;0.227;0.349;0.066;0.02;0.033;0.0;0.0;0.0
882;1983;1145;Bokn;71;17;69;69;124;10;10;0;0;0;370;0.192;0.046;0.186;0.186;0.335;0.027;0.027;0.0;0.0;0.0
883;1983;1146;Tysvær;665;255;663;658;444;65;288;0;0;0;3038;0.219;0.084;0.218;0.217;0.146;0.021;0.095;0.0;0.0;0.0
884;1983;1149;Karmøy;3725;1633;3289;3223;556;392;832;0;0;0;13650;0.273;0.12;0.241;0.236;0.041;0.029;0.061;0.0;0.0;0.0
885;1983;1151;Utsira;31;8;54;6;55;4;2;0;0;0;160;0.194;0.05;0.338;0.038;0.344;0.025;0.012;0.0;0.0;0.0
886;1983;1160;Vindafjord;673;257;768;775;867;88;276;0;0;0;3704;0.182;0.069;0.207;0.209;0.234;0.024;0.075;0.0;0.0;0.0
887;1983;4601;Bergen;35622;10452;32799;10055;1571;6718;4502;0;0;0;101719;0.35;0.103;0.322;0.099;0.015;0.066;0.044;0.0;0.0;0.0
888;1983;4602;Kinn;2060;222;1854;829;449;820;824;0;0;0;7058;0.292;0.031;0.263;0.117;0.064;0.116;0.117;0.0;0.0;0.0
889;1983;4611;Etne;582;117;400;390;319;43;112;0;0;0;1963;0.296;0.06;0.204;0.199;0.163;0.022;0.057;0.0;0.0;0.0
890;1983;4612;Sveio;440;162;424;416;288;43;87;0;0;0;1860;0.237;0.087;0.228;0.224;0.155;0.023;0.047;0.0;0.0;0.0
891;1983;4613;Bømlo;889;280;1064;1432;207;89;308;0;0;0;4269;0.208;0.066;0.249;0.335;0.048;0.021;0.072;0.0;0.0;0.0
892;1983;4614;Stord;1868;415;1582;952;235;482;344;0;0;0;5878;0.318;0.071;0.269;0.162;0.04;0.082;0.059;0.0;0.0;0.0
893;1983;4615;Fitjar;300;85;381;385;145;34;86;0;0;0;1416;0.212;0.06;0.269;0.272;0.102;0.024;0.061;0.0;0.0;0.0
894;1983;4616;Tysnes;272;68;362;329;347;25;64;0;0;0;1467;0.185;0.046;0.247;0.224;0.237;0.017;0.044;0.0;0.0;0.0
895;1983;4617;Kvinnherad;1487;357;1336;818;1242;277;243;0;0;0;5760;0.258;0.062;0.232;0.142;0.216;0.048;0.042;0.0;0.0;0.0
896;1983;4618;Ullensvang;2955;243;1210;562;871;550;414;0;0;0;6805;0.434;0.036;0.178;0.083;0.128;0.081;0.061;0.0;0.0;0.0
897;1983;4619;Eidfjord;228;37;125;38;71;11;20;0;0;0;530;0.43;0.07;0.236;0.072;0.134;0.021;0.038;0.0;0.0;0.0
898;1983;4620;Ulvik;184;25;118;29;154;35;81;0;0;0;626;0.294;0.04;0.188;0.046;0.246;0.056;0.129;0.0;0.0;0.0
899;1983;4621;Voss;2964;280;1248;796;1381;308;512;0;0;0;7489;0.396;0.037;0.167;0.106;0.184;0.041;0.068;0.0;0.0;0.0
900;1983;4622;Kvam;1115;197;962;889;631;229;240;0;0;0;4263;0.262;0.046;0.226;0.209;0.148;0.054;0.056;0.0;0.0;0.0
901;1983;4623;Samnanger;445;50;234;219;88;27;40;0;0;0;1103;0.403;0.045;0.212;0.199;0.08;0.024;0.036;0.0;0.0;0.0
902;1983;4624;Bjørnafjorden;1696;645;1947;1074;695;201;467;0;0;0;6725;0.252;0.096;0.29;0.16;0.103;0.03;0.069;0.0;0.0;0.0
903;1983;4625;Austevoll;345;76;459;692;153;27;57;0;0;0;1809;0.191;0.042;0.254;0.383;0.085;0.015;0.032;0.0;0.0;0.0
904;1983;4626;Øygarden;2444;799;2146;1716;456;236;459;0;0;0;8256;0.296;0.097;0.26;0.208;0.055;0.029;0.056;0.0;0.0;0.0
905;1983;4627;Askøy;2726;760;1663;932;168;431;685;0;0;0;7365;0.37;0.103;0.226;0.127;0.023;0.059;0.093;0.0;0.0;0.0
906;1983;4628;Vaksdal;1159;101;386;360;189;163;87;0;0;0;2445;0.474;0.041;0.158;0.147;0.077;0.067;0.036;0.0;0.0;0.0
907;1983;4629;Modalen;32;11;43;24;43;7;7;0;0;0;167;0.192;0.066;0.257;0.144;0.257;0.042;0.042;0.0;0.0;0.0
908;1983;4630;Osterøy;928;271;482;505;624;86;167;0;0;0;3063;0.303;0.088;0.157;0.165;0.204;0.028;0.055;0.0;0.0;0.0
909;1983;4631;Alver;2257;475;1830;1877;1334;278;512;0;0;0;8563;0.264;0.055;0.214;0.219;0.156;0.032;0.06;0.0;0.0;0.0
910;1983;4632;Austrheim;256;66;383;267;80;18;57;0;0;0;1127;0.227;0.059;0.34;0.237;0.071;0.016;0.051;0.0;0.0;0.0
911;1983;4633;Fedje;102;18;123;91;8;6;5;0;0;0;353;0.289;0.051;0.348;0.258;0.023;0.017;0.014;0.0;0.0;0.0
912;1983;4634;Masfjorden;253;74;211;167;191;25;65;0;0;0;986;0.257;0.075;0.214;0.169;0.194;0.025;0.066;0.0;0.0;0.0
913;1983;4635;Gulen;420;26;279;194;213;40;76;0;0;0;1248;0.337;0.021;0.224;0.155;0.171;0.032;0.061;0.0;0.0;0.0
914;1983;4636;Solund;95;13;161;142;63;14;42;0;0;0;530;0.179;0.025;0.304;0.268;0.119;0.026;0.079;0.0;0.0;0.0
915;1983;4637;Hyllestad;241;13;152;175;180;8;84;0;0;0;853;0.283;0.015;0.178;0.205;0.211;0.009;0.098;0.0;0.0;0.0
916;1983;4638;Høyanger;963;45;387;216;197;508;111;0;0;0;2427;0.397;0.019;0.159;0.089;0.081;0.209;0.046;0.0;0.0;0.0
917;1983;4639;Vik;379;13;223;117;392;29;26;0;0;0;1179;0.321;0.011;0.189;0.099;0.332;0.025;0.022;0.0;0.0;0.0
918;1983;4640;Sogndal;1611;146;953;578;714;250;616;0;0;0;4868;0.331;0.03;0.196;0.119;0.147;0.051;0.127;0.0;0.0;0.0
919;1983;4641;Aurland;350;31;293;61;133;40;43;0;0;0;951;0.368;0.033;0.308;0.064;0.14;0.042;0.045;0.0;0.0;0.0
920;1983;4642;Lærdal;524;20;231;62;228;79;76;0;0;0;1220;0.43;0.016;0.189;0.051;0.187;0.065;0.062;0.0;0.0;0.0
921;1983;4643;Årdal;2407;47;340;114;70;172;92;0;0;0;3242;0.742;0.014;0.105;0.035;0.022;0.053;0.028;0.0;0.0;0.0
922;1983;4644;Luster;1128;40;283;370;559;86;115;0;0;0;2581;0.437;0.015;0.11;0.143;0.217;0.033;0.045;0.0;0.0;0.0
