;År;Kommunenr;Kommunenavn;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
5316;2018;5039;Verran;0.0017;0.0013;0.0008;0.001;1e-04;0.0;0.0;0.0044;0.0;1e-04;0.0003;0.021;0.4237;0.3371;0.1326;0.001;0.0;0.0749;0.0
5317;2019;5039;Verran;0.0018;0.0013;0.0008;0.001;0.0;0.0;0.0;0.0044;0.0;1e-04;0.0003;0.021;0.4234;0.3371;0.1324;0.001;0.0;0.0753;0.0
5325;2018;5040;Namdalseid;0.0009;0.0004;0.0012;0.0004;0.0;0.0;0.0;0.0056;0.0;1e-04;1e-04;0.0415;0.5284;0.2561;0.1104;0.0065;0.0;0.0482;0.0
5326;2019;5040;Namdalseid;0.0009;0.0004;0.0012;0.0004;0.0;0.0;0.0;0.0056;0.0;1e-04;1e-04;0.0418;0.5281;0.256;0.1105;0.0065;0.0;0.0483;0.0
5334;2018;5041;Snåase;0.0003;1e-04;0.0006;0.0002;0.0;0.0;0.0;0.0023;0.0;0.0;0.0;0.0167;0.3546;0.4252;0.1057;0.0088;0.0;0.0853;0.0
5335;2019;5041;Snåase;0.0003;1e-04;0.0006;0.0002;0.0;0.0;0.0;0.0023;0.0;0.0;0.0;0.0167;0.3545;0.4252;0.1057;0.0088;0.0;0.0854;0.0
5336;2020;5041;Snåase;0.0003;1e-04;0.0006;0.0002;0.0;0.0;0.0;0.0023;0.0;0.0;1e-04;0.017;0.3543;0.4247;0.1056;0.0088;0.0;0.0859;0.0
5343;2018;5042;Lierne;0.0002;0.0003;0.0003;0.0003;0.0;0.0;0.0;0.0022;0.0;1e-04;1e-04;0.0056;0.3634;0.3562;0.1404;0.0178;0.0;0.1133;0.0
5344;2019;5042;Lierne;0.0002;0.0003;0.0003;0.0003;0.0;0.0;0.0;0.0022;0.0;1e-04;1e-04;0.0056;0.3634;0.3562;0.1404;0.0178;0.0;0.1132;0.0
5345;2020;5042;Lierne;0.0002;0.0003;0.0003;0.0003;0.0;0.0;0.0;0.0022;0.0;1e-04;1e-04;0.0056;0.3633;0.3561;0.1404;0.0178;0.0;0.1132;0.0
5352;2018;5043;Raarvihke;1e-04;0.0002;0.0002;0.0002;0.0;0.0;0.0;0.0013;0.0;1e-04;0.0;0.0031;0.2523;0.4745;0.0732;0.0355;1e-04;0.1594;0.0
5353;2019;5043;Raarvihke;1e-04;0.0002;0.0002;0.0002;0.0;0.0;0.0;0.0013;0.0;1e-04;0.0;0.0031;0.2529;0.4729;0.0734;0.0356;1e-04;0.1601;0.0
5354;2020;5043;Raarvihke;1e-04;0.0002;0.0002;0.0002;0.0;0.0;0.0;0.0013;0.0;1e-04;0.0;0.0032;0.2531;0.4714;0.0736;0.0357;1e-04;0.1608;0.0
5361;2018;5044;Namsskogan;0.0004;0.0002;0.0002;0.0004;0.0;0.0;0.0;0.0029;0.0;0.0;1e-04;0.0052;0.3338;0.5057;0.0743;0.03;0.0;0.0468;0.0
5362;2019;5044;Namsskogan;0.0004;0.0002;0.0002;0.0004;0.0;0.0;0.0;0.0029;0.0;0.0;1e-04;0.0052;0.3338;0.5057;0.0743;0.03;0.0;0.0468;0.0
5363;2020;5044;Namsskogan;0.0004;0.0002;0.0002;0.0005;0.0;0.0;0.0;0.0028;0.0;1e-04;1e-04;0.0053;0.3339;0.5055;0.0742;0.03;0.0;0.047;0.0
5370;2018;5045;Grong;0.0009;0.0003;0.0007;0.0004;0.0;0.0;0.0;0.0047;0.0;1e-04;1e-04;0.0195;0.5071;0.3172;0.0967;0.0162;0.0;0.0361;0.0
5371;2019;5045;Grong;0.0009;0.0003;0.0007;0.0004;0.0;0.0;0.0;0.0047;0.0;1e-04;1e-04;0.0195;0.5071;0.3172;0.0967;0.0162;0.0;0.0361;0.0
5372;2020;5045;Grong;0.0008;0.0003;0.0006;0.0004;0.0;0.0;0.0;0.0046;0.0;0.0002;0.0002;0.0195;0.5072;0.3167;0.0965;0.0162;0.0;0.0367;0.0
5379;2018;5046;Høylandet;0.0006;0.0003;0.0011;0.0003;0.0;0.0;0.0;0.0033;0.0;1e-04;1e-04;0.0258;0.3846;0.3503;0.0876;0.0749;0.0;0.0711;0.0
5380;2019;5046;Høylandet;0.0006;0.0003;0.0011;0.0003;0.0;0.0;0.0;0.0033;0.0;1e-04;1e-04;0.026;0.3844;0.3503;0.0876;0.0749;0.0;0.0711;0.0
5381;2020;5046;Høylandet;0.0006;0.0003;0.0011;0.0003;0.0;0.0;0.0;0.0033;0.0;1e-04;1e-04;0.026;0.3843;0.3504;0.0876;0.0749;0.0;0.0711;0.0
5388;2018;5047;Overhalla;0.0019;0.0003;0.0019;0.001;1e-04;0.0;1e-04;0.0061;0.0;0.0003;0.0002;0.0639;0.5115;0.2707;0.0769;0.0061;0.0;0.0591;0.0
5389;2019;5047;Overhalla;0.002;0.0003;0.002;0.0012;1e-04;0.0;1e-04;0.0059;0.0;0.0003;0.0002;0.0639;0.5114;0.2705;0.0769;0.0061;0.0;0.0592;0.0
5390;2020;5047;Overhalla;0.0019;0.0003;0.0019;0.0013;1e-04;0.0;1e-04;0.0059;0.0;0.0004;0.0005;0.0644;0.5135;0.2698;0.0748;0.0061;0.0;0.0593;0.0
5397;2018;5048;Fosnes;0.0005;0.0003;0.0007;0.0002;0.0;0.0;0.0;0.0036;0.0;1e-04;1e-04;0.0198;0.3816;0.3792;0.0351;0.0479;0.0;0.1307;0.0
5398;2019;5048;Fosnes;0.0005;0.0003;0.0007;0.0002;0.0;0.0;0.0;0.0036;0.0;1e-04;1e-04;0.0198;0.3817;0.3793;0.0351;0.0479;0.0;0.1306;0.0
5406;2018;5049;Flatanger;0.001;0.0014;0.0009;0.0005;0.0;0.0;0.0;0.0047;0.0;0.0002;1e-04;0.0222;0.3546;0.4717;0.041;0.0443;0.0;0.0573;0.0
5407;2019;5049;Flatanger;0.001;0.0014;0.0009;0.0005;0.0;0.0;0.0;0.005;0.0;0.0002;1e-04;0.0222;0.3543;0.4716;0.041;0.0443;0.0;0.0574;0.0
5408;2020;5049;Flatanger;0.001;0.0015;0.0009;0.0005;0.0;0.0;0.0;0.0051;0.0;0.0002;1e-04;0.0221;0.3543;0.4715;0.041;0.0443;0.0;0.0574;0.0
5415;2018;5050;Vikna;0.0041;0.0017;0.0019;0.0014;0.0003;0.0;1e-04;0.0096;0.0;0.0003;0.0005;0.0595;0.1473;0.6424;0.0675;0.0382;0.0;0.0251;0.0
5416;2019;5050;Vikna;0.0041;0.0018;0.0019;0.0014;0.0003;0.0;1e-04;0.0096;0.0;0.0003;0.0004;0.0595;0.1472;0.6426;0.0674;0.0382;0.0;0.0251;0.0
5424;2018;5051;Nærøy;0.0018;0.0009;0.0018;0.0008;1e-04;0.0;1e-04;0.0061;0.0;0.0003;0.0002;0.0392;0.4771;0.3373;0.0473;0.0345;0.0;0.0525;0.0
5425;2019;5051;Nærøy;0.0018;0.0009;0.0018;0.0008;1e-04;0.0;1e-04;0.0061;0.0;0.0003;0.0002;0.0393;0.4776;0.3378;0.0473;0.0345;0.0;0.0515;0.0
5433;2018;5052;Leka;0.002;0.0013;0.0031;0.001;0.0002;0.0;1e-04;0.0095;0.0;0.0004;0.0005;0.0943;0.2084;0.556;0.0214;0.0831;0.0;0.0188;0.0
5434;2019;5052;Leka;0.0019;0.0013;0.003;0.001;0.0002;0.0;1e-04;0.0094;0.0;0.0004;0.0005;0.0941;0.2078;0.5546;0.0213;0.0829;0.0;0.0215;0.0
5435;2020;5052;Leka;0.0019;0.0013;0.003;0.0011;0.0002;0.0;1e-04;0.0092;0.0;0.0004;0.0005;0.0941;0.2075;0.555;0.0213;0.0829;0.0;0.0215;0.0
5442;2018;5053;Inderøy;0.0069;0.0023;0.0067;0.0013;0.0002;1e-04;0.0002;0.0165;0.0;0.0008;0.0005;0.178;0.6657;0.0156;0.0637;0.0008;0.0;0.0408;0.0
5443;2019;5053;Inderøy;0.0069;0.0023;0.0068;0.0013;0.0002;1e-04;0.0002;0.0164;0.0;0.0008;0.0005;0.1782;0.6653;0.0156;0.0638;0.0008;0.0;0.0408;0.0
5444;2020;5053;Inderøy;0.0068;0.0022;0.0065;0.0013;0.0002;1e-04;0.0002;0.0162;0.0;0.0008;0.0013;0.1801;0.6623;0.0168;0.0637;0.0007;0.0;0.0408;0.0
5451;2018;5054;Indre;0.0034;0.0018;0.0035;0.001;1e-04;1e-04;1e-04;0.0095;1e-04;0.0005;0.0003;0.0785;0.4754;0.2397;0.1169;0.0109;0.0;0.0582;0.0
5452;2019;5054;Indre;0.0034;0.0018;0.0035;0.001;1e-04;1e-04;1e-04;0.0094;1e-04;0.0005;0.0003;0.078;0.4726;0.2384;0.1162;0.0108;0.0;0.0636;0.0
5453;2020;5054;Indre;0.0033;0.0018;0.0035;0.0013;1e-04;1e-04;1e-04;0.0092;1e-04;0.0005;0.0003;0.0772;0.4769;0.2387;0.1139;0.0104;0.0;0.0625;0.0
5462;2020;5055;Heim;0.0019;0.0019;0.002;0.0011;1e-04;0.0;1e-04;0.0068;0.0;0.0003;0.0006;0.0392;0.4806;0.3401;0.0741;0.0055;0.0;0.0456;0.0
5471;2020;5056;Hitra;0.0031;0.0028;0.0011;0.0013;1e-04;0.0;1e-04;0.0085;0.0;0.0004;0.0009;0.0315;0.2911;0.4377;0.1509;0.0176;0.0;0.0529;0.0
5480;2020;5057;Ørland;0.008;0.0027;0.0055;0.0023;0.0003;1e-04;0.0003;0.025;0.001;0.0013;0.0026;0.1664;0.3564;0.2979;0.0506;0.0163;0.0;0.0633;0.0
5489;2020;5058;Åfjord;0.0012;0.0013;0.0013;0.0005;0.0;0.0;0.0;0.0055;0.0;0.0002;0.0004;0.0314;0.2907;0.5174;0.0787;0.01;0.0;0.0613;0.0
5498;2020;5059;Orkland;0.003;0.0023;0.0024;0.0018;1e-04;1e-04;1e-04;0.0082;0.0;0.0005;0.0008;0.0575;0.5103;0.2287;0.126;0.0083;0.0;0.05;0.0
5507;2020;5060;Nærøysund;0.0024;0.0011;0.0018;0.0011;1e-04;0.0;1e-04;0.0071;0.0;0.0003;0.0002;0.0447;0.3939;0.4125;0.053;0.0357;0.0;0.0458;0.0
5515;2019;5061;Rindal;0.001;0.0015;0.0018;0.0004;1e-04;0.0;0.0;0.0044;0.0;0.0002;1e-04;0.0427;0.3407;0.436;0.1089;0.0273;0.0006;0.0342;0.0
5516;2020;5061;Rindal;0.001;0.0015;0.0018;0.0004;0.0;0.0;0.0;0.0044;0.0;0.0002;1e-04;0.0427;0.3407;0.436;0.1089;0.0273;0.0006;0.0342;0.0
5517;2011;1601;Trondheim;0.071;0.0028;0.0077;0.0206;0.0045;0.0017;0.0008;0.05;0.0005;0.0124;0.0063;0.1918;0.4791;0.0375;0.0519;0.0014;0.0;0.06;0.0
5518;2013;1601;Trondheim;0.0723;0.0028;0.0075;0.0203;0.0046;0.0018;0.0009;0.0515;0.0006;0.0114;0.0063;0.1907;0.4788;0.0376;0.0517;0.0014;0.0;0.06;0.0
5519;2014;1601;Trondheim;0.0725;0.0028;0.0075;0.021;0.0046;0.0017;0.0009;0.0517;0.0006;0.0114;0.006;0.1905;0.4786;0.0373;0.0516;0.0014;0.0;0.0599;0.0
5520;2015;1601;Trondheim;0.0741;0.0027;0.0077;0.0217;0.005;0.0018;0.0009;0.0511;0.0007;0.0118;0.0087;0.1866;0.4792;0.0356;0.0512;0.0013;0.0;0.0598;0.0
5521;2016;1601;Trondheim;0.0749;0.0027;0.0077;0.0218;0.0051;0.0018;0.001;0.0496;0.0007;0.012;0.0086;0.1863;0.4797;0.0357;0.0512;0.0013;0.0;0.0599;0.0
5522;2017;1601;Trondheim;0.0749;0.0026;0.0078;0.0218;0.005;0.0018;0.001;0.0496;0.0007;0.0122;0.0085;0.186;0.4795;0.0364;0.0511;0.0013;0.0;0.0599;0.0
5526;2011;1612;Hemne;0.002;0.0018;0.0015;0.0012;1e-04;0.0;1e-04;0.0059;0.0;0.0003;0.0002;0.0333;0.4623;0.3598;0.0725;0.0053;0.0;0.0538;0.0
5527;2013;1612;Hemne;0.002;0.0019;0.0016;0.0011;1e-04;0.0;1e-04;0.006;0.0;0.0003;0.0002;0.0334;0.462;0.3597;0.0725;0.0053;0.0;0.0538;0.0
5528;2014;1612;Hemne;0.002;0.0019;0.0017;0.0011;1e-04;0.0;1e-04;0.006;0.0;0.0003;0.0002;0.0334;0.462;0.3598;0.0725;0.0052;0.0;0.0537;0.0
5529;2015;1612;Hemne;0.002;0.0019;0.0017;0.0011;1e-04;0.0;1e-04;0.006;0.0;0.0003;0.0002;0.0334;0.4619;0.3598;0.0725;0.0052;0.0;0.0538;0.0
5530;2016;1612;Hemne;0.002;0.0019;0.0016;0.0012;1e-04;0.0;1e-04;0.0059;0.0;0.0003;0.0002;0.0333;0.4619;0.3597;0.0725;0.0053;0.0;0.054;0.0
5531;2017;1612;Hemne;0.002;0.0019;0.0016;0.0011;1e-04;0.0;1e-04;0.0059;0.0;0.0003;0.0005;0.0335;0.4636;0.3597;0.0702;0.0052;0.0;0.0542;0.0
5535;2011;1613;Snillfjord;0.0006;0.0022;0.0013;0.0008;0.0;0.0;0.0;0.0056;0.0;0.0002;1e-04;0.0273;0.4099;0.419;0.0558;0.0365;0.0;0.0407;0.0
5536;2013;1613;Snillfjord;0.0006;0.0022;0.0013;0.0008;0.0;0.0;0.0;0.0056;0.0;0.0002;1e-04;0.0273;0.4098;0.4189;0.0558;0.0365;0.0;0.0407;0.0
5537;2014;1613;Snillfjord;0.0006;0.0023;0.0013;0.0008;1e-04;0.0;0.0;0.0055;0.0;0.0002;1e-04;0.0273;0.4098;0.419;0.0558;0.0364;0.0;0.0407;0.0
5538;2015;1613;Snillfjord;0.0006;0.0023;0.0013;0.0008;1e-04;0.0;0.0;0.0056;0.0;0.0002;1e-04;0.0273;0.4098;0.419;0.0559;0.0364;0.0;0.0407;0.0
5539;2016;1613;Snillfjord;0.0006;0.0023;0.0013;0.0011;1e-04;0.0;0.0;0.0056;0.0;0.0002;1e-04;0.0273;0.4095;0.419;0.0557;0.0364;0.0;0.0407;0.0
5540;2017;1613;Snillfjord;0.0006;0.0022;0.0013;0.0009;0.0;0.0;0.0;0.0055;0.0;0.0002;0.0004;0.027;0.4118;0.4166;0.0549;0.0351;0.0;0.0434;0.0
5544;2011;1617;Hitra;0.0032;0.0022;0.0009;0.0008;1e-04;1e-04;1e-04;0.0075;0.0;0.0004;0.0003;0.0282;0.2411;0.4497;0.1312;0.078;0.0;0.0562;0.0
5545;2013;1617;Hitra;0.0034;0.0026;0.001;0.0009;1e-04;1e-04;1e-04;0.0076;0.0;0.0004;0.0003;0.0281;0.241;0.449;0.1312;0.078;0.0;0.0562;0.0
5546;2014;1617;Hitra;0.0034;0.0024;0.0009;0.0009;1e-04;1e-04;1e-04;0.0079;0.0;0.0004;0.0003;0.0297;0.2406;0.4488;0.1311;0.0774;0.0;0.0562;0.0
5547;2015;1617;Hitra;0.0034;0.0024;0.0009;0.0009;1e-04;1e-04;1e-04;0.0081;0.0;0.0004;0.0003;0.0296;0.2489;0.4499;0.1332;0.0657;0.0;0.0562;0.0
5548;2016;1617;Hitra;0.0034;0.0024;0.0009;0.0008;1e-04;0.0;1e-04;0.0083;0.0;0.0003;0.0002;0.0296;0.2486;0.4504;0.1331;0.0656;0.0;0.0561;0.0
5549;2017;1617;Hitra;0.0032;0.0022;0.0009;0.001;1e-04;0.0;1e-04;0.0079;0.0;0.0004;0.0009;0.0296;0.2698;0.4511;0.163;0.0127;0.0;0.0569;0.0
5553;2011;1620;Frøya;0.0076;0.0045;0.0014;0.0018;0.0003;1e-04;0.0002;0.0107;0.0;0.0007;0.0005;0.0348;0.019;0.6944;0.1224;0.0521;0.0;0.0494;0.0
5554;2013;1620;Frøya;0.0078;0.0047;0.0014;0.0017;0.0002;1e-04;0.0002;0.0099;0.0;0.0007;0.0004;0.0348;0.019;0.6925;0.1226;0.0547;0.0;0.0494;0.0
5555;2014;1620;Frøya;0.008;0.0047;0.0013;0.0017;0.0003;1e-04;0.0002;0.0111;0.0;0.0007;0.0005;0.0361;0.0188;0.6924;0.1221;0.0532;0.0;0.0486;0.0
5556;2015;1620;Frøya;0.0081;0.0047;0.0013;0.0018;0.0003;1e-04;0.0002;0.0112;0.0;0.0007;0.0005;0.0393;0.0188;0.6892;0.1217;0.0527;0.0;0.0492;0.0
5557;2016;1620;Frøya;0.0083;0.0047;0.0012;0.0018;0.0003;1e-04;0.0002;0.011;0.0;0.0006;0.0005;0.0407;0.0187;0.6898;0.1213;0.0517;0.0;0.0491;0.0
5558;2017;1620;Frøya;0.0074;0.004;0.0012;0.0017;0.0003;1e-04;0.0002;0.011;0.0;0.0006;0.0017;0.0428;0.0188;0.6801;0.121;0.0588;0.0;0.0502;0.0
5562;2011;1621;Ørland;0.0204;0.0029;0.016;0.0059;0.0012;0.0004;0.0004;0.0532;0.0038;0.0056;0.0023;0.5666;0.0727;0.2081;0.0278;0.0098;0.0;0.0029;0.0
5563;2013;1621;Ørland;0.0208;0.003;0.0159;0.0062;0.0011;0.0005;0.0004;0.054;0.006;0.0057;0.0023;0.566;0.0749;0.2021;0.0284;0.01;0.0;0.0027;0.0
5564;2014;1621;Ørland;0.0212;0.003;0.017;0.006;0.0011;0.0005;0.0004;0.0525;0.0062;0.0057;0.0026;0.5634;0.0805;0.2032;0.0267;0.0075;0.0;0.0025;0.0
5565;2015;1621;Ørland;0.0216;0.0031;0.0168;0.0059;0.001;0.0005;0.0005;0.0937;0.0042;0.0056;0.0026;0.5347;0.0762;0.197;0.0261;0.0079;0.0;0.0025;0.0
5566;2016;1621;Ørland;0.0219;0.0031;0.017;0.0062;0.001;0.0005;0.0004;0.0931;0.0042;0.0056;0.0025;0.5349;0.0764;0.1968;0.0261;0.0078;0.0;0.0025;0.0
5567;2017;1621;Ørland;0.0219;0.0031;0.0168;0.0064;0.0008;0.0005;0.0005;0.0938;0.0042;0.0056;0.0023;0.5347;0.0763;0.1966;0.0261;0.0078;0.0;0.0023;0.0
5571;2011;1622;Agdenes;0.0017;0.0028;0.0032;0.0006;1e-04;0.0;1e-04;0.006;0.0;1e-04;1e-04;0.0596;0.478;0.2921;0.0796;0.0087;0.0;0.0672;0.0
5572;2013;1622;Agdenes;0.0018;0.0029;0.0032;0.0006;1e-04;1e-04;1e-04;0.0061;0.0;1e-04;1e-04;0.0595;0.4779;0.292;0.0796;0.0087;0.0;0.0672;0.0
5573;2014;1622;Agdenes;0.0018;0.0029;0.0032;0.0006;1e-04;1e-04;1e-04;0.0062;0.0;1e-04;0.0002;0.0594;0.4778;0.2919;0.0796;0.0087;0.0;0.0672;0.0
5574;2015;1622;Agdenes;0.0018;0.003;0.0033;0.0006;1e-04;1e-04;1e-04;0.0063;0.0;1e-04;0.0002;0.0594;0.4776;0.2918;0.0795;0.0087;0.0;0.0672;0.0
5575;2016;1622;Agdenes;0.0019;0.0031;0.0032;0.0006;1e-04;1e-04;1e-04;0.0063;0.0;1e-04;0.0002;0.0594;0.4775;0.292;0.0795;0.0087;0.0;0.0672;0.0
5576;2017;1622;Agdenes;0.0017;0.0027;0.0031;0.0008;1e-04;1e-04;1e-04;0.0067;0.0;0.0002;0.0006;0.0588;0.4788;0.2912;0.0793;0.0087;0.0;0.0673;0.0
5580;2011;1624;Rissa;0.0035;0.0018;0.0042;0.0012;1e-04;1e-04;1e-04;0.0096;1e-04;0.0004;0.0004;0.0942;0.4489;0.2829;0.089;0.0161;0.0;0.0473;0.0
5581;2013;1624;Rissa;0.0036;0.0019;0.0041;0.0011;1e-04;1e-04;1e-04;0.0099;1e-04;0.0004;0.0004;0.0947;0.4485;0.2826;0.0889;0.0162;0.0;0.0473;0.0
5582;2014;1624;Rissa;0.0038;0.0019;0.0041;0.0011;1e-04;1e-04;1e-04;0.0095;1e-04;0.0004;0.0004;0.0939;0.4505;0.2827;0.0882;0.0159;0.0;0.0472;0.0
5583;2015;1624;Rissa;0.0038;0.0019;0.0041;0.0011;1e-04;1e-04;1e-04;0.0095;1e-04;0.0004;0.0004;0.0939;0.4505;0.2827;0.0882;0.0159;0.0;0.0472;0.0
5584;2016;1624;Rissa;0.0038;0.0019;0.0041;0.0011;1e-04;1e-04;1e-04;0.0095;1e-04;0.0005;0.0004;0.0938;0.4504;0.2827;0.0881;0.0159;0.0;0.0472;0.0
5585;2017;1624;Rissa;0.0038;0.002;0.0041;0.0013;1e-04;1e-04;1e-04;0.0096;1e-04;0.0005;0.0004;0.0938;0.4505;0.2827;0.0881;0.0159;0.0;0.0469;0.0
5589;2011;1627;Bjugn;0.0047;0.0029;0.0037;0.001;0.0002;0.0;0.0002;0.011;1e-04;0.0007;0.0003;0.0952;0.4221;0.3116;0.0554;0.0162;0.0;0.0747;0.0
5590;2013;1627;Bjugn;0.0049;0.003;0.0037;0.0011;0.0002;0.0;0.0002;0.011;1e-04;0.0008;0.0003;0.0993;0.4062;0.3208;0.056;0.0177;0.0;0.0747;0.0
5591;2014;1627;Bjugn;0.005;0.0031;0.0037;0.0011;0.0002;0.0;0.0002;0.0109;1e-04;0.0008;0.0003;0.0995;0.4061;0.3201;0.0558;0.0184;0.0;0.0747;0.0
5592;2015;1627;Bjugn;0.0051;0.0031;0.0037;0.001;0.0003;0.0;0.0002;0.011;1e-04;0.0008;0.0003;0.0995;0.4061;0.3201;0.0558;0.0184;0.0;0.0747;0.0
5593;2016;1627;Bjugn;0.005;0.0028;0.0036;0.0013;0.0003;0.0;0.0002;0.0107;1e-04;0.0005;0.001;0.0981;0.4089;0.3187;0.0553;0.0187;0.0;0.0747;0.0
5594;2017;1627;Bjugn;0.0053;0.0028;0.0034;0.0013;0.0003;0.0;0.0002;0.0107;1e-04;0.0005;0.001;0.0981;0.4089;0.3195;0.0553;0.0178;0.0;0.0747;0.0
5598;2011;1630;Åfjord;0.0011;0.0013;0.0013;0.0006;0.0;0.0;0.0;0.0051;0.0;1e-04;1e-04;0.0323;0.3043;0.5009;0.0806;0.008;0.0;0.0639;0.0
5599;2013;1630;Åfjord;0.0012;0.0014;0.0013;0.0006;0.0;0.0;0.0;0.005;0.0;1e-04;1e-04;0.0326;0.3042;0.5007;0.0806;0.0081;0.0;0.0639;0.0
5600;2014;1630;Åfjord;0.0012;0.0014;0.0013;0.0006;0.0;0.0;0.0;0.0051;0.0;1e-04;1e-04;0.0325;0.3043;0.5006;0.0807;0.0081;0.0;0.0639;0.0
5601;2015;1630;Åfjord;0.0012;0.0014;0.0014;0.0006;0.0;0.0;0.0;0.0051;0.0;1e-04;1e-04;0.0325;0.3042;0.5005;0.0807;0.0081;0.0;0.0639;0.0
5602;2016;1630;Åfjord;0.0013;0.0013;0.0013;0.0006;0.0;0.0;0.0;0.005;0.0;1e-04;0.0004;0.0324;0.3054;0.5002;0.0801;0.008;0.0;0.0639;0.0
5603;2017;1630;Åfjord;0.0032;0.0014;0.0013;0.0006;0.0;0.0;1e-04;0.005;0.0;0.0002;0.0004;0.0323;0.304;0.5001;0.08;0.0079;0.0;0.0638;0.0
5607;2011;1632;Roan;0.001;0.001;0.0011;0.0003;0.0;0.0;1e-04;0.005;0.0;0.0002;0.0;0.029;0.252;0.563;0.0756;0.0158;0.0;0.056;0.0
5608;2013;1632;Roan;0.001;0.0011;0.0011;0.0002;0.0;0.0;1e-04;0.0048;0.0;0.0002;0.0;0.029;0.252;0.5629;0.0756;0.0158;0.0;0.056;0.0
5609;2014;1632;Roan;0.001;0.0011;0.0011;0.0002;0.0;0.0;1e-04;0.0048;0.0;0.0002;0.0;0.029;0.2521;0.5633;0.0756;0.0154;0.0;0.0559;0.0
5610;2015;1632;Roan;0.001;0.0012;0.001;0.0002;0.0;0.0;1e-04;0.0047;0.0;0.0002;0.0004;0.0287;0.2538;0.5619;0.0758;0.0157;0.0;0.0554;0.0
5611;2016;1632;Roan;0.001;0.0013;0.001;0.0003;1e-04;0.0;0.0;0.0047;0.0;0.0002;0.0003;0.0288;0.2536;0.5619;0.0758;0.0158;0.0;0.0554;0.0
5612;2017;1632;Roan;0.001;0.0012;0.0011;0.0003;1e-04;0.0;0.0;0.0047;0.0;0.0002;0.0003;0.0288;0.2535;0.5626;0.0758;0.0151;0.0;0.0553;0.0
5616;2011;1633;Osen;0.001;0.0006;0.001;0.0008;1e-04;1e-04;0.0;0.0042;0.0;0.0003;1e-04;0.0229;0.3057;0.5136;0.0716;0.0296;0.0;0.0486;0.0
5617;2013;1633;Osen;0.001;0.0007;0.001;0.0008;0.0;1e-04;1e-04;0.004;0.0;0.0003;1e-04;0.023;0.3059;0.5132;0.0715;0.0298;0.0;0.0486;0.0
5618;2014;1633;Osen;0.001;0.0007;0.001;0.0008;1e-04;1e-04;1e-04;0.0039;0.0;0.0003;1e-04;0.023;0.306;0.5137;0.0716;0.0294;0.0;0.0483;0.0
5619;2015;1633;Osen;0.001;0.0006;0.001;0.0008;1e-04;1e-04;0.0;0.0039;0.0;0.0003;0.0002;0.0229;0.3094;0.5107;0.0717;0.0293;0.0;0.0481;0.0
5620;2016;1633;Osen;0.0011;0.0007;0.0009;0.0009;1e-04;1e-04;0.0;0.0038;0.0;0.0003;0.0002;0.0229;0.3094;0.5107;0.0717;0.0293;0.0;0.0481;0.0
5621;2017;1633;Osen;0.001;0.0007;0.0009;0.0009;1e-04;1e-04;0.0;0.0038;0.0;0.0003;0.0002;0.0235;0.3091;0.5103;0.0715;0.0297;0.0;0.048;0.0
5625;2011;1634;Oppdal;0.0009;0.0014;0.0012;0.001;0.0;0.0;0.0;0.0039;0.0;0.002;0.0002;0.0341;0.1598;0.6164;0.0498;0.0936;0.0028;0.0328;0.0
5626;2013;1634;Oppdal;0.0009;0.0016;0.0012;0.0011;0.0;0.0;0.0;0.0038;0.0;0.002;1e-04;0.0348;0.159;0.6164;0.0497;0.0936;0.0028;0.0328;0.0
5627;2014;1634;Oppdal;0.0009;0.0016;0.0012;0.0011;0.0;0.0;0.0;0.0038;0.0;0.002;1e-04;0.0348;0.1605;0.6148;0.0509;0.0939;0.0015;0.0329;0.0
5628;2015;1634;Oppdal;0.0009;0.0016;0.0012;0.0011;0.0;0.0;0.0;0.0038;0.0;0.002;1e-04;0.035;0.1603;0.6148;0.0509;0.0939;0.0015;0.0327;0.0
5629;2016;1634;Oppdal;0.0009;0.0015;0.0011;0.0011;0.0;0.0;0.0;0.0038;0.0;0.0019;0.0005;0.0353;0.1595;0.6141;0.0517;0.094;0.0015;0.0329;0.0
5630;2017;1634;Oppdal;0.0009;0.0016;0.0011;0.0011;0.0;0.0;0.0;0.0036;0.0;0.0019;0.0005;0.0356;0.1594;0.6132;0.0515;0.0939;0.0015;0.0341;0.0
5634;2011;1635;Rennebu;0.0009;0.0018;0.0017;0.0008;0.0;0.0;0.0;0.0071;0.0;0.0003;1e-04;0.0338;0.4405;0.3338;0.146;0.0069;0.0;0.0262;0.0
5635;2013;1635;Rennebu;0.0009;0.0019;0.0017;0.0008;0.0;0.0;0.0;0.007;0.0;0.0003;1e-04;0.0402;0.4344;0.3339;0.1457;0.0069;0.0;0.0262;0.0
5636;2014;1635;Rennebu;0.0009;0.0019;0.0017;0.0008;0.0;0.0;0.0;0.006;0.0;0.0003;1e-04;0.041;0.4346;0.337;0.1424;0.0069;0.0;0.0263;0.0
