;År;Kommunenr;Kommunenavn;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
8;2020;3001;Halden;0.0149;0.0028;0.0039;0.0045;0.0005;0.0003;0.0003;0.0175;0.0;0.0012;0.0025;0.0958;0.7375;0.005;0.0332;0.0046;0.0;0.0753;0.0
17;2020;3002;Moss;0.0754;0.0134;0.0118;0.0266;0.0023;0.0015;0.0009;0.0562;0.0018;0.0108;0.0099;0.243;0.4354;0.0319;0.002;0.0036;0.0;0.0733;0.0
26;2020;3003;Sarpsborg;0.0344;0.0072;0.0086;0.0101;0.0012;0.0007;0.0005;0.0302;0.0;0.0046;0.0035;0.1925;0.5922;0.0206;0.0063;0.0049;0.0;0.0825;0.0
35;2020;3004;Fredrikstad;0.0681;0.0177;0.0105;0.0206;0.0021;0.0013;0.0009;0.0407;0.0009;0.0097;0.0085;0.2307;0.4668;0.0295;0.0013;0.0615;0.0;0.0294;0.0
44;2020;3005;Drammen;0.0574;0.0037;0.004;0.0145;0.002;0.0009;0.0007;0.0365;0.0;0.0107;0.0082;0.0819;0.7101;0.0084;0.0157;0.0037;0.0;0.0415;0.0
53;2020;3006;Kongsberg;0.0097;0.0028;0.003;0.0027;0.0005;1e-04;0.0002;0.0146;0.0004;0.0023;0.0017;0.0506;0.7776;0.0196;0.0405;0.0238;0.0;0.05;0.0
62;2020;3007;Ringerike;0.0071;0.0025;0.0027;0.0032;0.0002;0.0002;1e-04;0.0137;0.0002;0.0008;0.0014;0.0498;0.7659;0.0311;0.0327;0.0021;0.0;0.0863;0.0
71;2020;3011;Hvaler;0.0257;0.0648;0.0072;0.0038;0.0006;0.0002;0.0003;0.0217;0.0;0.0032;0.0022;0.0529;0.3577;0.066;0.002;0.3894;0.0;0.0023;0.0
80;2020;3012;Aremark;0.002;0.0023;0.0025;0.0009;1e-04;0.0;1e-04;0.0105;0.0;0.0005;0.0004;0.0654;0.7575;0.0034;0.0334;0.0003;0.0;0.1208;0.0
89;2020;3013;Marker;0.0033;0.0014;0.004;0.0011;1e-04;0.0;1e-04;0.0128;0.0;0.0003;0.0008;0.0969;0.7281;0.0048;0.0347;1e-04;0.0;0.1113;0.0
98;2020;3014;Indre;0.0167;0.0018;0.0108;0.0054;0.0006;0.0003;0.0003;0.0215;0.0;0.0031;0.0027;0.2976;0.5665;0.0118;0.0123;0.0002;0.0;0.0484;0.0
107;2020;3015;Skiptvet;0.0129;0.0041;0.0131;0.0019;0.0005;0.0003;0.0002;0.0184;0.0;0.001;0.0024;0.322;0.5316;0.0079;0.003;1e-04;0.0;0.0807;0.0
116;2020;3016;Rakkestad;0.0068;0.0007;0.0081;0.0026;0.0002;1e-04;0.0002;0.0153;0.0;0.0017;0.0016;0.2519;0.6444;0.008;0.0251;1e-04;0.0;0.0335;0.0
125;2020;3017;Råde;0.0225;0.0099;0.0132;0.0108;0.0007;0.0003;0.0003;0.0339;0.0019;0.0018;0.0029;0.2968;0.4483;0.0305;0.0042;0.0104;0.0;0.1117;0.0
134;2020;3018;Våler;0.0075;0.0016;0.0055;0.0011;0.0003;1e-04;1e-04;0.013;0.0;0.0011;0.0013;0.1359;0.7447;0.0087;0.0088;1e-04;0.0;0.0701;0.0
143;2020;3019;Vestby;0.0317;0.0152;0.0101;0.0186;0.0015;0.0004;0.0002;0.038;0.0;0.0051;0.0052;0.2603;0.5783;0.0277;0.0009;0.0016;0.0;0.0052;0.0
152;2020;3020;Nordre;0.0582;0.0025;0.0073;0.013;0.0023;0.0007;0.0005;0.0393;0.0003;0.0089;0.007;0.1918;0.6109;0.0168;0.0054;0.0003;0.0;0.0346;0.0
161;2020;3021;Ås;0.0454;0.0056;0.0134;0.0127;0.0053;0.0009;0.0006;0.0426;1e-04;0.0055;0.0077;0.3669;0.4472;0.0231;0.0029;0.0003;0.0;0.0201;0.0
170;2020;3022;Frogn;0.0417;0.0481;0.0084;0.0049;0.0013;0.0005;0.0006;0.0368;0.0013;0.0082;0.006;0.1784;0.633;0.0144;0.0015;0.0015;0.0;0.0137;0.0
179;2020;3023;Nesodden;0.0922;0.0275;0.0075;0.0086;0.0028;0.0015;0.001;0.042;0.0002;0.0039;0.0101;0.0823;0.6864;0.0135;0.0041;0.0034;0.0;0.0132;0.0
188;2020;3024;Bærum;0.1186;0.0043;0.0056;0.0163;0.0055;0.0019;0.0009;0.0529;0.0011;0.0231;0.0132;0.0747;0.6255;0.0281;0.0041;0.0022;0.0;0.0218;0.0
197;2020;3025;Asker;0.0661;0.012;0.0063;0.011;0.0024;0.0011;0.0005;0.0368;1e-04;0.0071;0.0106;0.1079;0.6758;0.0149;0.0046;0.007;0.0;0.0357;0.0
206;2020;3026;Aurskog-Høland;0.0064;0.0013;0.0033;0.0016;0.0002;1e-04;1e-04;0.0119;0.0;0.001;0.001;0.0909;0.7491;0.0042;0.0469;0.0;0.0;0.082;0.0
215;2020;3027;Rælingen;0.0456;0.0018;0.0022;0.0025;0.002;0.0004;0.0003;0.0225;0.0007;0.0056;0.0067;0.0873;0.5908;0.0113;0.0088;1e-04;0.0;0.2114;0.0
224;2020;3028;Enebakk;0.0137;0.0044;0.0046;0.0036;0.0004;1e-04;1e-04;0.0138;0.0;0.0028;0.0026;0.1306;0.6454;0.0068;0.0092;0.0004;0.0;0.1614;0.0
233;2020;3029;Lørenskog;0.0819;0.0003;0.0043;0.0206;0.0048;0.0028;0.0007;0.0437;0.0004;0.0198;0.0111;0.0833;0.657;0.0166;0.0037;0.0003;0.0;0.0488;0.0
242;2020;3030;Lillestrøm;0.0334;0.0015;0.0075;0.0125;0.0017;0.0006;0.0004;0.0299;0.0007;0.0041;0.004;0.257;0.5137;0.0218;0.0086;0.0004;0.0;0.1024;0.0
251;2020;3031;Nittedal;0.0281;0.0028;0.0043;0.008;0.0014;0.0002;0.0003;0.0226;0.0;0.0104;0.0039;0.0913;0.756;0.0089;0.0216;0.0009;0.0;0.0391;0.0
260;2020;3032;Gjerdrum;0.0232;0.0007;0.0072;0.0018;0.0007;1e-04;0.0002;0.0172;0.0;0.0056;0.0026;0.3151;0.5611;0.0075;0.0429;1e-04;0.0;0.0138;0.0
269;2020;3033;Ullensaker;0.0296;0.0004;0.0105;0.0188;0.0015;0.0008;0.0004;0.0731;0.0034;0.0068;0.0061;0.3501;0.4639;0.0182;0.0053;0.0;0.0;0.0112;0.0
278;2020;3034;Nes;0.0116;0.001;0.0075;0.0022;0.0004;1e-04;1e-04;0.0152;0.0;0.0025;0.002;0.2209;0.6533;0.0061;0.0314;0.0;0.0;0.0455;0.0
287;2020;3035;Eidsvoll;0.0183;0.0015;0.006;0.0037;0.0005;0.0003;0.0002;0.0208;1e-04;0.0013;0.0021;0.1172;0.6441;0.0094;0.0167;0.0008;0.0;0.157;0.0
296;2020;3036;Nannestad;0.0125;0.0009;0.0058;0.0021;0.0004;1e-04;1e-04;0.0184;0.0;0.0016;0.0014;0.152;0.7125;0.006;0.0338;0.0003;0.0;0.052;0.0
305;2020;3037;Hurdal;0.0048;0.0025;0.0022;0.0009;0.0002;1e-04;1e-04;0.0125;0.0;0.0011;0.001;0.0278;0.8258;0.0029;0.031;0.0004;0.0;0.0865;0.0
314;2020;3038;Hole;0.0121;0.0052;0.0052;0.0024;0.0005;0.0003;1e-04;0.016;0.0003;0.0036;0.0018;0.1155;0.514;0.0084;0.0113;0.0027;0.0;0.3005;0.0
323;2020;3039;Flå;0.0008;0.0035;0.0009;0.0005;0.0;0.0;0.0;0.0081;0.0;0.0002;0.0003;0.0104;0.6241;0.2262;0.0642;0.0094;0.0;0.0514;0.0
332;2020;3040;Nesbyen;0.0018;0.0044;0.0016;0.0009;0.0;0.0;1e-04;0.0085;0.0;0.0019;0.0006;0.0217;0.6476;0.1645;0.0919;0.0039;0.0;0.0505;0.0
341;2020;3041;Gol;0.0034;0.0056;0.0033;0.0019;0.0002;0.0;1e-04;0.0119;0.0;0.0023;0.0005;0.0473;0.6136;0.1593;0.1115;0.0027;0.0;0.0366;0.0
350;2020;3042;Hemsedal;0.0011;0.003;0.0011;0.0013;0.0;0.0;0.0;0.0058;0.0;0.0024;0.0004;0.0294;0.2238;0.4611;0.0425;0.1708;1e-04;0.0572;0.0
359;2020;3043;Ål;0.0014;0.0026;0.0018;0.0009;1e-04;0.0;1e-04;0.0066;0.0;0.0007;0.0002;0.034;0.3034;0.3503;0.0875;0.1302;0.0002;0.0799;0.0
368;2020;3044;Hol;0.0011;0.0038;0.0006;0.0007;0.0;0.0;0.0;0.0046;0.0;0.0014;1e-04;0.0111;0.1897;0.5441;0.0455;0.0835;0.005;0.1088;0.0
377;2020;3045;Sigdal;0.0017;0.0052;0.0025;0.0011;0.0;0.0;0.0;0.0096;0.0;0.0004;0.0007;0.0421;0.7068;0.1397;0.0494;0.002;0.0;0.0388;0.0
386;2020;3046;Krødsherad;0.0029;0.004;0.0022;0.0015;1e-04;1e-04;1e-04;0.0123;0.0;0.0022;0.0009;0.0275;0.7399;0.0802;0.0301;0.0015;0.0;0.0946;0.0
395;2020;3047;Modum;0.0103;0.0011;0.0054;0.0033;0.0004;0.0003;1e-04;0.0148;0.0;0.0014;0.0018;0.1009;0.7276;0.0059;0.0203;0.002;0.0;0.1044;0.0
404;2020;3048;Øvre;0.0136;0.0012;0.0051;0.0053;0.0004;0.0002;0.0002;0.017;0.0;0.0014;0.0022;0.1137;0.7255;0.0088;0.0169;0.0006;0.0;0.088;0.0
413;2020;3049;Lier;0.0199;0.0011;0.0085;0.0099;0.0007;0.0002;0.0002;0.0238;1e-04;0.0049;0.0045;0.1439;0.6924;0.0068;0.0132;0.0028;0.0;0.0672;0.0
422;2020;3050;Flesberg;0.002;0.0056;0.0027;0.0014;1e-04;0.0;1e-04;0.0134;0.0;0.0007;0.0006;0.0251;0.7656;0.0951;0.0398;0.0028;0.0;0.045;0.0
431;2020;3051;Rollag;0.0011;0.0045;0.0025;0.0008;0.0;0.0;1e-04;0.0098;0.0;0.0004;0.0004;0.0232;0.7352;0.1104;0.0602;0.0056;0.0;0.0456;0.0
440;2020;3052;Nore;0.0004;0.0015;0.0006;0.0003;0.0;0.0;0.0;0.0039;0.0;0.0003;1e-04;0.0083;0.2771;0.5417;0.0701;0.0021;0.0;0.0937;0.0
449;2020;3053;Jevnaker;0.0105;0.0014;0.0035;0.003;0.0003;1e-04;0.0002;0.0142;0.0;0.0013;0.0019;0.0753;0.7045;0.0043;0.0407;0.0009;0.0;0.1378;0.0
458;2020;3054;Lunner;0.0113;0.0043;0.0052;0.002;0.0004;0.0002;1e-04;0.0182;0.0;0.001;0.0022;0.0989;0.7542;0.0072;0.0243;0.0017;0.0;0.0688;0.0
459;2011;0101;Halden;0.0145;0.0025;0.0039;0.005;0.0005;0.0004;0.0004;0.0169;1e-04;0.0014;0.0014;0.0954;0.7387;0.0049;0.0331;0.0046;0.0;0.0764;0.0
460;2013;0101;Halden;0.0148;0.0027;0.0039;0.0047;0.0005;0.0004;0.0004;0.0177;0.0;0.0013;0.0014;0.0963;0.7369;0.0049;0.033;0.0046;0.0;0.0764;0.0
461;2014;0101;Halden;0.0148;0.0027;0.004;0.0047;0.0005;0.0004;0.0004;0.0176;0.0;0.0013;0.0015;0.0963;0.7369;0.0049;0.0331;0.0046;0.0;0.0763;0.0
462;2015;0101;Halden;0.0148;0.0028;0.004;0.0047;0.0005;0.0004;0.0004;0.0178;0.0;0.0013;0.0015;0.0963;0.7366;0.0048;0.033;0.0046;0.0;0.0764;0.0
463;2016;0101;Halden;0.0149;0.0028;0.004;0.0044;0.0005;0.0004;0.0004;0.0175;0.0;0.0012;0.0016;0.0963;0.7369;0.0051;0.033;0.0046;0.0;0.0764;0.0
464;2017;0101;Halden;0.0149;0.0029;0.004;0.0045;0.0005;0.0004;0.0004;0.0175;0.0;0.0012;0.0016;0.0963;0.7366;0.005;0.033;0.0046;0.0;0.0764;0.0
465;2018;0101;Halden;0.0148;0.0028;0.0039;0.0045;0.0005;0.0003;0.0003;0.0174;0.0;0.0012;0.0024;0.0959;0.7374;0.005;0.0331;0.0046;0.0;0.0761;0.0
466;2019;0101;Halden;0.0149;0.0028;0.0039;0.0045;0.0005;0.0003;0.0003;0.0175;0.0;0.0012;0.0024;0.0958;0.7378;0.005;0.0332;0.0046;0.0;0.0753;0.0
486;2011;0104;Moss;0.0917;0.0105;0.0049;0.0337;0.0044;0.0022;0.0011;0.056;0.0003;0.0082;0.0093;0.1068;0.5513;0.0264;0.0039;0.0028;0.0;0.0864;0.0
487;2013;0104;Moss;0.0919;0.0107;0.0049;0.0351;0.0046;0.0024;0.0013;0.0568;0.0003;0.008;0.0091;0.1062;0.5491;0.0266;0.0039;0.0028;0.0;0.0864;0.0
488;2014;0104;Moss;0.092;0.0108;0.0047;0.0346;0.0046;0.0022;0.0013;0.0572;0.0003;0.0088;0.0094;0.1061;0.5487;0.0264;0.0039;0.0028;0.0;0.0861;0.0
489;2015;0104;Moss;0.092;0.0109;0.005;0.0363;0.0046;0.0022;0.0011;0.0566;0.0005;0.0087;0.0094;0.106;0.5479;0.0258;0.0039;0.0028;0.0;0.0862;0.0
490;2016;0104;Moss;0.0915;0.0099;0.0047;0.0359;0.0044;0.0022;0.0013;0.055;0.0005;0.008;0.0115;0.1044;0.5514;0.0266;0.0038;0.0028;0.0;0.086;0.0
491;2017;0104;Moss;0.0912;0.0099;0.0047;0.0359;0.0044;0.0022;0.0013;0.0549;0.0005;0.0082;0.0113;0.1046;0.5516;0.0267;0.0038;0.0028;0.0;0.086;0.0
492;2018;0104;Moss;0.092;0.0099;0.0047;0.036;0.0046;0.0022;0.0013;0.0558;0.0005;0.0082;0.011;0.1046;0.5511;0.0256;0.0038;0.0028;0.0;0.086;0.0
493;2019;0104;Moss;0.0955;0.0099;0.0057;0.0424;0.0054;0.0026;0.0017;0.0542;0.0006;0.0085;0.0121;0.1034;0.541;0.0257;0.0039;0.0028;0.0;0.0846;0.0
495;2011;0105;Sarpsborg;0.0331;0.0071;0.0083;0.0109;0.0012;0.0005;0.0005;0.0312;0.0;0.0051;0.0028;0.1948;0.5924;0.0183;0.0061;0.0052;0.0;0.0824;0.0
496;2013;0105;Sarpsborg;0.0335;0.007;0.0087;0.011;0.0012;0.0008;0.0004;0.0314;0.0;0.005;0.0031;0.1922;0.592;0.0202;0.0062;0.0049;0.0;0.0824;0.0
497;2014;0105;Sarpsborg;0.0336;0.007;0.0088;0.011;0.0012;0.0008;0.0004;0.0309;0.0;0.005;0.0031;0.1921;0.592;0.0204;0.0062;0.0049;0.0;0.0824;0.0
498;2015;0105;Sarpsborg;0.0337;0.0071;0.0088;0.011;0.0013;0.0007;0.0004;0.0311;0.0;0.0045;0.0033;0.1924;0.5921;0.0201;0.0062;0.0049;0.0;0.0824;0.0
499;2016;0105;Sarpsborg;0.0338;0.0071;0.0087;0.0104;0.0013;0.0007;0.0004;0.0304;0.0;0.004;0.0034;0.1927;0.593;0.0206;0.0063;0.005;0.0;0.0822;0.0
500;2017;0105;Sarpsborg;0.0339;0.0071;0.0087;0.0103;0.0013;0.0007;0.0004;0.0302;0.0;0.0039;0.0034;0.1927;0.5919;0.0208;0.0063;0.0049;0.0;0.0835;0.0
501;2018;0105;Sarpsborg;0.0341;0.0072;0.0087;0.01;0.0013;0.0008;0.0005;0.0304;0.0;0.0043;0.0036;0.1926;0.5913;0.0209;0.0063;0.0049;0.0;0.0835;0.0
502;2019;0105;Sarpsborg;0.0343;0.0072;0.0086;0.0099;0.0013;0.0007;0.0005;0.0302;0.0;0.0044;0.0035;0.1927;0.5923;0.0207;0.0063;0.0049;0.0;0.0825;0.0
504;2011;0106;Fredrikstad;0.0667;0.016;0.0102;0.0201;0.0021;0.0013;0.0009;0.043;0.0007;0.0073;0.0076;0.2397;0.4816;0.0267;0.0013;0.0644;0.0;0.0104;0.0
505;2013;0106;Fredrikstad;0.0677;0.0166;0.0107;0.0205;0.0022;0.0012;0.0009;0.0428;0.0007;0.0077;0.0078;0.2359;0.4785;0.0322;0.0012;0.0628;0.0;0.0104;0.0
506;2014;0106;Fredrikstad;0.0677;0.0169;0.0108;0.0206;0.0022;0.0012;0.0009;0.0436;0.0007;0.0094;0.0076;0.2353;0.4775;0.0303;0.0012;0.0633;0.0;0.0108;0.0
507;2015;0106;Fredrikstad;0.0682;0.017;0.0107;0.0212;0.0022;0.0012;0.0009;0.0433;0.0007;0.0095;0.0077;0.2352;0.4769;0.0298;0.0012;0.0632;0.0;0.0111;0.0
508;2016;0106;Fredrikstad;0.0676;0.0169;0.0104;0.021;0.0022;0.0012;0.0009;0.0407;0.0007;0.0092;0.0079;0.2309;0.4681;0.03;0.0013;0.062;0.0;0.0291;0.0
509;2017;0106;Fredrikstad;0.0676;0.017;0.0105;0.0209;0.0022;0.0012;0.0008;0.0408;0.0007;0.0092;0.008;0.2308;0.468;0.0296;0.0013;0.062;0.0;0.0294;0.0
510;2018;0106;Fredrikstad;0.0679;0.0174;0.0103;0.0205;0.0021;0.0012;0.0009;0.041;0.0007;0.0096;0.008;0.2307;0.4676;0.0295;0.0013;0.062;0.0;0.0294;0.0
511;2019;0106;Fredrikstad;0.0681;0.0174;0.0104;0.0203;0.0021;0.0013;0.0009;0.0407;0.0008;0.0097;0.0081;0.2308;0.4675;0.0297;0.0013;0.0616;0.0;0.0294;0.0
513;2011;0111;Hvaler;0.023;0.0616;0.0069;0.0036;0.0004;0.0002;0.0002;0.0219;0.0;0.0034;0.0018;0.0539;0.361;0.0644;0.0019;0.3929;0.0;0.0029;0.0
514;2013;0111;Hvaler;0.0241;0.0619;0.0069;0.0037;0.0004;0.0002;0.0002;0.022;0.0;0.0034;0.0018;0.0539;0.3601;0.0642;0.0019;0.3923;0.0;0.0029;0.0
515;2014;0111;Hvaler;0.0242;0.063;0.0071;0.0034;0.0004;0.0002;0.0003;0.0222;0.0;0.0032;0.002;0.053;0.359;0.0663;0.002;0.3912;0.0;0.0022;0.0
516;2015;0111;Hvaler;0.0244;0.0628;0.0072;0.0036;0.0004;0.0002;0.0003;0.0222;0.0;0.0033;0.002;0.0529;0.3586;0.0665;0.002;0.3913;0.0;0.0022;0.0
517;2016;0111;Hvaler;0.0246;0.0634;0.0071;0.0036;0.0004;0.0002;0.0003;0.0217;0.0;0.0032;0.002;0.053;0.3588;0.0665;0.002;0.391;0.0;0.0022;0.0
518;2017;0111;Hvaler;0.0248;0.0635;0.0071;0.0036;0.0004;0.0002;0.0003;0.0219;0.0;0.0032;0.0021;0.0529;0.3584;0.0663;0.002;0.391;0.0;0.0022;0.0
519;2018;0111;Hvaler;0.0251;0.0643;0.0071;0.0037;0.0006;0.0002;0.0003;0.0219;0.0;0.0032;0.002;0.0528;0.358;0.0661;0.002;0.3904;0.0;0.0022;0.0
520;2019;0111;Hvaler;0.0253;0.0641;0.0071;0.0037;0.0004;0.0002;0.0003;0.0217;0.0;0.0032;0.0021;0.0529;0.358;0.0662;0.002;0.3903;0.0;0.0023;0.0
567;2011;0118;Aremark;0.002;0.002;0.0027;0.0013;1e-04;0.0;1e-04;0.0105;0.0;0.0003;1e-04;0.065;0.7548;0.0033;0.0349;0.0003;0.0;0.1226;0.0
568;2013;0118;Aremark;0.0021;0.0021;0.0027;0.0009;1e-04;0.0;1e-04;0.0106;0.0;0.0005;1e-04;0.0649;0.7547;0.0033;0.035;0.0003;0.0;0.1227;0.0
569;2014;0118;Aremark;0.0021;0.0022;0.0026;0.0008;1e-04;0.0;1e-04;0.0106;0.0;0.0005;1e-04;0.0649;0.7548;0.0033;0.035;0.0003;0.0;0.1226;0.0
570;2015;0118;Aremark;0.0021;0.0022;0.0027;0.0008;1e-04;0.0;1e-04;0.0106;0.0;0.0005;1e-04;0.0649;0.7547;0.0032;0.035;0.0003;0.0;0.1227;0.0
571;2016;0118;Aremark;0.0021;0.0022;0.0027;0.0009;1e-04;0.0;1e-04;0.0106;0.0;0.0005;1e-04;0.0651;0.7545;0.0033;0.035;0.0003;0.0;0.1226;0.0
572;2017;0118;Aremark;0.0021;0.0022;0.0027;0.0009;1e-04;0.0;1e-04;0.0105;0.0;0.0005;1e-04;0.0651;0.7548;0.0033;0.035;0.0003;0.0;0.1223;0.0
573;2018;0118;Aremark;0.002;0.0021;0.0025;0.0008;1e-04;0.0;1e-04;0.0104;0.0;0.0005;0.0004;0.065;0.7566;0.0034;0.0333;0.0003;0.0;0.1226;0.0
574;2019;0118;Aremark;0.002;0.0022;0.0025;0.0008;1e-04;0.0;1e-04;0.0104;0.0;0.0005;0.0004;0.0651;0.7579;0.0034;0.0335;0.0003;0.0;0.1208;0.0
576;2011;0119;Marker;0.0031;0.0014;0.0045;0.0011;0.0;1e-04;1e-04;0.0126;0.0;0.0003;0.0003;0.0966;0.7281;0.0045;0.0347;0.0;0.0;0.1125;0.0
577;2013;0119;Marker;0.0031;0.0014;0.0045;0.0011;0.0;1e-04;1e-04;0.0122;0.0;0.0004;0.0004;0.0965;0.7285;0.0045;0.0347;0.0;0.0;0.1125;0.0
578;2014;0119;Marker;0.0031;0.0015;0.0044;0.001;0.0;1e-04;1e-04;0.0129;0.0;0.0003;0.0003;0.0962;0.7283;0.0044;0.0347;0.0;0.0;0.1124;0.0
579;2015;0119;Marker;0.0032;0.0015;0.0045;0.0011;0.0;1e-04;1e-04;0.013;0.0;0.0003;0.0003;0.0962;0.7281;0.0043;0.0347;0.0;0.0;0.1124;0.0
580;2016;0119;Marker;0.0033;0.0015;0.0044;0.0011;0.0;0.0;1e-04;0.0126;0.0;0.0003;0.0003;0.0965;0.7282;0.0044;0.0347;0.0;0.0;0.1124;0.0
581;2017;0119;Marker;0.0033;0.0015;0.0043;0.0011;0.0;0.0;1e-04;0.0126;0.0;0.0003;0.0003;0.0965;0.7282;0.0044;0.0347;0.0;0.0;0.1125;0.0
582;2018;0119;Marker;0.0032;0.0013;0.004;0.0011;0.0;0.0;1e-04;0.0129;0.0;0.0003;0.0008;0.0965;0.7285;0.004;0.0345;0.0;0.0;0.1124;0.0
583;2019;0119;Marker;0.0032;0.0013;0.004;0.0011;0.0;0.0;1e-04;0.0129;0.0;0.0003;0.0008;0.0966;0.7294;0.004;0.0347;1e-04;0.0;0.1112;0.0
585;2011;0121;Rømskog;0.0023;0.0008;0.0015;0.0008;1e-04;0.0;1e-04;0.011;0.0;1e-04;0.0003;0.0177;0.7801;0.0013;0.0483;0.0;0.0;0.1358;0.0
586;2013;0121;Rømskog;0.0023;0.0009;0.0015;0.0008;1e-04;0.0;1e-04;0.0108;0.0;1e-04;0.0003;0.0177;0.7802;0.0013;0.0482;0.0;0.0;0.1359;0.0
587;2014;0121;Rømskog;0.0023;0.0009;0.0014;0.0011;1e-04;0.0;1e-04;0.011;0.0;0.0003;0.0003;0.0176;0.7797;0.0013;0.0483;0.0;0.0;0.1359;0.0
588;2015;0121;Rømskog;0.0023;0.0009;0.0015;0.0011;1e-04;0.0;1e-04;0.0111;0.0;0.0003;0.0003;0.0176;0.7795;0.0012;0.0483;0.0;0.0;0.1359;0.0
589;2016;0121;Rømskog;0.0023;0.001;0.0014;0.0011;1e-04;0.0;1e-04;0.0108;0.0;0.0003;0.0003;0.0177;0.7796;0.0013;0.0483;0.0;0.0;0.1359;0.0
590;2017;0121;Rømskog;0.0023;0.0011;0.0014;0.0011;1e-04;0.0;1e-04;0.0107;0.0;0.0003;0.0003;0.0177;0.7796;0.0013;0.0483;0.0;0.0;0.1357;0.0
591;2018;0121;Rømskog;0.0022;0.0011;0.0014;0.0011;1e-04;0.0;1e-04;0.0105;0.0;0.0002;0.0007;0.0178;0.7799;0.0009;0.0482;0.0;0.0;0.1359;0.0
592;2019;0121;Rømskog;0.0022;0.0011;0.0014;0.0011;1e-04;0.0;1e-04;0.0105;0.0;0.0002;0.0007;0.0178;0.7803;0.0009;0.0484;1e-04;0.0;0.1351;0.0
594;2011;0122;Trøgstad;0.0092;0.002;0.0113;0.0026;0.0002;1e-04;0.0002;0.0179;0.0;0.0014;0.0007;0.3113;0.5412;0.0108;0.008;0.0002;0.0;0.0829;0.0
595;2013;0122;Trøgstad;0.0092;0.0021;0.0112;0.0023;0.0002;1e-04;0.0002;0.0178;0.0;0.0014;0.0007;0.3113;0.5411;0.0114;0.008;0.0002;0.0;0.0829;0.0
596;2014;0122;Trøgstad;0.0092;0.0021;0.0113;0.0023;0.0002;1e-04;0.0002;0.0182;0.0;0.0014;0.0007;0.3111;0.5408;0.0112;0.008;0.0002;0.0;0.0829;0.0
597;2015;0122;Trøgstad;0.0092;0.002;0.0106;0.0027;0.0002;1e-04;0.0002;0.0181;0.0;0.0014;0.0023;0.3136;0.5381;0.0097;0.0086;0.0002;0.0;0.0829;0.0
598;2016;0122;Trøgstad;0.0093;0.0021;0.0106;0.0027;0.0002;1e-04;0.0002;0.0176;0.0;0.0014;0.0023;0.3138;0.5383;0.0097;0.0086;0.0002;0.0;0.0829;0.0
599;2017;0122;Trøgstad;0.0093;0.0021;0.0106;0.0027;0.0002;1e-04;0.0002;0.0176;0.0;0.0014;0.0022;0.3138;0.5383;0.0096;0.0086;0.0003;0.0;0.0828;0.0
600;2018;0122;Trøgstad;0.0094;0.0021;0.0107;0.003;0.0002;0.0002;0.0002;0.0176;0.0;0.0014;0.0022;0.3167;0.5352;0.0095;0.0086;0.0003;0.0;0.0828;0.0
601;2019;0122;Trøgstad;0.0095;0.0021;0.0107;0.0029;0.0002;0.0002;0.0002;0.0174;0.0;0.0014;0.0022;0.317;0.5353;0.0095;0.0087;0.0003;0.0;0.0824;0.0
603;2011;0123;Spydeberg;0.012;0.0049;0.0092;0.0035;0.0004;0.0003;0.0002;0.0198;1e-04;0.0037;0.0008;0.2661;0.5918;0.0094;0.017;1e-04;0.0;0.0607;0.0
604;2013;0123;Spydeberg;0.0121;0.0053;0.0092;0.004;0.0004;0.0002;0.0002;0.0203;1e-04;0.0038;0.0008;0.2659;0.5906;0.0093;0.017;1e-04;0.0;0.0607;0.0
605;2014;0123;Spydeberg;0.0123;0.0053;0.0091;0.0043;0.0004;0.0002;0.0002;0.0203;1e-04;0.0044;0.0015;0.2655;0.5882;0.0095;0.0168;1e-04;0.0;0.0619;0.0
606;2015;0123;Spydeberg;0.0125;0.0053;0.0097;0.0044;0.0004;0.0002;0.0002;0.0193;1e-04;0.0044;0.0015;0.2657;0.5884;0.009;0.0169;1e-04;0.0;0.0619;0.0
607;2016;0123;Spydeberg;0.0125;0.0054;0.0094;0.0044;0.0004;0.0002;1e-04;0.019;1e-04;0.0044;0.0015;0.2661;0.5883;0.0094;0.0169;1e-04;0.0;0.0618;0.0
608;2017;0123;Spydeberg;0.0126;0.0054;0.0094;0.0044;0.0004;0.0002;1e-04;0.019;1e-04;0.0044;0.0015;0.2662;0.5882;0.0095;0.0169;1e-04;0.0;0.0614;0.0
609;2018;0123;Spydeberg;0.0127;0.0051;0.0099;0.0044;0.0004;0.0003;0.0002;0.019;1e-04;0.0044;0.0027;0.2642;0.5887;0.0091;0.017;1e-04;0.0;0.0618;0.0
610;2019;0123;Spydeberg;0.0128;0.0051;0.0099;0.0043;0.0004;0.0003;0.0002;0.019;1e-04;0.0043;0.0027;0.2645;0.5884;0.0091;0.017;1e-04;0.0;0.0618;0.0
